ProbeID	miRNA_name
20506812	hsa-miR-1285-5p
20506813	hsa-miR-1285-3p
20506814	hsa-miR-1286
20506815	hsa-miR-1287-5p
20506816	hsa-miR-1287-3p
20506817	hsa-miR-1289
20506818	hsa-miR-1290
20506819	hsa-miR-1291
20506820	hsa-miR-548k
20506821	hsa-miR-1293
20506822	hsa-miR-1294
20506823	hsa-miR-1295a
20506824	hsa-miR-1297
20506825	hsa-miR-1299
20506826	hsa-miR-548l
20506827	hsa-miR-1302
20506828	hsa-miR-1303
20506829	hsa-miR-1304-5p
20506830	hsa-miR-1304-3p
20506831	hsa-miR-1305
20506832	hsa-miR-1243
20506833	hsa-miR-548f-5p
20506834	hsa-miR-548f-3p
20506835	hsa-miR-1244
20506836	hsa-miR-1245a
20506837	hsa-miR-1246
20506838	hsa-miR-1247-5p
20506839	hsa-miR-1247-3p
20506840	hsa-miR-1248
20506841	hsa-miR-1249
20506842	hsa-miR-1250-5p
20506843	hsa-miR-1250-3p
20506844	hsa-miR-1251-5p
20506845	hsa-miR-1251-3p
20506846	hsa-miR-1253
20506847	hsa-miR-1254
20506848	hsa-miR-1255a
20506849	hsa-miR-1256
20506850	hsa-miR-1257
20506851	hsa-miR-1258
20506852	hsa-miR-1260a
20506853	hsa-miR-548g-5p
20506854	hsa-miR-548g-3p
20506855	hsa-miR-1261
20506856	hsa-miR-1262
20506857	hsa-miR-1263
20506858	hsa-miR-548n
20506859	hsa-miR-548m
20506860	hsa-miR-1265
20506861	hsa-miR-548o-3p
20506862	hsa-miR-1266-5p
20506863	hsa-miR-1266-3p
20506864	hsa-miR-1267
20506865	hsa-miR-1268a
20506866	hsa-miR-1269a
20506867	hsa-miR-1270
20506868	hsa-miR-1272
20506869	hsa-miR-1273a
20506870	hsa-miR-548h-5p
20506871	hsa-miR-548h-3p
20506872	hsa-miR-1275
20506873	hsa-miR-1276
20506874	hsa-miR-302e
20506875	hsa-miR-302f
20506876	hsa-miR-1277-5p
20506877	hsa-miR-1277-3p
20506878	hsa-miR-548p
20506879	hsa-miR-548i
20506880	hsa-miR-1278
20506881	hsa-miR-1279
20506882	hsa-miR-1281
20506883	hsa-miR-1282
20506884	hsa-miR-1284
20506885	hsa-miR-1288-5p
20506886	hsa-miR-1288-3p
20506887	hsa-miR-1292-5p
20506888	hsa-miR-1292-3p
20506889	hsa-miR-1252-5p
20506890	hsa-miR-1252-3p
20506891	hsa-miR-1255b-5p
20506892	hsa-miR-1255b-2-3p
20506896	hsa-miR-664a-5p
20506897	hsa-miR-664a-3p
20506898	hsa-miR-1306-5p
20506899	hsa-miR-1306-3p
20506900	hsa-miR-1307-5p
20506901	hsa-miR-1307-3p
20507089	hsa-miR-513b-5p
20507090	hsa-miR-513b-3p
20507091	hsa-miR-513c-5p
20507092	hsa-miR-513c-3p
20507093	hsa-miR-1321
20507094	hsa-miR-1322
20507095	hsa-miR-1197
20507096	hsa-miR-1324
20507742	hsa-miR-1469
20507743	hsa-miR-1470
20507744	hsa-miR-1471
20507942	hsa-miR-1537-5p
20507943	hsa-miR-1537-3p
20507944	hsa-miR-1538
20507945	hsa-miR-1539
20507946	hsa-miR-103b
20509070	hsa-miR-320d
20509071	hsa-miR-1825
20509072	hsa-miR-1827
20509224	hsa-miR-1908-5p
20509225	hsa-miR-1908-3p
20509226	hsa-miR-1909-5p
20509227	hsa-miR-1909-3p
20509228	hsa-miR-1910-5p
20509229	hsa-miR-1910-3p
20509230	hsa-miR-1911-5p
20509231	hsa-miR-1911-3p
20509232	hsa-miR-1912
20509233	hsa-miR-1913
20509234	hsa-miR-1914-5p
20509235	hsa-miR-1914-3p
20509236	hsa-miR-1915-5p
20509237	hsa-miR-1915-3p
20510799	hsa-miR-1972
20510800	hsa-miR-1973
20510801	hsa-miR-1976
20511366	hsa-miR-2052
20511367	hsa-miR-2053
20511368	hsa-miR-2054
20511549	hsa-miR-2110
20511556	hsa-miR-2114-5p
20511557	hsa-miR-2114-3p
20511558	hsa-miR-2115-5p
20511559	hsa-miR-2115-3p
20511560	hsa-miR-2116-5p
20511561	hsa-miR-2116-3p
20511562	hsa-miR-2117
20511563	hsa-miR-548q
20512259	hsa-miR-2276-5p
20512260	hsa-miR-2276-3p
20512261	hsa-miR-2277-5p
20512262	hsa-miR-2277-3p
20512263	hsa-miR-2278
20513191	hsa-miR-2681-5p
20513192	hsa-miR-2681-3p
20513193	hsa-miR-2682-5p
20513194	hsa-miR-2682-3p
20513596	hsa-miR-711
20513597	hsa-miR-718
20514163	hsa-miR-2861
20514226	hsa-miR-2909
20515508	hsa-miR-3115
20515509	hsa-miR-3116
20515510	hsa-miR-3117-5p
20515511	hsa-miR-3117-3p
20515512	hsa-miR-3118
20515513	hsa-miR-3119
20515514	hsa-miR-3120-5p
20515515	hsa-miR-3120-3p
20515516	hsa-miR-3121-5p
20515517	hsa-miR-3121-3p
20515518	hsa-miR-3122
20515519	hsa-miR-3123
20515520	hsa-miR-3124-5p
20515521	hsa-miR-3124-3p
20515522	hsa-miR-548s
20515523	hsa-miR-3125
20515524	hsa-miR-3126-5p
20515525	hsa-miR-3126-3p
20515526	hsa-miR-3127-5p
20515527	hsa-miR-3127-3p
20515528	hsa-miR-3128
20515529	hsa-miR-3129-5p
20515530	hsa-miR-3129-3p
20515531	hsa-miR-3130-5p
20515532	hsa-miR-3130-3p
20515533	hsa-miR-3131
20515534	hsa-miR-3132
20515535	hsa-miR-3133
20515536	hsa-miR-378b
20515537	hsa-miR-3134
20515538	hsa-miR-3135a
20515539	hsa-miR-466
20515540	hsa-miR-3136-5p
20515541	hsa-miR-3136-3p
20515542	hsa-miR-544b
20515543	hsa-miR-3137
20515544	hsa-miR-3138
20515545	hsa-miR-3139
20515546	hsa-miR-3140-5p
20515547	hsa-miR-3140-3p
20515548	hsa-miR-548t-5p
20515549	hsa-miR-548t-3p
20515550	hsa-miR-3141
20515551	hsa-miR-3142
20515552	hsa-miR-3143
20515553	hsa-miR-548u
20515554	hsa-miR-3144-5p
20515555	hsa-miR-3144-3p
20515556	hsa-miR-3145-5p
20515557	hsa-miR-3145-3p
20515558	hsa-miR-1273c
20515559	hsa-miR-3146
20515560	hsa-miR-3147
20515561	hsa-miR-548v
20515562	hsa-miR-3148
20515563	hsa-miR-3149
20515564	hsa-miR-3150a-5p
20515565	hsa-miR-3150a-3p
20515566	hsa-miR-3151-5p
20515567	hsa-miR-3151-3p
20515568	hsa-miR-3152-5p
20515569	hsa-miR-3152-3p
20515570	hsa-miR-3153
20515571	hsa-miR-3074-5p
20515572	hsa-miR-3074-3p
20515573	hsa-miR-3154
20515574	hsa-miR-3155a
20515575	hsa-miR-3156-5p
20515576	hsa-miR-3156-3p
20515577	hsa-miR-3157-5p
20515578	hsa-miR-3157-3p
20515579	hsa-miR-3158-5p
20515580	hsa-miR-3158-3p
20515581	hsa-miR-3159
20515582	hsa-miR-3160-5p
20515583	hsa-miR-3160-3p
20515584	hsa-miR-3161
20515585	hsa-miR-3162-5p
20515586	hsa-miR-3162-3p
20515587	hsa-miR-3163
20515588	hsa-miR-3164
20515589	hsa-miR-3165
20515590	hsa-miR-3166
20515591	hsa-miR-1260b
20515592	hsa-miR-3167
20515593	hsa-miR-3168
20515594	hsa-miR-3169
20515595	hsa-miR-3170
20515596	hsa-miR-3171
20515597	hsa-miR-3173-5p
20515598	hsa-miR-3173-3p
20515599	hsa-miR-1193
20515600	hsa-miR-323b-5p
20515601	hsa-miR-323b-3p
20515602	hsa-miR-3174
20515603	hsa-miR-3175
20515604	hsa-miR-3176
20515605	hsa-miR-3177-5p
20515606	hsa-miR-3177-3p
20515607	hsa-miR-3178
20515608	hsa-miR-3179
20515609	hsa-miR-3180-5p
20515610	hsa-miR-3180-3p
20515611	hsa-miR-548w
20515612	hsa-miR-3181
20515613	hsa-miR-3182
20515614	hsa-miR-3183
20515615	hsa-miR-3184-5p
20515616	hsa-miR-3184-3p
20515617	hsa-miR-3185
20515618	hsa-miR-3065-5p
20515619	hsa-miR-3065-3p
20515620	hsa-miR-3186-5p
20515621	hsa-miR-3186-3p
20515622	hsa-miR-3187-5p
20515623	hsa-miR-3187-3p
20515624	hsa-miR-3188
20515625	hsa-miR-3189-5p
20515626	hsa-miR-3189-3p
20515627	hsa-miR-320e
20515628	hsa-miR-3190-5p
20515629	hsa-miR-3190-3p
20515630	hsa-miR-3191-5p
20515631	hsa-miR-3191-3p
20515632	hsa-miR-3192-5p
20515633	hsa-miR-3192-3p
20515634	hsa-miR-3193
20515635	hsa-miR-3194-5p
20515636	hsa-miR-3194-3p
20515637	hsa-miR-3195
20515638	hsa-miR-3196
20515639	hsa-miR-548x-5p
20515640	hsa-miR-548x-3p
20515641	hsa-miR-3197
20515642	hsa-miR-3198
20515643	hsa-miR-3199
20515644	hsa-miR-3200-5p
20515645	hsa-miR-3200-3p
20515646	hsa-miR-3201
20515647	hsa-miR-514b-5p
20515648	hsa-miR-514b-3p
20515649	hsa-miR-3202
20515650	hsa-miR-1273d
20517672	hsa-miR-4295
20517673	hsa-miR-4296
20517674	hsa-miR-4297
20517675	hsa-miR-378c
20517676	hsa-miR-4293
20517677	hsa-miR-4294
20517678	hsa-miR-4301
20517679	hsa-miR-4299
20517680	hsa-miR-4298
20517681	hsa-miR-4300
20517682	hsa-miR-4304
20517683	hsa-miR-4302
20517684	hsa-miR-4303
20517685	hsa-miR-4305
20517686	hsa-miR-4306
20517687	hsa-miR-4309
20517688	hsa-miR-4307
20517689	hsa-miR-4308
20517690	hsa-miR-4310
20517691	hsa-miR-4311
20517692	hsa-miR-4312
20517693	hsa-miR-4313
20517694	hsa-miR-4315
20517695	hsa-miR-4316
20517696	hsa-miR-4314
20517697	hsa-miR-4318
20517698	hsa-miR-4319
20517699	hsa-miR-4320
20517700	hsa-miR-4317
20517701	hsa-miR-4322
20517702	hsa-miR-4321
20517703	hsa-miR-4323
20517704	hsa-miR-4324
20517705	hsa-miR-4256
20517706	hsa-miR-4257
20517707	hsa-miR-4258
20517708	hsa-miR-4259
20517709	hsa-miR-4260
20517710	hsa-miR-4253
20517711	hsa-miR-4251
20517712	hsa-miR-4254
20517713	hsa-miR-4255
20517714	hsa-miR-4252
20517715	hsa-miR-4325
20517716	hsa-miR-4326
20517717	hsa-miR-4327
20517718	hsa-miR-4261
20517719	hsa-miR-4265
20517720	hsa-miR-4266
20517721	hsa-miR-4267
20517722	hsa-miR-4262
20517723	hsa-miR-2355-5p
20517724	hsa-miR-2355-3p
20517725	hsa-miR-4268
20517726	hsa-miR-4269
20517727	hsa-miR-4263
20517728	hsa-miR-4264
20517729	hsa-miR-4270
20517730	hsa-miR-4271
20517731	hsa-miR-4272
20517732	hsa-miR-4273
20517733	hsa-miR-4276
20517734	hsa-miR-4275
20517735	hsa-miR-4274
20517736	hsa-miR-4281
20517737	hsa-miR-4277
20517738	hsa-miR-4279
20517739	hsa-miR-4278
20517740	hsa-miR-4280
20517741	hsa-miR-4282
20517742	hsa-miR-4285
20517743	hsa-miR-4283
20517744	hsa-miR-4284
20517745	hsa-miR-4286
20517746	hsa-miR-4287
20517747	hsa-miR-4288
20517748	hsa-miR-4292
20517749	hsa-miR-4289
20517750	hsa-miR-4290
20517751	hsa-miR-4291
20517752	hsa-miR-4329
20517753	hsa-miR-4330
20517754	hsa-miR-500b-5p
20517755	hsa-miR-500b-3p
20517756	hsa-miR-4328
20517810	hsa-miR-3605-5p
20517811	hsa-miR-3605-3p
20517812	hsa-miR-3606-5p
20517813	hsa-miR-3606-3p
20517814	hsa-miR-3607-5p
20517815	hsa-miR-3607-3p
20517816	hsa-miR-3609
20517817	hsa-miR-3610
20517818	hsa-miR-3611
20517819	hsa-miR-3612
20517820	hsa-miR-3613-5p
20517821	hsa-miR-3613-3p
20517822	hsa-miR-3614-5p
20517823	hsa-miR-3614-3p
20517824	hsa-miR-3615
20517825	hsa-miR-3616-5p
20517826	hsa-miR-3616-3p
20517827	hsa-miR-3617-5p
20517828	hsa-miR-3617-3p
20517829	hsa-miR-3618
20517830	hsa-miR-3619-5p
20517831	hsa-miR-3619-3p
20517832	hsa-miR-23c
20517833	hsa-miR-3620-5p
20517834	hsa-miR-3620-3p
20517835	hsa-miR-3621
20517836	hsa-miR-3622a-5p
20517837	hsa-miR-3622a-3p
20517838	hsa-miR-3622b-5p
20517839	hsa-miR-3622b-3p
20517898	hsa-miR-3646
20517899	hsa-miR-3648
20517900	hsa-miR-3649
20517901	hsa-miR-3650
20517902	hsa-miR-3651
20517903	hsa-miR-3652
20517904	hsa-miR-3653
20517905	hsa-miR-3654
20517906	hsa-miR-3655
20517907	hsa-miR-3656
20517908	hsa-miR-3657
20517909	hsa-miR-3658
20517910	hsa-miR-1273e
20517911	hsa-miR-3659
20517912	hsa-miR-3660
20517913	hsa-miR-3661
20517914	hsa-miR-3662
20517915	hsa-miR-3663-5p
20517916	hsa-miR-3663-3p
20517917	hsa-miR-3664-5p
20517918	hsa-miR-3664-3p
20517919	hsa-miR-3665
20517920	hsa-miR-3666
20517921	hsa-miR-3667-5p
20517922	hsa-miR-3667-3p
20517923	hsa-miR-3668
20517924	hsa-miR-3669
20517925	hsa-miR-3670
20517926	hsa-miR-3671
20517927	hsa-miR-3672
20517928	hsa-miR-3673
20517929	hsa-miR-3674
20517930	hsa-miR-3675-5p
20517931	hsa-miR-3675-3p
20517932	hsa-miR-3677-5p
20517933	hsa-miR-3677-3p
20517934	hsa-miR-3678-5p
20517935	hsa-miR-3678-3p
20517936	hsa-miR-3679-5p
20517937	hsa-miR-3679-3p
20517938	hsa-miR-3680-5p
20517939	hsa-miR-3680-3p
20517940	hsa-miR-3681-5p
20517941	hsa-miR-3681-3p
20517942	hsa-miR-3682-5p
20517943	hsa-miR-3682-3p
20517944	hsa-miR-3683
20517945	hsa-miR-3684
20517946	hsa-miR-3685
20517947	hsa-miR-3686
20517948	hsa-miR-3687
20517949	hsa-miR-3688-5p
20517950	hsa-miR-3688-3p
20517951	hsa-miR-3689a-5p
20517952	hsa-miR-3689a-3p
20517953	hsa-miR-3690
20517954	hsa-miR-3691-5p
20517955	hsa-miR-3691-3p
20517956	hsa-miR-3692-5p
20517957	hsa-miR-3692-3p
20517999	hsa-miR-3713
20518000	hsa-miR-3714
20518425	hsa-miR-3180
20518426	hsa-miR-3907
20518427	hsa-miR-3689b-5p
20518428	hsa-miR-3689b-3p
20518429	hsa-miR-3908
20518430	hsa-miR-3909
20518431	hsa-miR-3910
20518432	hsa-miR-3911
20518433	hsa-miR-3912-5p
20518434	hsa-miR-3912-3p
20518435	hsa-miR-3913-5p
20518436	hsa-miR-3913-3p
20518437	hsa-miR-3914
20518438	hsa-miR-3915
20518439	hsa-miR-3916
20518440	hsa-miR-3917
20518441	hsa-miR-3918
20518442	hsa-miR-3919
20518443	hsa-miR-3150b-5p
20518444	hsa-miR-3150b-3p
20518445	hsa-miR-3920
20518446	hsa-miR-3921
20518447	hsa-miR-3922-5p
20518448	hsa-miR-3922-3p
20518449	hsa-miR-3923
20518450	hsa-miR-3924
20518451	hsa-miR-3925-5p
20518452	hsa-miR-3925-3p
20518453	hsa-miR-3926
20518454	hsa-miR-3927-5p
20518455	hsa-miR-3927-3p
20518456	hsa-miR-676-5p
20518457	hsa-miR-676-3p
20518458	hsa-miR-3928-5p
20518459	hsa-miR-3928-3p
20518460	hsa-miR-3929
20518621	hsa-miR-3934-5p
20518622	hsa-miR-3934-3p
20518623	hsa-miR-3935
20518624	hsa-miR-3936
20518625	hsa-miR-3937
20518626	hsa-miR-3938
20518627	hsa-miR-548y
20518628	hsa-miR-3939
20518629	hsa-miR-3940-5p
20518630	hsa-miR-3940-3p
20518631	hsa-miR-3941
20518632	hsa-miR-3942-5p
20518633	hsa-miR-3942-3p
20518634	hsa-miR-3943
20518635	hsa-miR-3944-5p
20518636	hsa-miR-3944-3p
20518637	hsa-miR-3945
20518718	hsa-miR-374c-5p
20518719	hsa-miR-374c-3p
20518720	hsa-miR-642b-5p
20518721	hsa-miR-642b-3p
20518722	hsa-miR-550b-2-5p
20518723	hsa-miR-550b-3p
20518724	hsa-miR-548z
20518725	hsa-miR-548aa
20518781	hsa-miR-548o-5p
20518782	hsa-miR-1268b
20518783	hsa-miR-378e
20518784	hsa-miR-548ab
20518785	hsa-miR-4417
20518786	hsa-miR-4418
20518787	hsa-miR-4419a
20518788	hsa-miR-378f
20518789	hsa-miR-4420
20518790	hsa-miR-4421
20518791	hsa-miR-4422
20518792	hsa-miR-4423-5p
20518793	hsa-miR-4423-3p
20518794	hsa-miR-378g
20518795	hsa-miR-548ac
20518796	hsa-miR-4424
20518797	hsa-miR-4425
20518798	hsa-miR-4426
20518799	hsa-miR-4427
20518800	hsa-miR-4428
20518801	hsa-miR-4429
20518802	hsa-miR-4430
20518803	hsa-miR-548ad
20518804	hsa-miR-4431
20518805	hsa-miR-4432
20518806	hsa-miR-4433-5p
20518807	hsa-miR-4433-3p
20518808	hsa-miR-4434
20518809	hsa-miR-4435
20518810	hsa-miR-4436a
20518811	hsa-miR-4437
20518812	hsa-miR-548ae
20518813	hsa-miR-4438
20518814	hsa-miR-4439
20518815	hsa-miR-4440
20518816	hsa-miR-4441
20518817	hsa-miR-4442
20518818	hsa-miR-4443
20518819	hsa-miR-4444
20518820	hsa-miR-4445-5p
20518821	hsa-miR-4445-3p
20518822	hsa-miR-4446-5p
20518823	hsa-miR-4446-3p
20518824	hsa-miR-4447
20518825	hsa-miR-4448
20518826	hsa-miR-4449
20518827	hsa-miR-548ag
20518828	hsa-miR-4450
20518829	hsa-miR-548ah-5p
20518830	hsa-miR-548ah-3p
20518831	hsa-miR-4451
20518832	hsa-miR-4452
20518833	hsa-miR-4453
20518834	hsa-miR-4454
20518835	hsa-miR-4455
20518836	hsa-miR-4456
20518837	hsa-miR-4457
20518838	hsa-miR-4458
20518839	hsa-miR-4459
20518840	hsa-miR-4460
20518841	hsa-miR-4461
20518842	hsa-miR-378h
20518843	hsa-miR-3135b
20518844	hsa-miR-4462
20518845	hsa-miR-4463
20518846	hsa-miR-4464
20518847	hsa-miR-548ai
20518848	hsa-miR-548aj-3p
20518849	hsa-miR-548aj-5p
20518850	hsa-miR-4465
20518851	hsa-miR-4466
20518852	hsa-miR-4467
20518853	hsa-miR-4468
20518854	hsa-miR-4469
20518855	hsa-miR-4470
20518856	hsa-miR-4471
20518857	hsa-miR-4472
20518858	hsa-miR-4473
20518859	hsa-miR-4474-5p
20518860	hsa-miR-4474-3p
20518861	hsa-miR-4475
20518862	hsa-miR-4476
20518863	hsa-miR-4477a
20518864	hsa-miR-4477b
20518865	hsa-miR-4478
20518866	hsa-miR-3689c
20518867	hsa-miR-3689d
20518868	hsa-miR-3689e
20518869	hsa-miR-3689f
20518870	hsa-miR-4479
20518871	hsa-miR-3155b
20518872	hsa-miR-548ak
20518873	hsa-miR-4480
20518874	hsa-miR-4481
20518875	hsa-miR-4482-5p
20518876	hsa-miR-4482-3p
20518877	hsa-miR-4483
20518878	hsa-miR-4484
20518879	hsa-miR-4485
20518880	hsa-miR-4486
20518881	hsa-miR-4487
20518882	hsa-miR-4488
20518883	hsa-miR-4489
20518884	hsa-miR-548al
20518885	hsa-miR-4490
20518886	hsa-miR-4491
20518887	hsa-miR-4492
20518888	hsa-miR-4493
20518889	hsa-miR-4494
20518890	hsa-miR-4495
20518891	hsa-miR-4496
20518892	hsa-miR-4497
20518893	hsa-miR-4498
20518894	hsa-miR-4419b
20518895	hsa-miR-4499
20518896	hsa-miR-4500
20518897	hsa-miR-4501
20518898	hsa-miR-4502
20518899	hsa-miR-4503
20518900	hsa-miR-4504
20518901	hsa-miR-4505
20518902	hsa-miR-4506
20518903	hsa-miR-2392
20518904	hsa-miR-4507
20518905	hsa-miR-4508
20518906	hsa-miR-4509
20518907	hsa-miR-4510
20518908	hsa-miR-4511
20518909	hsa-miR-4512
20518910	hsa-miR-4513
20518911	hsa-miR-4514
20518912	hsa-miR-4515
20518913	hsa-miR-4516
20518914	hsa-miR-4517
20518915	hsa-miR-4518
20518916	hsa-miR-4519
20518917	hsa-miR-4520a-5p
20518918	hsa-miR-4520a-3p
20518919	hsa-miR-4521
20518920	hsa-miR-1269b
20518921	hsa-miR-4522
20518922	hsa-miR-4523
20518923	hsa-miR-4524a-5p
20518924	hsa-miR-4524a-3p
20518925	hsa-miR-4525
20518926	hsa-miR-4526
20518927	hsa-miR-4527
20518928	hsa-miR-4528
20518929	hsa-miR-4529-5p
20518930	hsa-miR-4529-3p
20518931	hsa-miR-4530
20518932	hsa-miR-4531
20518933	hsa-miR-4532
20518934	hsa-miR-4533
20518935	hsa-miR-4534
20518936	hsa-miR-378i
20518937	hsa-miR-4535
20518938	hsa-miR-548am-5p
20518939	hsa-miR-548am-3p
20518940	hsa-miR-1587
20518941	hsa-miR-4536-5p
20518942	hsa-miR-4536-3p
20518943	hsa-miR-548an
20518944	hsa-miR-4537
20518945	hsa-miR-4538
20518946	hsa-miR-4539
20518947	hsa-miR-4540
20519048	hsa-miR-3960
20519074	hsa-miR-3972
20519075	hsa-miR-3973
20519076	hsa-miR-3974
20519077	hsa-miR-3975
20519078	hsa-miR-3976
20519079	hsa-miR-3977
20519080	hsa-miR-3978
20519405	hsa-miR-4632-5p
20519406	hsa-miR-4632-3p
20519407	hsa-miR-4633-5p
20519408	hsa-miR-4633-3p
20519409	hsa-miR-4634
20519410	hsa-miR-4635
20519411	hsa-miR-4636
20519412	hsa-miR-4637
20519413	hsa-miR-4638-5p
20519414	hsa-miR-4638-3p
20519415	hsa-miR-4639-5p
20519416	hsa-miR-4639-3p
20519417	hsa-miR-4640-5p
20519418	hsa-miR-4640-3p
20519419	hsa-miR-4641
20519420	hsa-miR-4642
20519421	hsa-miR-4643
20519422	hsa-miR-4644
20519423	hsa-miR-4645-5p
20519424	hsa-miR-4645-3p
20519425	hsa-miR-4646-5p
20519426	hsa-miR-4646-3p
20519427	hsa-miR-4647
20519428	hsa-miR-4648
20519429	hsa-miR-4649-5p
20519430	hsa-miR-4649-3p
20519431	hsa-miR-4650-5p
20519432	hsa-miR-4650-3p
20519433	hsa-miR-4651
20519434	hsa-miR-4652-5p
20519435	hsa-miR-4652-3p
20519436	hsa-miR-4653-5p
20519437	hsa-miR-4653-3p
20519438	hsa-miR-4654
20519439	hsa-miR-4655-5p
20519440	hsa-miR-4655-3p
20519441	hsa-miR-4656
20519442	hsa-miR-4657
20519443	hsa-miR-4658
20519444	hsa-miR-4659a-5p
20519445	hsa-miR-4659a-3p
20519446	hsa-miR-4660
20519447	hsa-miR-4661-5p
20519448	hsa-miR-4661-3p
20519449	hsa-miR-4662a-5p
20519450	hsa-miR-4662a-3p
20519451	hsa-miR-4659b-5p
20519452	hsa-miR-4659b-3p
20519453	hsa-miR-4663
20519454	hsa-miR-4662b
20519455	hsa-miR-4664-5p
20519456	hsa-miR-4664-3p
20519457	hsa-miR-4665-5p
20519458	hsa-miR-4665-3p
20519459	hsa-miR-4666a-5p
20519460	hsa-miR-4666a-3p
20519461	hsa-miR-4667-5p
20519462	hsa-miR-4667-3p
20519463	hsa-miR-4668-5p
20519464	hsa-miR-4668-3p
20519465	hsa-miR-219b-5p
20519466	hsa-miR-219b-3p
20519467	hsa-miR-4669
20519468	hsa-miR-4670-5p
20519469	hsa-miR-4670-3p
20519470	hsa-miR-4671-5p
20519471	hsa-miR-4671-3p
20519472	hsa-miR-4672
20519473	hsa-miR-4673
20519474	hsa-miR-4674
20519475	hsa-miR-4675
20519476	hsa-miR-4676-5p
20519477	hsa-miR-4676-3p
20519478	hsa-miR-4677-5p
20519479	hsa-miR-4677-3p
20519480	hsa-miR-4678
20519481	hsa-miR-4679
20519482	hsa-miR-4680-5p
20519483	hsa-miR-4680-3p
20519484	hsa-miR-4681
20519485	hsa-miR-4682
20519486	hsa-miR-4683
20519487	hsa-miR-4684-5p
20519488	hsa-miR-4684-3p
20519489	hsa-miR-4685-5p
20519490	hsa-miR-4685-3p
20519491	hsa-miR-4686
20519492	hsa-miR-4687-5p
20519493	hsa-miR-4687-3p
20519494	hsa-miR-1343-5p
20519495	hsa-miR-1343-3p
20519496	hsa-miR-4688
20519497	hsa-miR-4689
20519498	hsa-miR-4690-5p
20519499	hsa-miR-4690-3p
20519500	hsa-miR-4691-5p
20519501	hsa-miR-4691-3p
20519502	hsa-miR-4692
20519503	hsa-miR-4693-5p
20519504	hsa-miR-4693-3p
20519505	hsa-miR-4694-5p
20519506	hsa-miR-4694-3p
20519507	hsa-miR-4695-5p
20519508	hsa-miR-4695-3p
20519509	hsa-miR-4696
20519510	hsa-miR-4697-5p
20519511	hsa-miR-4697-3p
20519512	hsa-miR-4698
20519513	hsa-miR-4699-5p
20519514	hsa-miR-4699-3p
20519515	hsa-miR-4700-5p
20519516	hsa-miR-4700-3p
20519517	hsa-miR-4701-5p
20519518	hsa-miR-4701-3p
20519519	hsa-miR-4703-5p
20519520	hsa-miR-4703-3p
20519521	hsa-miR-4704-5p
20519522	hsa-miR-4704-3p
20519523	hsa-miR-4705
20519524	hsa-miR-4706
20519525	hsa-miR-4707-5p
20519526	hsa-miR-4707-3p
20519527	hsa-miR-4708-5p
20519528	hsa-miR-4708-3p
20519529	hsa-miR-4709-5p
20519530	hsa-miR-4709-3p
20519531	hsa-miR-203b-5p
20519532	hsa-miR-203b-3p
20519533	hsa-miR-4710
20519534	hsa-miR-4711-5p
20519535	hsa-miR-4711-3p
20519536	hsa-miR-4712-5p
20519537	hsa-miR-4712-3p
20519538	hsa-miR-4713-5p
20519539	hsa-miR-4713-3p
20519540	hsa-miR-4714-5p
20519541	hsa-miR-4714-3p
20519542	hsa-miR-4715-5p
20519543	hsa-miR-4715-3p
20519544	hsa-miR-4716-5p
20519545	hsa-miR-4716-3p
20519546	hsa-miR-3529-5p
20519547	hsa-miR-3529-3p
20519548	hsa-miR-4717-5p
20519549	hsa-miR-4717-3p
20519550	hsa-miR-4718
20519551	hsa-miR-4719
20519552	hsa-miR-4720-5p
20519553	hsa-miR-4720-3p
20519554	hsa-miR-4721
20519555	hsa-miR-4722-5p
20519556	hsa-miR-4722-3p
20519557	hsa-miR-4520b-5p
20519558	hsa-miR-4520b-3p
20519559	hsa-miR-4723-5p
20519560	hsa-miR-4723-3p
20519561	hsa-miR-451b
20519562	hsa-miR-4724-5p
20519563	hsa-miR-4724-3p
20519564	hsa-miR-4725-5p
20519565	hsa-miR-4725-3p
20519566	hsa-miR-4726-5p
20519567	hsa-miR-4726-3p
20519568	hsa-miR-4727-5p
20519569	hsa-miR-4727-3p
20519570	hsa-miR-4728-5p
20519571	hsa-miR-4728-3p
20519572	hsa-miR-4729
20519573	hsa-miR-4730
20519574	hsa-miR-4731-5p
20519575	hsa-miR-4731-3p
20519576	hsa-miR-4732-5p
20519577	hsa-miR-4732-3p
20519578	hsa-miR-4733-5p
20519579	hsa-miR-4733-3p
20519580	hsa-miR-4734
20519581	hsa-miR-4735-5p
20519582	hsa-miR-4735-3p
20519583	hsa-miR-4736
20519584	hsa-miR-4737
20519585	hsa-miR-3064-5p
20519586	hsa-miR-3064-3p
20519587	hsa-miR-4738-5p
20519588	hsa-miR-4738-3p
20519589	hsa-miR-4739
20519590	hsa-miR-4740-5p
20519591	hsa-miR-4740-3p
20519592	hsa-miR-4741
20519593	hsa-miR-4742-5p
20519594	hsa-miR-4742-3p
20519595	hsa-miR-4743-5p
20519596	hsa-miR-4743-3p
20519597	hsa-miR-4744
20519598	hsa-miR-3591-5p
20519599	hsa-miR-3591-3p
20519600	hsa-miR-4745-5p
20519601	hsa-miR-4745-3p
20519602	hsa-miR-4746-5p
20519603	hsa-miR-4746-3p
20519604	hsa-miR-4747-5p
20519605	hsa-miR-4747-3p
20519606	hsa-miR-4748
