ProbeID	miRNA_name
20532708	---
20532709	---
20532710	---
20532711	---
20532712	---
20532713	---
20532714	---
20532715	---
20532716	---
20532717	---
20532718	---
20532719	---
20532720	---
20532721	---
20532722	---
20532723	---
20532724	---
20532725	---
20532726	---
20532727	---
20532728	---
20532729	---
20532730	---
20532731	---
20532732	---
20532733	---
20532734	---
20532735	---
20532736	---
20532737	---
20532738	---
20532739	---
20532740	---
20532741	---
20532742	---
20532743	---
20532744	---
20532745	---
20532746	---
20532747	---
20532748	---
20532749	---
20532750	---
20532751	---
20532752	---
20532753	---
20532754	---
20532755	---
20532756	---
20532757	---
20532758	---
20532759	---
20532760	---
20532761	---
20532762	---
20532763	---
20532764	---
20532765	---
20532766	---
20532767	---
20532768	---
20532769	---
20532770	---
20532771	---
20532772	---
20532773	---
20532774	---
20532775	---
20532776	---
20532777	---
20532778	---
20532779	---
20532780	---
20532781	---
20532782	---
20532783	---
20532784	---
20532785	---
20532786	---
20532787	---
20532788	---
20532789	---
20532790	---
20532791	---
20532792	---
20532793	---
20532794	---
20532795	---
20532796	---
20532797	---
20532798	---
20532799	---
20532800	---
20532801	---
20532802	---
20532803	---
20532804	---
20532805	---
20532806	---
20532807	---
20532808	---
20532809	---
20532810	---
20532811	---
20532812	---
20532813	---
20532814	---
20532815	---
20532816	---
20532817	---
20532818	---
20532819	---
20532820	---
20532821	---
20532822	---
20532823	---
20532824	---
20532825	---
20532826	---
20532827	---
20532828	---
20532829	---
20532830	---
20532831	---
20532832	---
20532833	---
20532834	---
20532835	---
20532836	---
20532837	---
20532838	---
20532839	---
20532840	---
20532841	---
20532842	---
20532843	---
20532844	---
20532845	---
20532846	---
20532847	---
20532848	---
20532849	---
20532850	---
20532851	---
20532852	---
20532853	---
20532854	---
20532855	---
20532856	---
20532857	---
20532858	---
20532859	---
20532860	---
20532861	---
20532862	---
20532863	---
20532864	---
20532865	---
20532866	---
20532867	---
20532868	---
20532869	---
20532870	---
20532871	---
20532872	---
20532873	---
20532874	---
20532875	---
20532876	---
20532877	---
20532878	---
20532879	---
20532880	---
20532881	---
20532882	---
20532883	---
20532884	---
20532885	---
20532886	---
20532887	---
20532888	---
20532889	---
20532890	---
20532891	---
20532892	---
20532893	---
20532894	---
20532895	---
20532896	---
20532897	---
20532898	---
20532899	---
20532900	---
20532901	---
20532902	---
20532903	---
20532904	---
20532905	---
20532906	---
20532907	---
20532908	---
20532909	---
20532910	---
20532911	---
20532912	---
20532913	---
20532914	---
20532915	---
20532916	---
20532917	---
20532918	---
20532919	---
20532920	---
20532921	---
20532922	---
20532923	---
20532924	---
20532925	---
20532926	---
20532927	---
20532928	---
20532929	---
20532930	---
20532931	---
20532932	---
20532933	---
20532934	---
20532935	---
20532936	---
20532937	---
20532938	---
20532939	---
20532940	---
20532941	---
20532942	---
20532943	---
20532944	---
20532945	---
20532946	---
20532947	---
20532948	---
20532949	---
20532950	---
20532951	---
20532952	---
20532953	---
20532954	---
20532955	---
20532956	---
20532957	---
20532958	---
20532959	---
20532960	---
20532961	---
20532962	---
20532963	---
20532964	---
20532965	---
20532966	---
20532967	---
20532968	---
20532969	---
20532970	---
20532971	---
20532972	---
20532973	---
20532974	---
20532975	---
20532976	---
20532977	---
20532978	---
20532979	---
20532980	---
20532981	---
20532982	---
20532983	---
20532984	---
20532985	---
20532986	---
20532987	---
20532988	---
20532989	---
20532990	---
20532991	---
20532992	---
20532993	---
20532994	---
20532995	---
20532996	---
20532997	---
20532998	---
20532999	---
20533000	---
20533001	---
20533002	---
20533003	---
20533004	---
20533005	---
20533006	---
20533007	---
20533008	---
20533009	---
20533010	---
20533011	---
20533012	---
20533013	---
20533014	---
20533015	---
20533016	---
20533017	---
20533018	---
20533019	---
20533020	---
20533021	---
20533022	---
20533023	---
20533024	---
20533025	---
20533026	---
20533027	---
20533028	---
20533029	---
20533030	---
20533031	---
20533032	---
20533033	---
20533034	---
20533035	---
20533036	---
20533037	---
20533038	---
20533039	---
20533040	---
20533041	---
20533042	---
20533043	---
20533044	---
20533045	---
20533046	---
20533047	---
20533048	---
20533049	---
20533050	---
20533051	---
20533052	---
20533053	---
20533054	---
20533055	---
20533056	---
20533057	---
20533058	---
20533059	---
20533060	---
20533061	---
20533062	---
20533063	---
20533064	---
20533065	---
20533066	---
20533067	---
20533068	---
20533069	---
20533070	---
20533071	---
20533072	---
20533073	---
20533074	---
20533075	---
20533076	---
20533077	---
20533078	---
20533079	---
20533080	---
20533081	---
20533082	---
20533083	---
20533084	---
20533085	---
20533086	---
20533087	---
20533088	---
20533089	---
20533090	---
20533091	---
20533092	---
20533093	---
20533094	---
20533095	---
20533096	---
20533097	---
20533098	---
20533099	---
20533100	---
20533101	---
20533102	---
20533103	---
20533104	---
20533105	---
20533106	---
20533107	---
20533108	---
20533109	---
20533110	---
20533111	---
20533112	---
20533113	---
20533114	---
20533115	---
20533116	---
20533117	---
20533118	---
20533119	---
20533120	---
20533121	---
20533122	---
20533123	---
20533124	---
20533125	---
20533126	---
20533127	---
20533128	---
20533129	---
20533130	---
20533131	---
20533132	---
20533133	---
20533134	---
20533135	---
20533136	---
20533137	---
20533138	---
20533139	---
20533140	---
20533141	---
20533142	---
20533143	---
20533144	---
20533145	---
20533146	---
20533147	---
20533148	---
20533149	---
20533150	---
20533151	---
20533152	---
20533153	---
20533154	---
20533155	---
20533156	---
20533157	---
20533158	---
20533159	---
20533160	---
20533161	---
20533162	---
20533163	---
20533164	---
20533165	---
20533166	---
20533167	---
20533168	---
20533169	---
20533170	---
20533171	---
20533172	---
20533173	---
20533174	---
20533175	---
20533176	---
20533177	---
20533178	---
20533179	---
20533180	---
20533181	---
20533182	---
20533183	---
20533184	---
20533185	---
20533186	---
20533187	---
20533188	---
20533189	---
20533190	---
20533191	---
20533192	---
20533193	---
20533194	---
20533195	---
20533196	---
20533197	---
20533198	---
20533199	---
20533200	---
20533201	---
20533202	---
20533203	---
20533204	---
20533205	---
20533206	---
20533207	---
20533208	---
20533209	---
20533210	---
20533211	---
20533212	---
20533213	---
20533214	---
20533215	---
20533216	---
20533217	---
20533218	---
20533219	---
20533220	---
20533221	---
20533222	---
20533223	---
20533224	---
20533225	---
20533226	---
20533227	---
20533228	---
20533229	---
20533230	---
20533231	---
20533232	---
20533233	---
20533234	---
20533235	---
20533236	---
20533237	---
20533238	---
20533239	---
20533240	---
20533241	---
20533242	---
20533243	---
20533244	---
20533245	---
20533246	---
20533247	---
20533248	---
20533249	---
20533250	---
20533251	---
20533252	---
20533253	---
20533254	---
20533255	---
20533256	---
20533257	---
20533258	---
20533259	---
20533260	---
20533261	---
20533262	---
20533263	---
20533264	---
20533265	---
20533266	---
20533267	---
20533268	---
20533269	---
20533270	---
20533271	---
20533272	---
20533273	---
20533274	---
20533275	---
20533276	---
20533277	---
20533278	---
20533279	---
20533280	---
20533281	---
20533282	---
20533283	---
20533284	---
20533285	---
20533286	---
20533287	---
20533288	---
20533289	---
20533290	---
20533291	---
20533292	---
20533293	---
20533294	---
20533295	---
20533296	---
20533297	---
20533298	---
20533299	---
20533300	---
20533301	---
20533302	---
20533303	---
20533304	---
20533305	---
20533306	---
20533307	---
20533308	---
20533309	---
20533310	---
20533311	---
20533312	---
20533313	---
20533314	---
20533315	---
20533316	---
20533317	---
20533318	---
20533319	---
20533320	---
20533321	---
20533322	---
20533323	---
20533324	---
20533325	---
20533326	---
20533327	---
20533328	---
20533329	---
20533330	---
20533331	---
20533332	---
20533333	---
20533334	---
20533335	---
20533336	---
20533337	---
20533338	---
20533339	---
20533340	---
20533341	---
20533342	---
20533343	---
20533344	---
20533345	---
20533346	---
20533347	---
20533348	---
20533349	---
20533350	---
20533351	---
20533352	---
20533353	---
20533354	---
20533355	---
20533356	---
20533357	---
20533358	---
20533359	---
20533360	---
20533361	---
20533362	---
20533363	---
20533364	---
20533365	---
20533366	---
20533367	---
20533368	---
20533369	---
20533370	---
20533371	---
20533372	---
20533373	---
20533374	---
20533375	---
20533376	---
20533377	---
20533378	---
20533379	---
20533380	---
20533381	---
20533382	---
20533383	---
20533384	---
20533385	---
20533386	---
20533387	---
20533388	---
20533389	---
20533390	---
20533391	---
20533392	---
20533393	---
20533394	---
20533395	---
20533396	---
20533397	---
20533398	---
20533399	---
20533400	---
20533401	---
20533402	---
20533403	---
20533404	---
20533405	---
20533406	---
20533407	---
20533408	---
20533409	---
20533410	---
20533411	---
20533412	---
20533413	---
20533414	---
20533415	---
20533416	---
20533417	---
20533418	---
20533419	---
20533420	---
20533421	---
20533422	---
20533423	---
20533424	---
20533425	---
20533426	---
20533427	---
20533428	---
20533429	---
20533430	---
20533431	---
20533432	---
20533433	---
20533434	---
20533435	---
20533436	---
20533437	---
20533438	---
20533439	---
20533440	---
20533441	---
20533442	---
20533443	---
20533444	---
20533445	---
20533446	---
20533447	---
20533448	---
20533449	---
20533450	---
20533451	---
20533452	---
20533453	---
20533454	---
20533455	---
20533456	---
20533457	---
20533458	---
20533459	---
20533460	---
20533461	---
20533462	---
20533463	---
20533464	---
20533465	---
20533466	---
20533467	---
20533468	---
20533469	---
20533470	---
20533471	---
20533472	---
20533473	---
20533474	---
20533475	---
20533476	---
20533477	---
20533478	---
20533479	---
20533480	---
20533481	---
20533482	---
20533483	---
20533484	---
20533485	---
20533486	---
20533487	---
20533488	---
20533489	---
20533490	---
20533491	---
20533492	---
20533493	---
20533494	---
20533495	---
20533496	---
20533497	---
20533498	---
20533499	---
20533500	---
20533501	---
20533502	---
20533503	---
20533504	---
20533505	---
20533506	---
20533507	---
20533508	---
20533509	---
20533510	---
20533511	---
20533512	---
20533513	---
20533514	---
20533515	---
20533516	---
20533517	---
20533518	---
20533519	---
20533520	---
20533521	---
20533522	---
20533523	---
20533524	---
20533525	---
20533526	---
20533527	---
20533528	---
20533529	---
20533530	---
20533531	---
20533532	---
20533533	---
20533534	---
20533535	---
20533536	---
20533537	---
20533538	---
20533539	---
20533540	---
20533541	---
20533542	---
20533543	---
20533544	---
20533545	---
20533546	---
20533547	---
20533548	---
20533549	---
20533550	---
20533551	---
20533552	---
20533553	---
20533554	---
20533555	---
20533556	---
20533557	---
20533558	---
20533559	---
20533560	---
20533561	---
20533562	---
20533563	---
20533564	---
20533565	---
20533566	---
20533567	---
20533568	---
20533569	---
20533570	---
20533571	---
20533572	---
20533573	---
20533574	---
20533575	---
20533576	---
20533577	---
20533578	---
20533579	---
20533580	---
20533581	---
20533582	---
20533583	---
20533584	---
20533585	---
20533586	---
20533587	---
20533588	---
20533589	---
20533590	---
20533591	---
20533592	---
20533593	---
20533594	---
20533595	---
20533596	---
20533597	---
20533598	---
20533599	---
20533600	---
20533601	---
20533602	---
20533603	---
20533604	---
20533605	---
20533606	---
20533607	---
20533608	---
20533609	---
20533610	---
20533611	---
20533612	---
20533613	---
20533614	---
20533615	---
20533616	---
20533617	---
20533618	---
20533619	---
20533620	---
20533621	---
20533622	---
20533623	---
20533624	---
20533625	---
20533626	---
20533627	---
20533628	---
20533629	---
20533630	---
20533631	---
20533632	---
20533633	---
20533634	---
20533635	---
20533636	---
20533637	---
20533638	---
20533639	---
20533640	---
20533641	---
20533642	---
20533643	---
20533644	---
20533645	---
20533646	---
20533647	---
20533648	---
20533649	---
20533650	---
20533651	---
20533652	---
20533653	---
20533654	---
20533655	---
20533656	---
20533657	---
20533658	---
20533659	---
20533660	---
20533661	---
20533662	---
20533663	---
20533664	---
20533665	---
20533666	---
20533667	---
20533668	---
20533669	---
20533670	---
20533671	---
20533672	---
20533673	---
20533674	---
20533675	---
20533676	---
20533677	---
20533678	---
20533679	---
20533680	---
20533681	---
20533682	---
20533683	---
20533684	---
20533685	---
20533686	---
20533687	---
20533688	---
20533689	---
20533690	---
20533691	---
20533692	---
20533693	---
20533694	---
20533695	---
20533696	---
20533697	---
20533698	---
20533699	---
20533700	---
20533701	---
20533702	---
20533703	---
20533704	---
20533705	---
20533706	---
20533707	---
20533708	---
20533709	---
20533710	---
20533711	---
20533712	---
20533713	---
20533714	---
20533715	---
20533716	---
20533717	---
20533718	---
20533719	---
20533720	---
20533721	---
20533722	---
20533723	---
20533724	---
20533725	---
20533726	---
20533727	---
20533728	---
20533729	---
20533730	---
20533731	---
20533732	---
20533733	---
20533734	---
20533735	---
20533736	---
20533737	---
20533738	---
20533739	---
20533740	---
20533741	---
20533742	---
20533743	---
20533744	---
20533745	---
20533746	---
20533747	---
20533748	---
20533749	---
20533750	---
20533751	---
20533752	---
20533753	---
20533754	---
20533755	---
20533756	---
20533757	---
20533758	---
20533759	---
20533760	---
20533761	---
20533762	---
20533763	---
20533764	---
20533765	---
20533766	---
20533767	---
20533768	---
20533769	---
20533770	---
20533771	---
20533772	---
20533773	---
20533774	---
20533775	---
20533776	---
20533777	---
20533778	---
20533779	---
20533780	---
20533781	---
20533782	---
20533783	---
20533784	---
20533785	---
20533786	---
20533787	---
20533788	---
20533789	---
20533790	---
20533791	---
20533792	---
20533793	---
20533794	---
20533795	---
20533796	---
20533797	---
20533798	---
20533799	---
20533800	---
20533801	---
20533802	---
20533803	---
20533804	---
20533805	---
20533806	---
20533807	---
20533808	---
20533809	---
20533810	---
20533811	---
20533812	---
20533813	---
20533814	---
20533815	---
20533816	---
20533817	---
20533818	---
20533819	---
20533820	---
20533821	---
20533822	---
20533823	---
20533824	---
20533825	---
20533826	---
20533827	---
20533828	---
20533829	---
20533830	---
20533831	---
20533832	---
20533833	---
20533834	---
20533835	---
20533836	---
20533837	---
20533838	---
20533839	---
20533840	---
20533841	---
20533842	---
20533843	---
20533844	---
20533845	---
20533846	---
20533847	---
20533848	---
20533849	---
20533850	---
20533851	---
20533852	---
20533853	---
20533854	---
20533855	---
20533856	---
20533857	---
20533858	---
20533859	---
20533860	---
20533861	---
20533862	---
20533863	---
20533864	---
20533865	---
20533866	---
20533867	---
20533868	---
20533869	---
20533870	---
20533871	---
20533872	---
20533873	---
20533874	---
20533875	---
20533876	---
20533877	---
20533878	---
20533879	---
20533880	---
20533881	---
20533882	---
20533883	---
20533884	---
20533885	---
20533886	---
20533887	---
20533888	---
20533889	---
20533890	---
20533891	---
20533892	---
20533893	---
20533894	---
20533895	---
20533896	---
20533897	---
20533898	---
20533899	---
20533900	---
20533901	---
20533902	---
20533903	---
20533904	---
20533905	---
20533906	---
20533907	---
20533908	---
20533909	---
20533910	---
20533911	---
20533912	---
20533913	---
20533914	---
20533915	---
20533916	---
20533917	---
20533918	---
20533919	---
20533920	---
20533921	---
20533922	---
20533923	---
20533924	---
20533925	---
20533926	---
20533927	---
20533928	---
20533929	---
20533930	---
20533931	---
20533932	---
20533933	---
20533934	---
20533935	---
20533936	---
20533937	---
20533938	---
20533939	---
20533940	---
20533941	---
20533942	---
20533943	---
20533944	---
20533945	---
20533946	---
20533947	---
20533948	---
20533949	---
20533950	---
20533951	---
20533952	---
20533953	---
20533954	---
20533955	---
20533956	---
20533957	---
20533958	---
20533959	---
20533960	---
20533961	---
20533962	---
20533963	---
20533964	---
20533965	---
20533966	---
20533967	---
20533968	---
20533969	---
20533970	---
20533971	---
20533972	---
20533973	---
20533974	---
20533975	---
20533976	---
20533977	---
20533978	---
20533979	---
20533980	---
20533981	---
20533982	---
20533983	---
20533984	---
20533985	---
20533986	---
20533987	---
20533988	---
20533989	---
20533990	---
20533991	---
20533992	---
20533993	---
20533994	---
20533995	---
20533996	---
20533997	---
20533998	---
20533999	---
20534000	---
20534001	---
20534002	---
20534003	---
20534004	---
20534005	---
20534006	---
20534007	---
20534008	---
20534009	---
20534010	---
20534011	---
20534012	---
20534013	---
20534014	---
20534015	---
20534016	---
20534017	---
20534018	---
20534019	---
20534020	---
20534021	---
20534022	---
20534023	---
20534024	---
20534025	---
20534026	---
20534027	---
20534028	---
20534029	---
20534030	---
20534031	---
20534032	---
20534033	---
20534034	---
20534035	---
20534036	---
20534037	---
20534038	---
20534039	---
20534040	---
20534041	---
20534042	---
20534043	---
20534044	---
20534045	---
20534046	---
20534047	---
20534048	---
20534049	---
20534050	---
20534051	---
20534052	---
20534053	---
20534054	---
20534055	---
20534056	---
20534057	---
20534058	---
20534059	---
20534060	---
20534061	---
20534062	---
20534063	---
20534064	---
20534065	---
20534066	---
20534067	---
20534068	---
20534069	---
20534070	---
20534071	---
20534072	---
20534073	---
20534074	---
20534075	---
20534076	---
20534077	---
20534078	---
20534079	---
20534080	---
20534081	---
20534082	---
20534083	---
20534084	---
20534085	---
20534086	---
20534087	---
20534088	---
20534089	---
20534090	---
20534091	---
20534092	---
20534093	---
20534094	---
20534095	---
20534096	---
20534097	---
20534098	---
20534099	---
20534100	---
20534101	---
20534102	---
20534103	---
20534104	---
20534105	---
20534106	---
20534107	---
20534108	---
20534109	---
20534110	---
20534111	---
20534112	---
20534113	---
20534114	---
20534115	---
20534116	---
20534117	---
20534118	---
20534119	---
20534120	---
20534121	---
20534122	---
20534123	---
20534124	---
20534125	---
20534126	---
20534127	---
20534128	---
20534129	---
20534130	---
20534131	---
20534132	---
20534133	---
20534134	---
20534135	---
20534136	---
20534137	---
20534138	---
20534139	---
20534140	---
20534141	---
20534142	---
20534143	---
20534144	---
20534145	---
20534146	---
20534147	---
20534148	---
20534149	---
20534150	---
20534151	---
20534152	---
20534153	---
20534154	---
20534155	---
20534156	---
20534157	---
20534158	---
20534159	---
20534160	---
20534161	---
20534162	---
20534163	---
20534164	---
20534165	---
20534166	---
20534167	---
20534168	---
20534169	---
20534170	---
20534171	---
20534172	---
20534173	---
20534174	---
20534175	---
20534176	---
20534177	---
20534178	---
20534179	---
20534180	---
20534181	---
20534182	---
20534183	---
20534184	---
20534185	---
20534186	---
20534187	---
20534188	---
20534189	---
20534190	---
20534191	---
20534192	---
20534193	---
20534194	---
20534195	---
20534196	---
20534197	---
20534198	---
20534199	---
20534200	---
20534201	---
20534202	---
20534203	---
20534204	---
20534205	---
20534206	---
20534207	---
20534208	---
20534209	---
20534210	---
20534211	---
20534212	---
20534213	---
20534214	---
20534215	---
20534216	---
20534217	---
20534218	---
20534219	---
20534220	---
20534221	---
20534222	---
20534223	---
20534224	---
20534225	---
20534226	---
20534227	---
20534228	---
20534229	---
20534230	---
20534231	---
20534232	---
20534233	---
20534234	---
20534235	---
20534236	---
20534237	---
20534238	---
20534239	---
20534240	---
20534241	---
20534242	---
20534243	---
20534244	---
20534245	---
20534246	---
20534247	---
20534248	---
20534249	---
20534250	---
20534251	---
20534252	---
20534253	---
20534254	---
20534255	---
20534256	---
20534257	---
20534258	---
20534259	---
20534260	---
20534261	---
20534262	---
20534263	---
20534264	---
20534265	---
20534266	---
20534267	---
20534268	---
20534269	---
20534270	---
20534271	---
20534272	---
20534273	---
20534274	---
20534275	---
20534276	---
20534277	---
20534278	---
20534279	---
20534280	---
20534281	---
20534282	---
20534283	---
20534284	---
20534285	---
20534286	---
20534287	---
20534288	---
20534289	---
20534290	---
20534291	---
20534292	---
20534293	---
20534294	---
20534295	---
20534296	---
20534297	---
20534298	---
20534299	---
20534300	---
20534301	---
20534302	---
20534303	---
20534304	---
20534305	---
20534306	---
20534307	---
20534308	---
20534309	---
20534310	---
20534311	---
20534312	---
20534313	---
20534314	---
20534315	---
20534316	---
20534317	---
20534318	---
20534319	---
20534320	---
20534321	---
20534322	---
20534323	---
20534324	---
20534325	---
20534326	---
20534327	---
20534328	---
20534329	---
20534330	---
20534331	---
20534332	---
20534333	---
20534334	---
20534335	---
20534336	---
20534337	---
20534338	hsa-let-7a-1
20534339	hsa-let-7a-1
20534340	hsa-let-7a-2
20534341	hsa-let-7a-3
20534342	hsa-let-7b
20534343	hsa-let-7b
20534344	hsa-let-7c
20534345	hsa-let-7d
20534346	hsa-let-7e
20534347	hsa-let-7f-1
20534348	hsa-let-7f-1
20534349	hsa-let-7f-2
20534350	hsa-let-7f-2
20534351	hsa-mir-15a
20534352	hsa-mir-16-1
20534353	hsa-mir-17
20534354	hsa-mir-18a
20534355	hsa-mir-18a
20534356	hsa-mir-19a
20534357	hsa-mir-19b-1
20534358	hsa-mir-19b-1
20534359	hsa-mir-19b-2
20534360	hsa-mir-20a
20534361	hsa-mir-21
20534362	hsa-mir-22
20534363	hsa-mir-23a
20534364	hsa-mir-24-1
20534365	hsa-mir-24-1
20534366	hsa-mir-24-2
20534367	hsa-mir-24-2
20534368	hsa-mir-25
20534369	hsa-mir-26a-1
20534370	hsa-mir-26a-1
20534371	hsa-mir-26b
20534372	hsa-mir-27a
20534373	hsa-mir-27a
20534374	hsa-mir-28
20534375	hsa-mir-29a
20534376	hsa-mir-29a
20534377	hsa-mir-30a
20534378	hsa-mir-30a
20534379	hsa-mir-31
20534380	hsa-mir-32
20534381	hsa-mir-33a
20534382	hsa-mir-92a-1
20534383	hsa-mir-92a-1
20534384	hsa-mir-92a-2
20534385	hsa-mir-92a-2
20534386	hsa-mir-93
20534387	hsa-mir-95
20534388	hsa-mir-96
20534389	hsa-mir-98
20534390	hsa-mir-99a
20534391	hsa-mir-100
20534392	hsa-mir-101-1
20534393	hsa-mir-101-1
20534394	hsa-mir-29b-1
20534395	hsa-mir-29b-1
20534396	hsa-mir-29b-2
20534397	hsa-mir-29b-2
20534398	hsa-mir-103a-2
20534399	hsa-mir-103a-2
20534400	hsa-mir-103a-1
20534401	hsa-mir-103a-1
20534402	hsa-mir-105-1
20534403	hsa-mir-105-2
20534404	hsa-mir-106a
20534405	hsa-mir-107
20534406	hsa-mir-16-2
20534407	hsa-mir-16-2
20534474	hsa-mir-192
20534479	hsa-mir-196a-1
20534480	hsa-mir-197
20534481	hsa-mir-198
20534484	hsa-mir-199a-1
20534485	hsa-mir-199a-1
20534495	hsa-mir-208a
20534496	hsa-mir-129-1
20534497	hsa-mir-129-1
20534498	hsa-mir-148a
20534499	hsa-mir-30c-2
20534500	hsa-mir-30d
20534505	hsa-mir-139
20534506	hsa-mir-147a
20534507	hsa-mir-147a
20534508	hsa-mir-7-1
20534509	hsa-mir-7-2
20534510	hsa-mir-7-3
20534511	hsa-mir-10a
20534512	hsa-mir-10b
20534513	hsa-mir-34a
20534514	hsa-mir-181a-2
20534515	hsa-mir-181b-1
20534516	hsa-mir-181c
20534517	hsa-mir-182
20534518	hsa-mir-183
20534519	hsa-mir-187
20534520	hsa-mir-196a-2
20534521	hsa-mir-199a-2
20534522	hsa-mir-199b
20534523	hsa-mir-203a
20534524	hsa-mir-204
20534525	hsa-mir-205
20534526	hsa-mir-210
20534527	hsa-mir-211
20534528	hsa-mir-212
20534529	hsa-mir-181a-1
20534530	hsa-mir-181a-1
20534531	hsa-mir-214
20534532	hsa-mir-215
20534533	hsa-mir-216a
20534534	hsa-mir-217
20534535	hsa-mir-218-1
20534536	hsa-mir-218-2
20534537	hsa-mir-219a-1
20534538	hsa-mir-221
20534539	hsa-mir-222
20534540	hsa-mir-223
20534541	hsa-mir-224
20534542	hsa-mir-200b
20534566	hsa-let-7g
20534567	hsa-let-7i
20534568	hsa-mir-1-2
20534569	hsa-mir-1-2
20534570	hsa-mir-15b
20534571	hsa-mir-23b
20534572	hsa-mir-27b
20534573	hsa-mir-30b
20534574	hsa-mir-122
20534575	hsa-mir-124-1
20534576	hsa-mir-124-1
20534577	hsa-mir-124-1
20534578	hsa-mir-124-2
20534579	hsa-mir-124-2
20534580	hsa-mir-124-3
20534581	hsa-mir-124-3
20534582	hsa-mir-125b-1
20534583	hsa-mir-125b-1
20534584	hsa-mir-128-1
20534585	hsa-mir-130a
20534586	hsa-mir-132
20534587	hsa-mir-133a-1
20534588	hsa-mir-133a-1
20534589	hsa-mir-133a-1
20534590	hsa-mir-133a-2
20534591	hsa-mir-133a-2
20534592	hsa-mir-133a-2
20534593	hsa-mir-135a-1
20534594	hsa-mir-135a-2
20534595	hsa-mir-137
20534596	hsa-mir-138-2
20534597	hsa-mir-138-2
20534598	hsa-mir-140
20534599	hsa-mir-141
20534600	hsa-mir-142
20534601	hsa-mir-143
20534602	hsa-mir-144
20534603	hsa-mir-145
20534604	hsa-mir-152
20534605	hsa-mir-153-1
20534606	hsa-mir-153-1
20534607	hsa-mir-153-2
20534608	hsa-mir-153-2
20534609	hsa-mir-191
20534610	hsa-mir-9-1
20534611	hsa-mir-9-1
20534612	hsa-mir-9-2
20534613	hsa-mir-9-2
20534614	hsa-mir-9-3
20534615	hsa-mir-125a
20534616	hsa-mir-125b-2
20534617	hsa-mir-126
20534618	hsa-mir-127
20534619	hsa-mir-129-2
20534620	hsa-mir-134
20534621	hsa-mir-136
20534622	hsa-mir-138-1
20534623	hsa-mir-146a
20534624	hsa-mir-149
20534625	hsa-mir-150
20534626	hsa-mir-154
20534627	hsa-mir-184
20534628	hsa-mir-185
20534629	hsa-mir-186
20534630	hsa-mir-188
20534631	hsa-mir-190a
20534632	hsa-mir-190a
20534633	hsa-mir-193a
20534634	hsa-mir-194-1
20534635	hsa-mir-195
20534636	hsa-mir-206
20534637	hsa-mir-320a
20534747	hsa-mir-200c
20534748	hsa-mir-1-1
20534749	hsa-mir-1-1
20534752	hsa-mir-155
20534753	hsa-mir-181b-2
20534804	hsa-mir-128-2
20534809	hsa-mir-194-2
20534811	hsa-mir-106b
20534812	hsa-mir-29c
20534813	hsa-mir-30c-1
20534814	hsa-mir-200a
20534815	hsa-mir-302a
20534816	hsa-mir-101-2
20534817	hsa-mir-101-2
20534818	hsa-mir-219a-2
20534820	hsa-mir-34b
20534821	hsa-mir-34c
20534822	hsa-mir-299
20534823	hsa-mir-301a
20534824	hsa-mir-301a
20534825	hsa-mir-99b
20534826	hsa-mir-296
20534827	hsa-mir-130b
20534828	hsa-mir-30e
20534829	hsa-mir-26a-2
20534830	hsa-mir-361
20534832	hsa-mir-362
20534834	hsa-mir-363
20534836	hsa-mir-365a
20534837	hsa-mir-365a
20534839	hsa-mir-365b
20534840	hsa-mir-302b
20534841	hsa-mir-302b
20534842	hsa-mir-302c
20534843	hsa-mir-302d
20534844	hsa-mir-367
20534845	hsa-mir-376c
20534846	hsa-mir-369
20534847	hsa-mir-370
20534848	hsa-mir-371a
20534849	hsa-mir-372
20534850	hsa-mir-373
20534851	hsa-mir-374a
20534852	hsa-mir-375
20534853	hsa-mir-376a-1
20534854	hsa-mir-376a-1
20534855	hsa-mir-377
20534856	hsa-mir-378a
20534857	hsa-mir-379
20534858	hsa-mir-380
20534859	hsa-mir-381
20534860	hsa-mir-382
20534861	hsa-mir-383
20534872	hsa-mir-340
20534873	hsa-mir-330
20534874	hsa-mir-328
20534875	hsa-mir-342
20534876	hsa-mir-337
20534877	hsa-mir-323a
20534878	hsa-mir-326
20534879	hsa-mir-151a
20534880	hsa-mir-135b
20534881	hsa-mir-148b
20534882	hsa-mir-331
20534883	hsa-mir-324
20534884	hsa-mir-338
20534885	hsa-mir-339
20534886	hsa-mir-335
20534890	hsa-mir-133b
20534892	hsa-mir-325
20534893	hsa-mir-345
20534894	hsa-mir-346
20535069	hsa-mir-384
20535071	hsa-mir-196b
20535081	hsa-mir-422a
20535082	hsa-mir-423
20535083	hsa-mir-424
20535085	hsa-mir-425
20535086	hsa-mir-18b
20535087	hsa-mir-20b
20535091	hsa-mir-448
20535094	hsa-mir-429
20535098	hsa-mir-449a
20535101	hsa-mir-450a-1
20535102	hsa-mir-450a-1
20535107	hsa-mir-431
20535109	hsa-mir-433
20535111	hsa-mir-329-1
20535112	hsa-mir-329-2
20535113	hsa-mir-451a
20535117	hsa-mir-452
20535119	hsa-mir-409
20535128	hsa-mir-412
20535129	hsa-mir-410
20535130	hsa-mir-376b
20535131	hsa-mir-376b
20535132	hsa-mir-483
20535133	hsa-mir-484
20535134	hsa-mir-485
20535135	hsa-mir-486
20535136	hsa-mir-486
20535137	hsa-mir-487a
20535138	hsa-mir-488
20535139	hsa-mir-489
20535140	hsa-mir-490
