miRNA,logFC,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,consistent_direction
hsa-miR-557,0.17651666666666674,0.31371000000000016,-0.14582000000000006,0.3616600000000001,1.2600029431982116,0.24589674534909745,0.9684800642343177,0.38910887966870383,False
hsa-miR-6827-3p,0.16825333333333334,-0.08587,0.19343,0.3972,1.2591733710519295,0.24617980677858425,0.9684800642343177,0.35248320299391417,False
hsa-miR-548ax,0.16252999999999998,-0.08352000000000004,0.30045999999999995,0.27065000000000006,1.2588816737890103,0.2462794036116133,0.9684800642343177,0.31824573364259434,False
hsa-mir-6718,0.1822566666666666,-0.07903000000000016,0.10731999999999986,0.51848,1.258524159169385,0.24640151970799298,0.9684800642343177,0.410318573586732,False
hsa-mir-5702,0.14893333333333345,0.008970000000000145,0.18133,0.2565000000000002,1.2581501432271667,0.24652932715495707,0.9684800642343177,0.1791254846085016,True
hsa-mir-4417,-0.34562333333333334,-1.30093,0.25451,0.009549999999999947,-1.2579467639501956,0.24659884883651567,0.9684800642343177,0.5484118570469518,False
hsa-mir-2467,-0.14334000000000002,-0.09021000000000012,-0.22257000000000005,-0.1172399999999999,-1.2569937513524423,0.2469248413420488,0.9684800642343177,0.0709979209768809,True
hsa-mir-630,-0.14341333333333328,-0.1008,-0.22543999999999997,-0.10399999999999987,-1.25694944369023,0.2469400063445493,0.9684800642343177,0.07298142008226832,True
hsa-mir-3163,0.1414333333333334,0.18011999999999995,0.13136000000000014,0.11282000000000014,1.256379703986207,0.24713507923484607,0.9684800642343177,0.019548500874148465,True
hsa-miR-4446-3p,-0.17749333333333328,0.13893,-0.42069999999999985,-0.25071,-1.2560355858992736,0.24725296495748522,0.9684800642343177,0.3960919700232598,False
hsa-miR-767-3p,0.16072666666666668,0.1924999999999999,-0.059269999999999934,0.3489500000000001,1.255838477941702,0.24732051039194272,0.9684800642343177,0.3090571916935948,False
hsa-mir-7111,-0.1810299999999999,-0.3088399999999999,-0.39854999999999996,0.1643000000000001,-1.255490372210813,0.2474398383328679,0.9684800642343177,0.40872563382077237,False
hsa-mir-155,-0.15343000000000004,0.020540000000000003,-0.30130999999999997,-0.17952000000000012,-1.2552875154630663,0.2475093985627687,0.9684800642343177,0.2436058413210293,False
hsa-miR-1976,-0.21422666666666657,-0.2750299999999999,0.24214000000000002,-0.6097899999999998,-1.2550320758532518,0.24759701320896743,0.9684800642343177,0.47843475790182943,False
hsa-mir-885,0.17246999999999968,0.21430999999999933,0.4145399999999997,-0.11143999999999998,1.2544018116730977,0.2478133034963794,0.9684800642343177,0.3773701135937395,False
hsa-miR-323b-3p,0.14251999999999995,0.12102000000000002,0.09318999999999988,0.21334999999999993,1.2538622032594084,0.24799861032590156,0.9684800642343177,0.059217149500824955,True
hsa-miR-6770-5p,-0.18178666666666668,-0.1374900000000001,-0.50812,0.10025000000000006,-1.2538435169437465,0.24800502949365635,0.9684800642343177,0.4124075782623083,False
hsa-miR-4514,-0.17989333333333335,0.13232,-0.20925000000000005,-0.46275,-1.2538022634134132,0.24801920150347737,0.9684800642343177,0.4062977028073724,False
hsa-miR-492,0.14142999999999994,0.16323,0.17050999999999994,0.09054999999999991,1.2530347321610384,0.2482830001473158,0.9684800642343177,0.03106645288089577,True
hsa-miR-3663-3p,-0.1982833333333335,-0.1628900000000002,0.15535999999999994,-0.5873200000000003,-1.2527148310102159,0.24839301958023607,0.9684800642343177,0.45397736302328934,False
hsa-mir-4526,0.14516666666666658,0.04032999999999998,0.23529999999999984,0.15986999999999996,1.2524938468649212,0.24846904389639982,0.9684800642343177,0.12488259572628917,True
hsa-mir-2113,0.17586333333333334,0.19776000000000016,0.4464199999999998,-0.11658999999999997,1.2521745029943705,0.2485789413521401,0.9684800642343177,0.3932054995844757,False
hsa-miR-7150,-0.19930999999999996,-0.3180799999999999,-0.5025900000000001,0.22274000000000016,-1.2518668004572202,0.24868487156464553,0.9684800642343177,0.4564618842897011,False
hsa-mir-4444-1,0.17010999999999998,0.05279999999999996,-0.006610000000000005,0.46414,1.2514748735141688,0.24881985238305143,0.9684800642343177,0.3693245700712257,False
hsa-mir-4444-2,0.17010999999999998,0.05279999999999996,-0.006610000000000005,0.46414,1.2514748735141688,0.24881985238305143,0.9684800642343177,0.3693245700712257,False
hsa-mir-6817,-0.15303999999999998,-0.3068899999999999,-0.17171000000000003,0.019479999999999942,-1.250278317564322,0.24923233378588733,0.9684800642343177,0.2473804662466445,False
hsa-mir-549a,0.16715333333333335,0.13196000000000008,0.42691999999999997,-0.05742000000000003,1.2485508142927542,0.24982886648254143,0.9684800642343177,0.35737372876721096,False
hsa-mir-331,-0.18509999999999996,0.1253900000000001,-0.5211400000000002,-0.15954999999999986,-1.2476920863259369,0.25012584737801224,0.9684800642343177,0.4267323315569971,False
hsa-mir-3917,-0.1841333333333334,0.16765999999999992,-0.4610700000000001,-0.25899000000000005,-1.2461828958163992,0.2506485066473036,0.9684800642343177,0.42511758407262085,False
hsa-mir-3131,-0.14085666666666677,-0.12657000000000007,-0.19810000000000016,-0.0979000000000001,-1.2448460031458308,0.2511122671898619,0.9684800642343177,0.041946434599220775,True
hsa-miR-6730-5p,0.17164333333333337,0.47250000000000014,0.08521000000000001,-0.04278000000000004,1.2439434289308837,0.2514257750409541,0.9684800642343177,0.3832361394471194,False
hsa-miR-183-3p,0.15053666666666668,0.03929999999999989,0.08701000000000003,0.32530000000000014,1.2426331127084005,0.2518815000012999,0.9684800642343177,0.2309117652159521,True
hsa-miR-6878-3p,-0.15614999999999993,-0.1774,0.04349000000000003,-0.33453999999999984,-1.2419370924968764,0.2521238578309888,0.9684800642343177,0.2904206499993465,False
hsa-miR-4641,0.1953733333333334,0.34088000000000007,-0.2238,0.4690400000000001,1.2409131176179877,0.2524807690881885,0.9684800642343177,0.4555318531874809,False
hsa-miR-1229-5p,0.24644999999999984,0.5486800000000001,0.5754099999999998,-0.3847400000000003,1.2406437352341657,0.25257473441813205,0.9684800642343177,0.5167248425847557,False
hsa-miR-3120-5p,0.14427333333333334,0.15656999999999988,0.24126000000000003,0.03499000000000008,1.2402892184976484,0.2526984410966889,0.9684800642343177,0.13751875904216446,True
hsa-miR-6827-5p,-0.13899999999999993,-0.14710999999999985,-0.13843000000000005,-0.1314599999999999,-1.2398217054667802,0.25286165539333105,0.9684800642343177,0.0010588940373456122,True
hsa-mir-3689a,-0.13950000000000007,-0.17408999999999997,-0.14101000000000008,-0.10340000000000016,-1.239018401399305,0.25314230602868243,0.9684800642343177,0.02076291216538934,True
hsa-miR-4301,-0.21059000000000005,0.0809899999999999,-0.6994600000000002,-0.013299999999999867,-1.2389999995428531,0.25314873816987293,0.9684800642343177,0.48207599080674424,False
hsa-miR-7853-5p,-0.14032333333333333,-0.20699000000000012,-0.10654999999999992,-0.10742999999999991,-1.2372218566529403,0.25377091661686185,0.9684800642343177,0.05206386082928454,True
hsa-mir-4305,-0.19078666666666663,0.03917999999999999,-0.012699999999999934,-0.5988399999999999,-1.2351605563423254,0.2544937859945725,0.9684800642343177,0.44948003132836395,False
hsa-mir-107,0.18559000000000003,0.12234999999999996,0.54635,-0.11192999999999986,1.2350868745513703,0.25451965726551096,0.9684800642343177,0.4369992799150491,False
hsa-miR-4710,-0.2580333333333333,0.12234000000000012,0.03869999999999996,-0.93514,-1.2349762393893664,0.254558507826382,0.9684800642343177,0.5265115520547714,False
hsa-mir-6782,0.15952333333333332,0.16778000000000004,0.36951,-0.058720000000000105,1.234698301989223,0.2546561301602411,0.9684800642343177,0.3261631817235171,False
hsa-miR-23a-5p,-0.18021333333333325,-0.13203999999999994,0.10509000000000013,-0.51369,-1.2338829791757024,0.25494268496021033,0.9684800642343177,0.4227132012638645,False
hsa-mir-1261,-0.16555999999999996,-0.4431999999999999,0.025680000000000147,-0.07916000000000012,-1.233601874788886,0.25504154534960927,0.9684800642343177,0.36409562564167963,False
hsa-mir-6740,0.14515666666666668,0.18496,0.010629999999999917,0.2398800000000001,1.2333043354280604,0.25514622085537303,0.9684800642343177,0.1704909557373833,True
hsa-miR-7978,0.13964666666666672,0.18101000000000012,0.07733000000000001,0.16060000000000008,1.232622208801643,0.25538633220804435,0.9684800642343177,0.04789001328088048,True
hsa-miR-219a-2-3p,-0.17144666666666664,0.06642000000000015,-0.47242000000000006,-0.10833999999999999,-1.2321046075489877,0.2555686568873863,0.9684800642343177,0.3929964116366333,False
hsa-mir-519b,-0.13885999999999998,-0.11041000000000012,-0.18489,-0.12127999999999983,-1.2317282558581395,0.2557012952986141,0.9684800642343177,0.02685901141764584,True
hsa-mir-5681b,-0.14942999999999998,0.018379999999999952,-0.17935999999999996,-0.28730999999999995,-1.231394759446156,0.2558188785509344,0.9684800642343177,0.23696243249882765,False
hsa-mir-1243,-0.15997333333333338,0.09376000000000007,-0.2919100000000001,-0.2817700000000001,-1.2302021702678871,0.2562397307522119,0.9684800642343177,0.33459235798916076,False
hsa-mir-4434,0.1465833333333333,0.2233799999999999,0.22614,-0.009770000000000056,1.2295209954883701,0.2564803714453279,0.9684800642343177,0.20164147639177288,False
hsa-mir-6509,0.15492333333333333,-0.061549999999999994,0.2215499999999999,0.3047700000000001,1.2293451911863769,0.25654250922014654,0.9684800642343177,0.2971511826248274,False
hsa-mir-1200,-0.15344,-0.053320000000000034,-0.042259999999999964,-0.36473999999999995,-1.2293319760651764,0.2565471805971318,0.9684800642343177,0.28371028826601546,True
hsa-miR-6774-3p,0.16519666666666669,-0.1090199999999999,0.3741399999999999,0.23047000000000006,1.2278458852126017,0.2570729512966091,0.9684800642343177,0.3680197704212298,False
hsa-mir-214,-0.14015333333333335,-0.16712000000000016,-0.058379999999999876,-0.19496000000000002,-1.227698197374821,0.2571252518888125,0.9684800642343177,0.07816945347188163,True
hsa-miR-3159,-0.15716999999999992,-0.33951,0.06801000000000001,-0.2000099999999998,-1.2264445332041294,0.25756957140985987,0.9684800642343177,0.3192134967544624,False
hsa-mir-4511,-0.14793999999999996,-0.25949,-0.2051099999999999,0.02078000000000002,-1.2264217880799244,0.25757763861746336,0.9684800642343177,0.2268354220729489,False
hsa-miR-5787,-0.14817333333333296,-0.04932999999999943,-0.32270999999999983,-0.07247999999999966,-1.2249824367037436,0.25808857762791226,0.9684800642343177,0.23254248294306723,True
hsa-miR-3190-5p,0.1447833333333334,0.21305000000000018,0.22130000000000005,0.0,1.2245325531637934,0.25824845120331386,0.9684800642343177,0.18365066223247636,False
hsa-miR-4466,-0.1440966666666673,-0.08488000000000007,-0.0647000000000002,-0.28271000000000157,-1.2235636701563368,0.2585930422701486,0.9684800642343177,0.1740724401181566,True
hsa-mir-4282,0.15513999999999992,-0.0044600000000001305,0.09323999999999999,0.37663999999999986,1.2231015838385797,0.2587575229080432,0.9684800642343177,0.307510257132198,False
hsa-mir-22,-0.16803333333333334,0.1369499999999999,-0.2989299999999999,-0.34212,-1.2228585758597423,0.2588440573602126,0.9684800642343177,0.3866477997096869,False
hsa-mir-4785,-0.14615,-0.14107000000000003,-0.28867,-0.008709999999999996,-1.22096159025024,0.2595204036659825,0.9684800642343177,0.21242010971686004,True
hsa-mir-518c,0.21075,0.0393,-0.11712,0.71007,1.2180635801656956,0.26055651416739634,0.9684800642343177,0.4935323138974625,False
hsa-mir-548ah,-0.13912333333333327,-0.07193999999999989,-0.12754,-0.21788999999999992,-1.2177637630870368,0.2606639038492466,0.9684800642343177,0.08210144276725734,True
hsa-miR-449a,0.19908666666666663,0.62792,0.12593999999999994,-0.15660000000000007,1.2168634649092527,0.2609865991648742,0.9684800642343177,0.47697315140660335,False
hsa-mir-187,-0.23578999999999994,0.15094000000000007,-0.8360099999999999,-0.022299999999999986,-1.2168625250033944,0.2609869362316366,0.9684800642343177,0.5194269587864438,False
hsa-miR-4312,0.1711433333333333,0.014329999999999954,0.0006899999999998574,0.49841,1.2164348135841507,0.2611403589085706,0.9684800642343177,0.4054970401926293,True
hsa-miR-891a-3p,0.1748366666666666,0.5201500000000001,-0.0214700000000001,0.025829999999999798,1.2163896664782101,0.2611565578559376,0.9684800642343177,0.41902027565656474,False
hsa-miR-4258,0.16591666666666663,0.018480000000000052,0.013929999999999998,0.46533999999999986,1.2161234226032922,0.26125210425288525,0.9684800642343177,0.3832007102094327,True
hsa-mir-4760,-0.15259000000000003,0.06211,-0.28866000000000014,-0.23121999999999998,-1.215937563608938,0.26131882044191695,0.9684800642343177,0.2952669318606488,False
hsa-miR-889-5p,-0.16796666666666663,0.0894100000000001,-0.14528999999999992,-0.4480200000000001,-1.2155413949614444,0.2614610772802591,0.9684800642343177,0.3931451070288173,False
hsa-miR-6861-3p,0.1825833333333333,0.55818,-0.07869000000000015,0.06825999999999999,1.2153910767024931,0.261515070755987,0.9684800642343177,0.4430539106499229,False
hsa-miR-7847-3p,-0.35415666666666673,-1.3413599999999999,-0.13246000000000002,0.41134999999999966,-1.2149567174343092,0.2616711426354016,0.9684800642343177,0.5647224145448464,False
hsa-miR-186-3p,-0.14371666666666663,-0.28940999999999995,-0.08348,-0.05825999999999998,-1.214182479832288,0.26194953132846516,0.9684800642343177,0.1886208627206837,True
hsa-mir-300,0.1571233333333333,0.25925,-0.09183000000000008,0.30395000000000005,1.2125776150401089,0.26252737388439357,0.9684800642343177,0.3360898607640577,False
hsa-miR-4780,0.24185,0.7538499999999999,-0.33977999999999986,0.31148,1.2124342229076732,0.2625790550622224,0.9684800642343177,0.525924049634255,False
hsa-mir-325,-0.14710666666666664,-0.007239999999999913,-0.31357999999999997,-0.12050000000000005,-1.2124026303857158,0.26259044273572885,0.9684800642343177,0.2417084210484596,True
hsa-miR-3152-5p,-0.14490000000000003,-0.07292999999999994,-0.30484,-0.05693000000000015,-1.2119051145877662,0.26276982913332303,0.9684800642343177,0.2121867119619829,True
hsa-miR-196b-5p,0.19760999999999998,0.15227000000000013,-0.17320000000000002,0.6137599999999999,1.2109193260219053,0.26312557194789343,0.9684800642343177,0.4779729220672605,False
hsa-miR-4709-5p,0.20904,-0.17546000000000006,0.11621999999999999,0.6863600000000001,1.2099306524358902,0.2634827602259274,0.9684800642343177,0.4956583531876632,False
hsa-miR-3689c,0.1371566666666666,0.14281999999999995,0.1906899999999998,0.07796000000000003,1.2098620675132108,0.2635075536321991,0.9684800642343177,0.052309763254516216,True
hsa-miR-3689b-3p,0.1371566666666666,0.14281999999999995,0.1906899999999998,0.07796000000000003,1.2098620675132108,0.2635075536321991,0.9684800642343177,0.052309763254516216,True
hsa-miR-5006-5p,-0.1399866666666667,-0.054810000000000025,-0.12104000000000004,-0.24411000000000005,-1.2095746837922075,0.2636114638697493,0.9684800642343177,0.12760435490066288,True
hsa-mir-30a,-0.15850666666666666,0.08739999999999992,-0.2046699999999999,-0.35824999999999996,-1.2095072050988187,0.2636358673171995,0.9684800642343177,0.3490392307264312,False
hsa-miR-3921,0.2856166666666667,0.6860200000000001,-0.51538,0.68621,1.2085351690895436,0.26398761045036556,0.9684800642343177,0.5497349845441757,False
hsa-miR-4286,-0.25760333333333335,0.03181999999999996,-0.9525300000000001,0.14790000000000014,-1.208321657794386,0.26406492462425774,0.9684800642343177,0.537380576888058,False
hsa-miR-4694-5p,-0.16519000000000003,-0.05064000000000002,0.018950000000000022,-0.46388000000000007,-1.20824046750281,0.2640943292517137,0.9684800642343177,0.387355671993509,False
hsa-miR-4635,-0.14709333333333338,0.03476999999999997,-0.21866000000000008,-0.25739,-1.207913604584494,0.2642127366234629,0.9684800642343177,0.24959790520759242,False
hsa-mir-1272,-0.1427333333333333,-0.13546999999999998,-0.019850000000000145,-0.2728799999999998,-1.2060038251855174,0.2649054483020565,0.9684800642343177,0.19024129501683548,True
hsa-mir-3115,0.16703666666666664,0.41941000000000006,0.20226999999999995,-0.12057000000000007,1.2053174947288345,0.2651547628758755,0.9684800642343177,0.39850368241189316,False
hsa-mir-2392,-0.14246999999999996,-0.010569999999999968,-0.2621899999999999,-0.15464999999999995,-1.2041895408127972,0.2655649257329237,0.9684800642343177,0.18983080829609897,True
hsa-miR-206,0.26143999999999995,0.16955999999999993,-0.3075399999999999,0.9222999999999999,1.204007438272509,0.2656311940843868,0.9684800642343177,0.5411611800376808,False
hsa-miR-518e-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-519c-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-523-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-522-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-519b-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-519a-5p,0.20204666666666662,0.61495,0.2096999999999999,-0.21850999999999998,1.2033646281740722,0.26586522733835555,0.9684800642343177,0.4894751452171956,False
hsa-miR-4443,-0.1691366666666667,0.09529000000000032,-0.4680800000000005,-0.13461999999999996,-1.202538614818084,0.2661662133719629,0.9684800642343177,0.4097108984154817,False
hsa-miR-4518,-0.20071000000000003,-0.36793999999999993,-0.50363,0.2694399999999999,-1.2017948204660331,0.26643748315923815,0.9684800642343177,0.4883336096457245,False
hsa-mir-616,0.18299333333333337,0.38566999999999996,0.37799000000000005,-0.21467999999999987,1.2004963180304313,0.2669116132526783,0.9684800642343177,0.45458514440184744,False
hsa-miR-6887-5p,0.16229666666666676,0.13321000000000005,-0.0747199999999999,0.4284000000000001,1.1992768665398976,0.26735751888832054,0.9684800642343177,0.38192995434139615,False
hsa-miR-5006-3p,-0.14106666666666676,-0.07590000000000008,-0.27966,-0.06764000000000014,-1.198180669765938,0.2677588844733716,0.9684800642343177,0.1788900673938401,True
hsa-mir-569,0.1578966666666666,-0.09852000000000016,0.35117,0.22104000000000001,1.1976709315267848,0.26794569274651603,0.9684800642343177,0.35873895365269703,False
hsa-miR-548n,-0.18022999999999997,-0.12322999999999995,0.1224900000000001,-0.53995,-1.1974838046322958,0.2680142980105284,0.9684800642343177,0.4496508982308783,False
hsa-mir-6853,0.22013666666666662,-0.1774,0.7618599999999999,0.07594999999999996,1.1972465880491434,0.2681012883856073,0.9684800642343177,0.5148513560721196,False
hsa-miR-559,-0.16293666666666673,-0.28484,0.13320999999999983,-0.33718000000000004,-1.1965497658280198,0.2683569579722344,0.9684800642343177,0.38789009655267714,False
hsa-mir-4273,0.22866,0.016639999999999988,-0.14762999999999993,0.81697,1.1964813699703494,0.2683820638844301,0.9684800642343177,0.5230420703726971,False
hsa-mir-548ad,-0.15643666666666667,-0.29500000000000004,0.10270000000000001,-0.27701,-1.1962349910415933,0.26847251783883885,0.9684800642343177,0.35100406237973436,False
hsa-mir-130b,0.15349333333333334,-0.03881000000000001,0.37503,0.12426000000000004,1.1959141637280724,0.2685903423058894,0.9684800642343177,0.3303005520835642,False
hsa-miR-450b-3p,-0.17778333333333338,-0.08196000000000003,-0.5405300000000001,0.08914,-1.1958880468463708,0.26859993567571644,0.9684800642343177,0.4440976987766327,False
hsa-miR-6749-5p,-0.13612999999999995,-0.21075,-0.0746500000000001,-0.12298999999999971,-1.1943058250310914,0.26918165636921765,0.9684800642343177,0.07599384070340118,True
hsa-mir-6791,0.1581666666666667,0.27363000000000004,0.3135700000000001,-0.11270000000000002,1.1939247670557145,0.2693219128206501,0.9684800642343177,0.3646179430736735,False
hsa-mir-3674,0.14449333333333336,0.03278000000000003,0.08230000000000004,0.3184,1.1934059577587581,0.26951296922588913,0.9684800642343177,0.24274060472976547,True
hsa-mir-4674,0.14412666666666665,-0.01163000000000003,0.15582000000000007,0.28818999999999995,1.1930166802632827,0.2696563982946609,0.9684800642343177,0.23851007230454324,False
hsa-mir-891a,-0.14988,-0.21797,0.06445999999999996,-0.29613,-1.1923465156878965,0.2699034686557414,0.9684800642343177,0.30459658731683614,False
hsa-mir-137,-0.14614666666666667,0.04312000000000005,-0.26756000000000013,-0.21399999999999997,-1.191486821481638,0.27022068851404013,0.9684800642343177,0.26695296419509573,False
hsa-miR-126-3p,-0.31404666666666675,0.5933000000000002,-0.64419,-0.8912500000000003,-1.1913802402020783,0.2702600376712879,0.9684800642343177,0.5646786797564293,False
hsa-miR-339-5p,-0.3335066666666668,-0.08899999999999997,-1.2847,0.3731799999999996,-1.1909875579142806,0.2704050546463983,0.9684800642343177,0.5691620225277338,False
hsa-miR-138-5p,-0.16853000000000004,0.06372999999999984,-0.4911500000000001,-0.07816999999999985,-1.1905172730969282,0.2705788151588282,0.9684800642343177,0.41782322023215135,False
hsa-mir-4418,0.17989000000000008,0.006670000000000176,0.5693,-0.0363,1.190392925762813,0.2706247744233173,0.9684800642343177,0.4538452388213007,False
hsa-miR-6503-3p,0.14859333333333344,0.23674000000000017,0.27118,-0.06213999999999986,1.190203904678849,0.27069464977647023,0.9684800642343177,0.2954570096416872,False
hsa-miR-6733-5p,-0.14231666666666665,-0.20591999999999988,-0.23982000000000014,0.018790000000000084,-1.188414835799789,0.27135675629277317,0.9684800642343177,0.22154871505265178,False
hsa-miR-5581-3p,-0.13662999999999995,-0.16208999999999985,-0.20794,-0.03986000000000001,-1.187284447492899,0.2717757878117269,0.9684800642343177,0.11249921543844678,True
hsa-mir-4459,0.1496533333333333,0.10316000000000003,-0.015350000000000197,0.3611500000000001,1.1869138667815429,0.27191327773609986,0.9684800642343177,0.3104507498915519,False
hsa-miR-4529-3p,0.14287666666666674,0.29508999999999996,0.13230000000000008,0.0012400000000001299,1.1859812358308293,0.27225955038129634,0.9684800642343177,0.23477081956316184,True
hsa-miR-200a-5p,0.1329033333333333,0.14002000000000003,0.12383999999999995,0.13484999999999991,1.1854130816383357,0.2724706771344688,0.9684800642343177,0.0012862549092864108,True
hsa-mir-6851,0.13918999999999992,0.07138,0.2740799999999999,0.0721099999999999,1.1852312053904785,0.27253829122906514,0.9684800642343177,0.17509850505037672,True
hsa-miR-4708-5p,-0.13384333333333331,-0.13996999999999993,-0.0821400000000001,-0.1794199999999999,-1.183984252289735,0.2730022316218334,0.9684800642343177,0.041774606577398614,True
hsa-miR-627-3p,-0.13402000000000003,-0.18599999999999994,-0.13866,-0.07740000000000014,-1.1831729500130148,0.2733044353576777,0.9684800642343177,0.050858075118326504,True
hsa-miR-676-3p,0.14601666666666668,0.02577000000000007,0.06830999999999998,0.34397,1.1824711876856955,0.27356605978119597,0.9684800642343177,0.28076049887983034,True
hsa-mir-665,0.14033666666666664,0.19500000000000006,0.23659999999999992,-0.0105900000000001,1.1801910541944731,0.2744175495645177,0.9684800642343177,0.20768401145204735,False
hsa-miR-6508-5p,0.20126333333333335,0.6268800000000001,-0.23051,0.20741999999999994,1.1798363782425825,0.27455019616905957,0.9684800642343177,0.5015629986958695,False
hsa-mir-5003,0.19502999999999995,0.23358999999999996,-0.22876000000000007,0.58026,1.1785538546574224,0.2750302948201762,0.9684800642343177,0.49281348012077686,False
hsa-miR-585-5p,-0.16823666666666667,0.13984999999999992,-0.44772999999999996,-0.19682999999999995,-1.1783603410255177,0.2751027947818374,0.9684800642343177,0.42716328644261264,False
hsa-mir-6746,-0.2102033333333333,-0.08721000000000001,-0.7220799999999998,0.17867999999999995,-1.1781589414978526,0.27517826598057094,0.9684800642343177,0.5138780266301248,False
hsa-mir-138-2,0.13932333333333333,-0.005890000000000173,0.20056000000000007,0.22330000000000005,1.1775741090351821,0.27539751948203267,0.9684800642343177,0.19616053450763715,False
hsa-mir-765,0.14048666666666665,0.14915999999999996,0.0,0.2723,1.1774273637370667,0.2754525569082235,0.9684800642343177,0.21627041931225474,False
hsa-miR-451b,0.1354200000000001,0.05198000000000014,0.12846000000000002,0.22582000000000013,1.1765998288825716,0.27576309748764355,0.9684800642343177,0.11472271391665376,True
hsa-mir-2276,0.14683333333333337,0.1949400000000001,0.30125,-0.05569000000000002,1.176159942855475,0.27592828678684556,0.9684800642343177,0.29961354620605796,False
hsa-miR-548ap-5p,-0.14908999999999997,-0.31373000000000006,-0.20336999999999994,0.06983000000000006,-1.1760413130708813,0.275972849529967,0.9684800642343177,0.3210594288139749,False
hsa-mir-6507,-0.13917000000000002,-0.22299000000000002,-0.20216999999999996,0.007649999999999935,-1.1750290330977966,0.27635334984330695,0.9684800642343177,0.19941301514072046,False
hsa-mir-3176,0.1319133333333334,0.11193000000000008,0.15958000000000006,0.12423000000000006,1.1743007480585022,0.27662736882970324,0.9684800642343177,0.01151942679978293,True
hsa-mir-3650,0.13615333333333332,0.020830000000000015,0.19606999999999997,0.19155999999999995,1.173493004892157,0.276931546514035,0.9684800642343177,0.14215896423752022,True
hsa-miR-576-3p,0.16555333333333333,0.49031999999999987,-0.048960000000000004,0.05530000000000013,1.1728486868025916,0.27717437997232464,0.9684800642343177,0.42170853755018395,False
hsa-miR-4678,0.16914000000000004,0.16255000000000008,-0.13070000000000004,0.47557000000000005,1.1718345357488165,0.27755695371219063,0.9684800642343177,0.43585704037580913,False
hsa-mir-4503,-0.15024,-0.3703400000000001,0.04347999999999996,-0.12385999999999986,-1.1709602597563997,0.2778871112244576,0.9684800642343177,0.33771377067254,False
hsa-mir-548o,0.1469133333333333,0.009359999999999813,0.06969000000000003,0.36169000000000007,1.1703352193226313,0.2781233471114062,0.9684800642343177,0.30939520640286067,True
hsa-miR-6777-5p,-0.1313766666666666,-0.10228999999999999,-0.14503,-0.14680999999999989,-1.1694257185057204,0.2784673914402002,0.9684800642343177,0.012048383527072366,True
hsa-miR-4458,0.17910666666666666,0.014329999999999954,-0.05600999999999989,0.579,1.1692404084553423,0.2785375332030117,0.9684800642343177,0.4668621655747347,False
hsa-miR-433-3p,0.20711333333333334,0.7212100000000001,0.0555399999999997,-0.15540999999999983,1.1688634449249238,0.27868026272936874,0.9684800642343177,0.5151315829845715,False
hsa-miR-1911-5p,-0.15119999999999997,-0.24929999999999997,-0.3000100000000001,0.09571000000000018,-1.1687972504210142,0.2787053321449832,0.9684800642343177,0.3479626217619396,False
hsa-miR-6502-5p,0.1597266666666667,0.015689999999999982,0.0027600000000000957,0.4607300000000001,1.1686415219650088,0.2787643175044999,0.9684800642343177,0.39988829635222517,True
hsa-mir-6854,-0.13902,-0.26821000000000006,-0.14728999999999992,-0.0015600000000000058,-1.1679667681192538,0.27902001329459686,0.9684800642343177,0.2130945432823756,True
hsa-miR-5589-5p,-0.13623333333333332,-0.2613199999999999,-0.07835999999999999,-0.06902000000000008,-1.1672715223478232,0.2792836765472381,0.9684800642343177,0.16150046294617335,True
hsa-miR-552-3p,-0.16082,-0.012739999999999974,-0.46972,0.0,-1.1665418332724726,0.2795606227057243,0.9684800642343177,0.40720852258741697,False
hsa-miR-3064-3p,0.13870666666666667,0.23716000000000004,0.19137000000000004,-0.012410000000000032,1.1659841318106459,0.2797724451549552,0.9684800642343177,0.21228948643801984,False
hsa-mir-6886,0.1527766666666667,0.04520999999999997,0.0,0.41312000000000015,1.165491539077851,0.2799596483374494,0.9684800642343177,0.363268548879859,False
hsa-mir-5090,0.13462333333333323,0.22588999999999992,0.03898999999999986,0.13898999999999995,1.165114264305476,0.28010309622173524,0.9684800642343177,0.1301926745002549,True
hsa-mir-631,0.15287000000000003,0.26998999999999995,-0.11007999999999996,0.2987000000000001,1.1640173940078553,0.28052049328115697,0.9684800642343177,0.36566807643321775,False
hsa-mir-382,-0.13698000000000002,-0.04282000000000008,-0.09176000000000006,-0.27635999999999994,-1.1606643123953133,0.2817996307346038,0.9684800642343177,0.19390190593835938,True
