miRNA,logFC,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,consistent_direction
hsa-miR-1234-3p,-0.4020433333333333,-0.35875999999999997,-0.25703999999999994,-0.59033,-3.2622391747697947,0.01276541436834883,0.950087855604164,0.05522910271977582,True
hsa-miR-3188,-0.8393000000000002,0.0,-0.9953500000000002,-1.5225500000000003,-3.2585039446579125,0.012833763615503691,0.950087855604164,0.20083338394446573,False
hsa-miR-337-5p,-0.5494433333333334,-0.28722000000000014,-1.0363399999999998,-0.32477,-3.2494455649122282,0.01300113964536624,0.950087855604164,0.15285302175767848,True
hsa-miR-615-3p,-0.3650033333333334,-0.41002000000000005,-0.35077000000000014,-0.33421999999999996,-3.238031645162087,0.013215350260396748,0.950087855604164,0.003950499866925138,True
hsa-miR-5194,0.3694933333333333,0.4466300000000001,0.2903899999999999,0.3714599999999999,3.2266718687426965,0.013432271298655488,0.950087855604164,0.01458194465756466,True
hsa-mir-93,0.3628666666666667,0.39010999999999996,0.37889000000000017,0.3196000000000001,3.220820257300888,0.013545483675741696,0.950087855604164,0.003614272508692889,True
hsa-miR-200b-5p,0.3715266666666667,0.42286,0.42671000000000003,0.26500999999999997,3.2179630364078564,0.013601130644482158,0.950087855604164,0.01994517126227315,True
hsa-miR-610,0.3706966666666667,0.26878,0.44262999999999986,0.40068000000000015,3.213843048240301,0.013681798811085532,0.950087855604164,0.01938557526578048,True
hsa-miR-1281,1.1759699999999997,0.32360000000000033,0.7026499999999998,2.5016599999999993,3.208038419664454,0.013796314573290896,0.950087855604164,0.2221459228670978,True
hsa-mir-3156-1,0.3783533333333333,0.3516299999999999,0.51519,0.26824000000000003,3.1995525376357947,0.013965560971115027,0.950087855604164,0.03483919041361689,True
hsa-miR-491-5p,-0.36426666666666657,-0.46681000000000017,-0.2835299999999994,-0.3424600000000002,-3.152512953782898,0.014944539445946401,0.9595007235097164,0.021292531743616366,True
hsa-mir-4767,-0.45586,-0.7907500000000001,-0.39108999999999994,-0.18574000000000002,-3.139818075706585,0.015221020161985219,0.9595007235097164,0.12417510586219904,True
hsa-miR-146a-5p,-0.5037733333333335,-0.9056300000000004,-0.14177000000000017,-0.4639199999999999,-3.1367352055890523,0.01528897548884821,0.9595007235097164,0.15068357447742442,True
hsa-miR-658,0.3596966666666667,0.32458999999999993,0.4624100000000002,0.29208999999999996,3.119041441426826,0.015685256161234763,0.9595007235097164,0.02042268297334864,True
hsa-miR-6765-3p,0.4594033333333334,0.6789800000000001,0.08492999999999995,0.6143,3.088924286107921,0.016384961629515863,0.9595007235097164,0.13468450294084355,True
hsa-miR-3166,0.4027533333333333,0.5138499999999999,0.13683,0.55758,3.0551929191988596,0.01720795041763061,0.9595007235097164,0.09461983340391332,True
hsa-miR-378f,-0.79785,-1.67658,-0.15700999999999965,-0.5599600000000002,-3.052556732233565,0.017274080921156374,0.9595007235097164,0.2212703132453338,True
hsa-miR-378i,-0.7485133333333333,-1.3849399999999998,0.04947999999999997,-0.9100799999999998,-3.0406106719786457,0.017577132341368505,0.9595007235097164,0.21802596049571024,False
hsa-miR-409-3p,0.5142133333333332,0.8783700000000003,0.04929999999999968,0.6149699999999996,3.0348949064085375,0.01772410935802243,0.9595007235097164,0.17024670162258113,True
hsa-miR-302c-3p,-0.42200999999999994,-0.7365600000000001,-0.3025399999999999,-0.22692999999999997,-3.032349245649308,0.01778998567199176,0.9595007235097164,0.11719590865878961,True
hsa-miR-2054,-0.4094733333333333,-0.41034000000000004,-0.66057,-0.15750999999999993,-3.0306020983670283,0.017835347420462222,0.9595007235097164,0.10613027643154943,True
hsa-mir-495,-0.34299999999999997,-0.2670000000000001,-0.3828699999999998,-0.37912999999999997,-3.0136686796899936,0.018281361481741126,0.9595007235097164,0.012061907330237447,True
hsa-miR-664b-3p,-0.5202600000000001,-0.22425000000000006,-1.02501,-0.31152,-3.0074856102922887,0.018447133365513325,0.9595007235097164,0.17670288573352252,True
hsa-miR-515-5p,0.34113,0.28827,0.40932000000000013,0.32579999999999987,3.002413686828704,0.018584295943015326,0.9595007235097164,0.010819915359873979,True
hsa-miR-98-5p,-0.5205366666666666,-0.07702999999999993,-0.9670399999999999,-0.51754,-2.986488263383845,0.019021993697038636,0.9595007235097164,0.18001065493947974,True
hsa-miR-6787-3p,0.3391166666666667,0.3646599999999999,0.24385999999999997,0.40883,2.949412060007804,0.020083526750180814,0.9595007235097164,0.020491921986506123,True
hsa-miR-1261,-0.5160366666666668,-1.0321400000000003,-0.29913999999999996,-0.21683000000000008,-2.945749859780487,0.02019170489009382,0.9595007235097164,0.18469004403219227,True
hsa-miR-487a-3p,-0.6641533333333333,-0.28315,-1.4175,-0.2918099999999999,-2.9450319957745887,0.02021298156332649,0.9595007235097164,0.2199256962598277,True
hsa-miR-6511a-5p,-0.3818266666666667,-0.25960000000000005,-0.6344400000000001,-0.2514399999999999,-2.9396630626812557,0.020372858687515767,0.9595007235097164,0.09424446661236908,True
hsa-miR-18b-3p,-0.35191999999999996,-0.50006,-0.33929999999999993,-0.21640000000000004,-2.934279715296859,0.02053449797858181,0.9595007235097164,0.05038213217969347,True
hsa-miR-1296-5p,-0.3986766666666666,-0.2705899999999999,-0.6942199999999998,-0.2312200000000002,-2.9317634233149983,0.020610512575108254,0.9595007235097164,0.11486961496660299,True
hsa-miR-6789-3p,-0.3902133333333333,-0.65603,-0.18837999999999988,-0.32623,-2.9281804780230334,0.020719259451066056,0.9595007235097164,0.1065808412462906,True
hsa-mir-182,-0.35153333333333325,-0.1921299999999999,-0.47290999999999994,-0.3895599999999999,-2.9259484104649722,0.020787309593213663,0.9595007235097164,0.05177221178324598,True
hsa-mir-4659a,-0.39219333333333334,-0.29655999999999993,-0.2092400000000001,-0.6707799999999999,-2.92553209703322,0.020800027861607524,0.9595007235097164,0.10932219973474087,True
hsa-miR-629-3p,-0.3735966666666666,-0.13912999999999998,-0.52064,-0.46101999999999976,-2.9214945069417895,0.020923799375746035,0.9595007235097164,0.0875779525523216,True
hsa-miR-513c-5p,0.33210333333333336,0.33025000000000004,0.26637999999999995,0.39968000000000004,2.916821475399993,0.02106801493286327,0.9595007235097164,0.013168589918413968,True
hsa-mir-193b,-0.33918333333333334,-0.2908299999999999,-0.45781000000000005,-0.2689100000000001,-2.916627799705112,0.02107401444813455,0.9595007235097164,0.029563276184027164,True
hsa-miR-631,-0.35755000000000003,-0.5046900000000001,-0.17710000000000004,-0.39086,-2.9143159973762125,0.02114576585766035,0.9595007235097164,0.06515335260557578,True
hsa-mir-4684,0.43978333333333336,0.050080000000000124,0.63304,0.63623,2.911845241230549,0.021222733862377573,0.9595007235097164,0.15260876241889076,True
hsa-mir-6867,0.3565933333333333,0.49537999999999993,0.40068000000000015,0.17371999999999987,2.9094495042979918,0.021297645313199973,0.9595007235097164,0.06474802935970422,True
hsa-mir-7152,0.33127333333333336,0.31267,0.41559,0.26556,2.8950822476676743,0.021752741010930107,0.9595007235097164,0.01741503937782138,True
hsa-mir-4487,0.37216333333333323,0.1385599999999998,0.43204,0.5458900000000001,2.8940227970649723,0.021786700825378306,0.9595007235097164,0.09188229104842478,True
hsa-miR-642a-5p,-0.34124000000000004,-0.49599000000000004,-0.29911999999999994,-0.2286100000000002,-2.85445405173999,0.023095613960938212,0.9595007235097164,0.05081802770170675,True
hsa-miR-5186,-0.38232666666666654,-0.10185999999999984,-0.55108,-0.4940399999999999,-2.854108858217712,0.023107387976700772,0.9595007235097164,0.11361257470023259,True
hsa-miR-3940-5p,-0.33933333333333326,-0.3157399999999999,-0.49087999999999976,-0.21138000000000012,-2.8318816121485346,0.023878883080991987,0.9595007235097164,0.053180665325856614,True
hsa-miR-4467,-0.6198900000000002,-0.5222300000000004,-1.29209,-0.04535,-2.8245273646419147,0.024140027857160053,0.9595007235097164,0.2299903856039105,True
hsa-miR-210-3p,0.4025400000000001,0.7171500000000002,0.13020000000000032,0.36026999999999987,2.8160982106959054,0.024443011178731665,0.9595007235097164,0.14246410857694505,True
hsa-mir-924,-0.3624433333333334,-0.54495,-0.127,-0.41537999999999997,-2.8062219890777795,0.024803061895481333,0.9595007235097164,0.09916863895684047,True
hsa-mir-4698,-0.3506633333333333,-0.44138999999999995,-0.47646999999999995,-0.13413000000000008,-2.7937118047160854,0.0252670909130096,0.9595007235097164,0.08419334370294132,True
hsa-mir-6828,-0.3428533333333334,-0.16513999999999995,-0.5119400000000001,-0.35148,-2.77418722699647,0.026009452192632922,0.9595007235097164,0.07583230513290522,True
hsa-mir-381,-0.3251566666666667,-0.2713899999999999,-0.45769000000000015,-0.2463900000000001,-2.771638303917902,0.026108029523938557,0.9595007235097164,0.03955024793343626,True
hsa-miR-4728-5p,-0.4300233333333332,-0.7745599999999999,-0.4593999999999998,-0.05610999999999988,-2.7625289617364497,0.026463514120159147,0.9595007235097164,0.1745265057602956,True
hsa-miR-6763-3p,-0.3101499999999999,-0.3434299999999999,-0.28867,-0.2983499999999999,-2.758594224844323,0.02661861763009779,0.9595007235097164,0.0029465798678274565,True
hsa-miR-4632-5p,-0.5451766666666664,-1.0790899999999999,0.006520000000000081,-0.5629599999999995,-2.7573834952949015,0.026666533384828665,0.9595007235097164,0.2241791125674845,False
hsa-mir-6804,-0.3446,-0.15420999999999996,-0.5222800000000001,-0.35731,-2.7571011186682064,0.026677721596957003,0.9595007235097164,0.08361818641668307,True
hsa-miR-553,0.30961,0.3294300000000001,0.3255699999999999,0.2738299999999999,2.752716057418888,0.02685209249093554,0.9595007235097164,0.0033349974262579982,True
hsa-mir-4530,0.30990999999999996,0.2781100000000001,0.3489199999999999,0.30269999999999997,2.752169379273612,0.026873913932992616,0.9595007235097164,0.004455829255390346,True
hsa-mir-6790,0.3342500000000001,0.3442700000000001,0.16754000000000002,0.49094000000000015,2.7361923323492032,0.027519868307231205,0.9595007235097164,0.07010790047859697,True
hsa-miR-4499,0.43727333333333346,0.7849900000000003,0.49516000000000004,0.03167000000000009,2.73546869924797,0.027549503980397398,0.9595007235097164,0.18443172138381678,True
hsa-mir-764,0.43711000000000005,0.25476,0.87595,0.18062,2.7276197223827334,0.027873088461517544,0.9595007235097164,0.18587732306274835,True
hsa-miR-32-5p,0.33443333333333336,0.3005500000000001,0.51674,0.18601,2.721462671480531,0.028129681348120047,0.9595007235097164,0.07475933541851017,True
hsa-miR-374a-3p,-0.3161300000000001,-0.4251100000000001,-0.30895000000000006,-0.21433000000000002,-2.714140910611725,0.02843800688832615,0.9595007235097164,0.03522296780906795,True
hsa-miR-6740-3p,-0.30992999999999993,-0.2532399999999999,-0.28023,-0.3963199999999999,-2.709556146415914,0.028632858292945568,0.9595007235097164,0.019472137869203703,True
hsa-mir-561,0.30544333333333334,0.36371,0.26478,0.28784,2.699257430340456,0.02907561569127049,0.9595007235097164,0.009437127706296157,True
hsa-miR-3934-5p,-0.34118000000000004,-0.17195000000000005,-0.29663000000000006,-0.5549600000000001,-2.6975203385747255,0.029150992597307798,0.9595007235097164,0.09410961440460612,True
hsa-miR-660-5p,-0.3401933333333334,-0.14986999999999995,-0.5389100000000004,-0.3317999999999999,-2.691777513882486,0.029401633180214902,0.9595007235097164,0.09399950016188038,True
hsa-mir-3671,-0.3037000000000001,-0.2738100000000001,-0.3553900000000001,-0.28190000000000004,-2.6900853647514884,0.029475910642475477,0.9595007235097164,0.0072222144899253,True
hsa-mir-450a-2,0.3545766666666666,0.36766999999999994,0.58039,0.11566999999999994,2.6855320133011307,0.02967674834241054,0.9595007235097164,0.11851499037808703,True
hsa-miR-382-5p,-0.37192333333333316,-0.06869999999999976,-0.4489099999999997,-0.59816,-2.6793574342867634,0.029951360949581906,0.9595007235097164,0.14224960971294953,True
hsa-miR-20a-3p,0.3664700000000001,0.5192800000000001,0.06025000000000014,0.5198800000000001,2.666337520852543,0.03053907314143504,0.9595007235097164,0.13905281394996402,True
hsa-miR-3185,-0.45255666666666655,-0.9280599999999999,-0.10966999999999993,-0.3199399999999999,-2.6660809992799672,0.030550771525969512,0.9595007235097164,0.20644159337031462,True
hsa-miR-23a-3p,-0.32035666666666646,-0.18501000000000012,-0.3003999999999998,-0.4756599999999995,-2.6612814637088884,0.030770505824679092,0.9595007235097164,0.0630566674180887,True
hsa-miR-4461,-0.30994000000000005,-0.19687999999999994,-0.32572,-0.40722000000000014,-2.6600990989448983,0.030824887839502844,0.9595007235097164,0.0368825655561389,True
hsa-mir-6761,-0.30278999999999995,-0.3111900000000001,-0.3677999999999999,-0.22937999999999992,-2.6556999179112784,0.03102809930898483,0.9595007235097164,0.017155989901938062,True
hsa-mir-99b,0.3066533333333334,0.41802000000000006,0.24690999999999996,0.2550300000000001,2.6488764887040324,0.031346038193902206,0.9595007235097164,0.03147976618457844,True
hsa-miR-550b-3p,-0.31750999999999996,-0.46702999999999995,-0.30931999999999993,-0.17618,-2.639431046717863,0.03179171529890495,0.9595007235097164,0.06349048960205046,True
hsa-mir-6836,-0.32062666666666667,-0.1428100000000001,-0.37732999999999994,-0.44174,-2.636386151943249,0.03193677768566501,0.9595007235097164,0.07172797912281031,True
hsa-mir-4326,-0.3019,-0.3212299999999999,-0.20724999999999993,-0.3772200000000001,-2.6238558727692447,0.03254096470869763,0.9595007235097164,0.026358997476865126,True
hsa-miR-4265,-0.29919666666666656,-0.21658999999999984,-0.31926999999999994,-0.3617299999999999,-2.617619115499397,0.032846074144892386,0.9595007235097164,0.020111953003544417,True
hsa-miR-3659,0.32797,0.50704,0.1306099999999999,0.34626,2.6114015925139626,0.033153180441480856,0.9595007235097164,0.09505517585759497,True
hsa-miR-939-5p,0.6198366666666667,1.2743700000000002,-0.11655999999999977,0.7016999999999998,2.6070250522046328,0.033371128054994335,0.9595007235097164,0.26438714431210575,False
hsa-miR-377-5p,-0.3158066666666666,-0.14119999999999988,-0.3644799999999999,-0.44174,-2.5998651470686935,0.03373087409163875,0.9595007235097164,0.07264955398348001,True
hsa-miR-548o-3p,0.45054333333333335,0.39875000000000005,0.91566,0.03722000000000003,2.596899798855825,0.03388103455148511,0.9595007235097164,0.21917528250544663,True
hsa-miR-4532,0.4970633333333332,1.0917,0.2798499999999997,0.11963999999999997,2.584161239487092,0.03453396732580218,0.9595007235097164,0.24034627130532685,True
hsa-mir-6125,-0.32264,-0.18212000000000006,-0.5326499999999998,-0.25315,-2.5788085827428966,0.0348121771749733,0.9595007235097164,0.09461306558649474,True
hsa-miR-3123,-0.2984233333333333,-0.24510999999999994,-0.40932999999999997,-0.24083,-2.5785524015571877,0.034825550145426785,0.9595007235097164,0.03285360625198902,True
hsa-miR-6824-5p,-0.5079033333333335,-0.4544300000000001,-1.0753000000000001,0.006019999999999914,-2.5700957078382443,0.035269979330738645,0.9595007235097164,0.24643006407818732,False
hsa-miR-1263,-0.3485833333333333,-0.5723399999999998,-0.07123000000000013,-0.40218,-2.569426307653217,0.03530540688496696,0.9595007235097164,0.1413227171600722,True
hsa-miR-320d,-0.3855666666666669,-0.7667400000000004,-0.1509400000000003,-0.23902,-2.5680821609847397,0.03537665549064889,0.9595007235097164,0.18278617143623058,True
hsa-mir-4492,0.29211666666666664,0.22449999999999992,0.29170000000000007,0.36014999999999997,2.5642399301739767,0.035581135324619276,0.9595007235097164,0.017500072172878495,True
hsa-miR-432-5p,-0.3010999999999999,-0.2851999999999997,-0.19089000000000045,-0.42720999999999965,-2.559717149098314,0.03582339092922877,0.9595007235097164,0.04829239560012413,True
hsa-miR-301b,0.3449766666666667,0.05676999999999999,0.48655000000000004,0.49161,2.5593356638489855,0.03584390194663942,0.9595007235097164,0.13902265762742128,True
hsa-let-7a-5p,-0.2998766666666673,-0.1718200000000003,-0.3916600000000017,-0.33614999999999995,-2.558333263917565,0.03589785472983246,0.9595007235097164,0.04518613194356903,True
hsa-miR-885-3p,-0.31327666666666665,-0.18283000000000005,-0.4996099999999999,-0.25739,-2.555218385454198,0.036066041855452195,0.9595007235097164,0.08188363009412503,True
hsa-miR-193a-5p,-0.8330533333333333,-0.5813900000000003,-1.9581600000000001,0.04039000000000037,-2.5506692023832294,0.03631312961703624,0.9595007235097164,0.29375510012144174,False
hsa-miR-4649-5p,-0.42334000000000005,-0.33686000000000016,-0.8686400000000001,-0.06451999999999991,-2.547701673466013,0.0364752465662594,0.9595007235097164,0.2148572426228594,True
hsa-miR-342-3p,-0.28641000000000005,-0.30630000000000024,-0.30550999999999995,-0.24741999999999997,-2.5448507929225976,0.03663169093759983,0.9595007235097164,0.0046017572033360075,True
hsa-mir-6785,0.32791333333333333,0.2771600000000001,0.14549999999999996,0.56108,2.543428653746604,0.03670998933966313,0.9595007235097164,0.11600348618089791,True
hsa-miR-640,0.38703333333333334,0.11892999999999998,0.26750000000000007,0.77467,2.5410730536323887,0.03684005924257789,0.9595007235097164,0.190520676695614,True
hsa-mir-139,-0.5394733333333335,0.14185999999999999,-0.7616400000000001,-0.9986400000000002,-2.5389193549420463,0.03695939461825219,0.9595007235097164,0.26071829543551367,False
hsa-mir-6890,-0.32870333333333335,-0.49319,-0.41176999999999997,-0.08115000000000006,-2.53240840530064,0.03732258101864348,0.9595007235097164,0.12085030621183587,True
hsa-miR-6768-5p,-0.41591666666666666,-0.2821800000000001,-0.8668199999999999,-0.0987499999999999,-2.5293897936563083,0.03749220196517959,0.9595007235097164,0.21434392493615312,True
hsa-mir-769,-0.29545000000000005,-0.33429,-0.38087000000000004,-0.17119000000000018,-2.528414145110563,0.03754719422515878,0.9595007235097164,0.04330787180369503,True
hsa-miR-590-3p,-0.32288333333333336,-0.2590300000000001,-0.15428999999999993,-0.5553300000000001,-2.5169946245922916,0.038197036205192526,0.9595007235097164,0.11496547113503017,True
hsa-miR-616-3p,0.2900933333333334,0.3064600000000002,0.1923499999999999,0.3714700000000002,2.51510392789877,0.038305735800464466,0.9595007235097164,0.0310576107911246,True
hsa-mir-548at,-0.28194333333333327,-0.27413,-0.28959,-0.28210999999999986,-2.51483159511017,0.038321418801513234,0.9595007235097164,0.00025055450831026817,True
hsa-miR-522-3p,-0.3243466666666666,-0.07867999999999986,-0.41637,-0.47799,-2.5082766830436416,0.038700891729802935,0.9595007235097164,0.1205228254674261,True
