Gene,logFC,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,consistent_direction
LOC339988,-0.18169333333333326,-0.10165000000000002,-0.19784999999999986,-0.2455799999999999,-1.3315668112650574,0.21530379985282558,0.965529473937469,0.05021699217789392,True
BIRC5,-0.18845333333333336,-0.22728000000000015,-0.32258999999999993,-0.015490000000000004,-1.3315286621035727,0.21531585460961927,0.965529473937469,0.17347267508969114,True
PFDN4,-0.31287666666666664,0.4748100000000002,-0.9091900000000002,-0.5042499999999999,-1.3315085757036023,0.21532220194149643,0.965529473937469,0.5258608159227759,False
LOC105371528,0.18332333333333337,0.29880000000000007,0.12775999999999998,0.12341000000000002,1.3314700652961222,0.21533437172787195,0.965529473937469,0.0865523926752349,True
LOC105376310,0.22395666666666658,-0.15921000000000007,0.5822499999999999,0.24882999999999988,1.3312721114174326,0.2153969368613983,0.965529473937469,0.40587541634636376,False
MIR509-3,0.24739333333333335,0.37901000000000007,0.6401200000000001,-0.27695000000000003,1.3312462490621295,0.2154051120268508,0.965529473937469,0.4601878260236053,False
TRIML2,-0.18630666666666673,-0.05630000000000002,-0.1737200000000001,-0.3289000000000001,-1.3310332484836822,0.21547245207397664,0.965529473937469,0.14222243366103152,True
LOC105371399,-0.1798966666666667,-0.1580600000000001,-0.17625000000000002,-0.20538,-1.3310059668368317,0.2154810784373434,0.965529473937469,0.005817399592930224,True
SIK3-IT1,-0.38058999999999993,0.5885199999999999,-1.27222,-0.45806999999999976,-1.330792817315799,0.21554848560755369,0.965529473937469,0.5529917249577563,False
LOC105374344,-0.19044666666666674,-0.391,-0.11712999999999996,-0.06321000000000021,-1.3306889666188422,0.21558133416295286,0.965529473937469,0.20136257798732232,True
TRPM7,-0.2552533333333334,0.10322999999999993,-0.8317899999999998,-0.037200000000000344,-1.3306339882577316,0.21559872583340464,0.965529473937469,0.4730468832135354,False
RNF113A,0.2768200000000001,-0.23961999999999994,0.1567700000000003,0.9133100000000001,1.3304327236710296,0.21566240328536035,0.965529473937469,0.4990670464919324,False
BRS3,-0.20200666666666667,-0.30237,-0.3938400000000001,0.0901900000000001,-1.3303491041473192,0.21568886405594578,0.965529473937469,0.30667652994140737,False
FAM198B,-0.19767,0.0095799999999997,-0.44453999999999994,-0.1580499999999998,-1.3303191665298055,0.21569833825533308,0.965529473937469,0.2744730041709323,False
CRYZL1,-0.21764666666666657,-0.5462999999999999,-0.24278999999999984,0.13615,-1.330315651513651,0.21569945065689797,0.965529473937469,0.3851621415216574,False
LOC105376150,-0.18906333333333328,-0.11871999999999994,-0.07160999999999995,-0.37686,-1.3302776562358227,0.21571147537861143,0.965529473937469,0.1845006655346304,True
SFTPD,-0.20627333333333353,-0.5010700000000001,0.06144999999999978,-0.17920000000000025,-1.3302326568877272,0.21572571747474417,0.965529473937469,0.3330502448041229,False
KLHL6-AS1,-0.21600666666666668,-0.58758,-0.12024999999999997,0.05980999999999992,-1.3298591910003574,0.21584394836683332,0.965529473937469,0.37927030487206237,False
MFSD2B,-0.21136999999999992,0.11613000000000007,-0.5015199999999997,-0.24872000000000005,-1.3296637489138345,0.2159058426897983,0.965529473937469,0.3596515542530679,False
FAM118A,-0.19526000000000007,-0.37531000000000003,-0.2515400000000001,0.04106999999999994,-1.3296211984636968,0.21591931992344499,0.965529473937469,0.25452412445035744,False
DGCR8,0.1876233333333334,0.13378,0.06993000000000027,0.3591599999999999,1.3295987393788218,0.2159264337963488,0.965529473937469,0.16586638367603967,True
LOC643387,-0.22022666666666665,-0.55776,0.15037999999999996,-0.25329999999999986,-1.3293607745438552,0.21600182084101463,0.965529473937469,0.3952731490465689,False
PRAMEF16,-0.20698666666666674,-0.4731200000000002,-0.24515999999999982,0.09731999999999985,-1.3292184253249248,0.21604692754307506,0.965529473937469,0.3381489587395803,False
RASA4B,0.20180000000000042,0.14169000000000054,0.4835099999999999,-0.01979999999999915,1.329168556152949,0.2160627316412792,0.965529473937469,0.3068115870319961,False
LIPT2,0.1914366666666664,0.15613999999999972,0.3925799999999997,0.02558999999999978,1.328839658502379,0.21616698737727308,0.965529473937469,0.2166191041647778,True
WDR86-AS1,0.19289333333333344,-0.03500000000000014,0.31069000000000013,0.3029900000000003,1.3287898541287713,0.21618277832747884,0.965529473937469,0.23262290874543892,False
MIR199A1,0.18632666666666667,0.06994,0.34217,0.14687000000000006,1.3287052030922542,0.21620961997262975,0.965529473937469,0.1481854142410577,True
ERO1A,-0.18204666666666633,-0.08808999999999978,-0.2588699999999995,-0.1991799999999997,-1.3285982393337579,0.21624354068037813,0.965529473937469,0.06794256542988984,True
IWS1,0.2142866666666666,0.2192400000000001,0.53843,-0.1148100000000003,1.3284170454227366,0.2163010117317723,0.965529473937469,0.37366492569049786,False
MAN2C1,0.20585,0.5307900000000001,0.04915000000000003,0.03760999999999992,1.3283789187410062,0.216313106383751,0.965529473937469,0.33279924048925524,True
CACNG8,0.19016666666666668,0.37329999999999997,0.17546000000000017,0.02173999999999987,1.3283352462100906,0.2163269610052859,0.965529473937469,0.20257365598391805,True
COQ3,-0.20482,-0.51816,-0.09811000000000003,0.0018099999999999783,-1.3279892816135925,0.21643674081189293,0.965529473937469,0.32730539371017003,False
LOC440028,0.20334,0.40737,0.30191999999999997,-0.09926999999999997,1.327956367058156,0.2164471875424777,0.965529473937469,0.3183523942579196,False
LOC105375627,-0.18794,-0.05246000000000001,-0.15117000000000003,-0.36019,-1.327949552585216,0.21644935043692382,0.965529473937469,0.1740829286293196,True
IDS,-0.24716999999999997,0.08314000000000021,-0.03422999999999998,-0.7904200000000001,-1.3278864558795247,0.21646937801739546,0.965529473937469,0.46184575299090913,False
