Ontology,GO_ID,GO_term,candidate_hits,candidate_total,term_size,background_size,odds_ratio,P.Value,Genes,adj.P.Val,FDR_significant,single_gene_supported
BP,GO:0060397,JAK-STAT cascade involved in growth hormone signaling pathway,1,57,24,18514,14.312111801242237,0.07137481786939814,JAK3,0.17447177701408434,False,True
CC,GO:0005771,multivesicular body,1,57,25,18514,13.715029761904763,0.07423753476401379,SNORA31,0.17907154876384362,False,True
BP,GO:0043542,endothelial cell migration,1,57,25,18514,13.715029761904763,0.07423753476401379,PRKX,0.17907154876384362,False,True
BP,GO:0033209,tumor necrosis factor-mediated signaling pathway,2,57,146,18514,4.62449494949495,0.07441934494081813,PSME2;TNFRSF10D,0.17907154876384362,False,False
BP,GO:0000209,protein polyubiquitination,2,57,147,18514,4.592351097178684,0.07530106707154904,PSME2;UBE2A,0.18025436780857854,False,False
BP,GO:0043066,negative regulation of apoptotic process,4,57,521,18514,2.618882522535674,0.07629641009245247,PCID2;PSME2;SNORA31;TNFRSF10D,0.18169557455006724,False,False
CC,GO:0031519,PcG protein complex,1,57,26,18514,13.165714285714285,0.0770915809816811,PHC1,0.18171586945681975,False,True
BP,GO:2000377,regulation of reactive oxygen species metabolic process,1,57,26,18514,13.165714285714285,0.0770915809816811,COQ7,0.18171586945681975,False,True
CC,GO:0005741,mitochondrial outer membrane,2,57,151,18514,4.468090298962782,0.078861481189278,CISD1;TOMM40L,0.1828261674770829,False,False
BP,GO:0006302,double-strand break repair,2,57,151,18514,4.468090298962782,0.078861481189278,HIST1H4B;HIST1H4D,0.1828261674770829,False,False
BP,GO:0006891,intra-Golgi vesicle-mediated transport,1,57,27,18514,12.658653846153847,0.07993698231681981,RAB6C,0.1828261674770829,False,True
BP,GO:0030099,myeloid cell differentiation,1,57,27,18514,12.658653846153847,0.07993698231681981,PRKX,0.1828261674770829,False,True
BP,GO:0051928,positive regulation of calcium ion transport,1,57,27,18514,12.658653846153847,0.07993698231681981,JAK3,0.1828261674770829,False,True
BP,GO:0070979,protein K11-linked ubiquitination,1,57,27,18514,12.658653846153847,0.07993698231681981,UBE2A,0.1828261674770829,False,True
BP,GO:0035329,hippo signaling,1,57,28,18514,12.18915343915344,0.08277376448850492,MOB1B,0.18563824851305472,False,True
BP,GO:0042476,odontogenesis,1,57,28,18514,12.18915343915344,0.08277376448850492,WNT10A,0.18563824851305472,False,True
MF,GO:0046966,thyroid hormone receptor binding,1,57,28,18514,12.18915343915344,0.08277376448850492,ZNHIT3,0.18563824851305472,False,True
BP,GO:0050832,defense response to fungus,1,57,28,18514,12.18915343915344,0.08277376448850492,GNLY,0.18563824851305472,False,True
BP,GO:0006413,translational initiation,2,57,156,18514,4.3218417945690675,0.0833853344648696,EIF1AX;EIF5,0.18610639866072348,False,False
BP,GO:0006260,DNA replication,2,57,158,18514,4.265967365967366,0.08521698404876382,CHAF1B;HELB,0.18928003187754272,False,False
BP,GO:0007606,sensory perception of chemical stimulus,1,57,30,18514,11.347290640394089,0.08842157384238553,OR1E2,0.19178763903841367,False,True
BP,GO:0031069,hair follicle morphogenesis,1,57,30,18514,11.347290640394089,0.08842157384238553,WNT10A,0.19178763903841367,False,True
BP,GO:0042327,positive regulation of phosphorylation,1,57,30,18514,11.347290640394089,0.08842157384238553,MOB1B,0.19178763903841367,False,True
BP,GO:0043029,T cell homeostasis,1,57,30,18514,11.347290640394089,0.08842157384238553,JAK3,0.19178763903841367,False,True
MF,GO:0061631,ubiquitin conjugating enzyme activity,1,57,30,18514,11.347290640394089,0.08842157384238553,UBE2A,0.19178763903841367,False,True
BP,GO:0050896,response to stimulus,4,57,553,18514,2.461834553390384,0.09029353310388705,OR10H2;OR1E2;OR1S2;OR2L3,0.1942372592840191,False,False
MF,GO:0003674,molecular_function,5,57,778,18514,2.199721365309981,0.09061985003648042,F8A1;HIST1H2AJ;OR2L3;SBNO1;TOMM40L,0.1942372592840191,False,False
BP,GO:0044267,cellular protein metabolic process,5,57,779,18514,2.196755118266746,0.09099840522543522,EIF1AX;EIF5;HIST1H4B;HIST1H4D;PHC1,0.1942372592840191,False,False
MF,GO:0004003,ATP-dependent DNA helicase activity,1,57,31,18514,10.968452380952382,0.09123265208794837,HELB,0.1942372592840191,False,True
BP,GO:0012501,programmed cell death,2,57,167,18514,4.0312947658402205,0.09360864443984818,OCLN;PSME2,0.1983756554489322,False,False
BP,GO:0051297,centrosome organization,1,57,32,18514,10.61405529953917,0.09403521329722112,CROCCP2,0.1983756554489322,False,True
BP,GO:0007032,endosome organization,1,57,33,18514,10.281808035714286,0.09682928281578285,HOOK3,0.203341493913144,False,True
BP,GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",1,57,34,18514,9.969696969696969,0.0996148859151551,RAB6C,0.20730665447207955,False,True
BP,GO:0031122,cytoplasmic microtubule organization,1,57,34,18514,9.969696969696969,0.0996148859151551,HOOK3,0.20730665447207955,False,True
BP,GO:0006641,triglyceride metabolic process,1,57,35,18514,9.67594537815126,0.10239204779301427,GK5,0.21213061022588606,False,True
CC,GO:0000788,nuclear nucleosome,1,57,36,18514,9.398979591836735,0.10516079357340274,HIST1H2BL,0.2149747196058056,False,True
MF,GO:0004180,carboxypeptidase activity,1,57,36,18514,9.398979591836735,0.10516079357340274,CPVL,0.2149747196058056,False,True
MF,GO:0019894,kinesin binding,1,57,36,18514,9.398979591836735,0.10516079357340274,PRC1,0.2149747196058056,False,True
MF,GO:0005109,frizzled binding,1,57,37,18514,9.137400793650794,0.1079211483069407,WNT10A,0.21772738217382798,False,True
BP,GO:0006446,regulation of translational initiation,1,57,37,18514,9.137400793650794,0.1079211483069407,EIF5,0.21772738217382798,False,True
BP,GO:0007040,lysosome organization,1,57,37,18514,9.137400793650794,0.1079211483069407,HOOK3,0.21772738217382798,False,True
BP,GO:0008333,endosome to lysosome transport,1,57,39,18514,8.655545112781954,0.11341678447009798,HOOK3,0.22683356894019596,False,True
BP,GO:0030148,sphingolipid biosynthetic process,1,57,39,18514,8.655545112781954,0.11341678447009798,ALDH3B1,0.22683356894019596,False,True
BP,GO:0006342,chromatin silencing,1,57,40,18514,8.433150183150182,0.11615211563573821,HIST1H2AJ,0.22835011669664276,False,True
CC,GO:0016604,nuclear body,1,57,40,18514,8.433150183150182,0.11615211563573821,PHC1,0.22835011669664276,False,True
BP,GO:0038083,peptidyl-tyrosine autophosphorylation,1,57,40,18514,8.433150183150182,0.11615211563573821,JAK3,0.22835011669664276,False,True
BP,GO:0048536,spleen development,1,57,40,18514,8.433150183150182,0.11615211563573821,PCID2,0.22835011669664276,False,True
MF,GO:0051287,NAD binding,1,57,41,18514,8.221875,0.11887915522698868,GLYR1,0.2311545174962666,False,True
BP,GO:0070830,bicellular tight junction assembly,1,57,41,18514,8.221875,0.11887915522698868,OCLN,0.2311545174962666,False,True
MF,GO:0008017,microtubule binding,2,57,193,18514,3.4775821037601142,0.11907959992231915,HOOK3;PRC1,0.2311545174962666,False,False
MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",1,57,42,18514,8.020905923344948,0.12159792793050529,GK5,0.23505540880290146,False,True
CC,GO:0005801,cis-Golgi network,1,57,43,18514,7.829506802721088,0.12430845836077604,HOOK3,0.23929378234449392,False,True
BP,GO:0030218,erythrocyte differentiation,1,57,44,18514,7.647009966777409,0.1270107710603286,JAK3,0.24247510838790004,False,True
CC,GO:0042645,mitochondrial nucleoid,1,57,44,18514,7.647009966777409,0.1270107710603286,TFB2M,0.24247510838790004,False,True
MF,GO:0003682,chromatin binding,3,57,409,18514,2.470032840722496,0.13144931488238268,CHAF1B;COQ7;PHC1,0.2496513003200716,False,False
BP,GO:0001942,hair follicle development,1,57,46,18514,7.306349206349206,0.13239084107882584,WNT10A,0.2496513003200716,False,True
CC,GO:0005876,spindle microtubule,1,57,46,18514,7.306349206349206,0.13239084107882584,PRC1,0.2496513003200716,False,True
MF,GO:0004715,non-membrane spanning protein tyrosine kinase activity,1,57,47,18514,7.147127329192546,0.13506864712487884,JAK3,0.2516536754365346,False,True
BP,GO:0070936,protein K48-linked ubiquitination,1,57,47,18514,7.147127329192546,0.13506864712487884,UBE2A,0.2516536754365346,False,True
BP,GO:0032259,methylation,2,57,209,18514,3.2059727711901624,0.13552440399247712,OCLN;TFB2M,0.2516536754365346,False,False
BP,GO:0006955,immune response,3,57,415,18514,2.433252427184466,0.13563152637163878,FCGR3B;SLED1;TNFRSF10D,0.2516536754365346,False,False
BP,GO:0006921,cellular component disassembly involved in execution phase of apoptosis,1,57,48,18514,6.99468085106383,0.13773833289484055,OCLN,0.2535263338542484,False,True
BP,GO:0051603,proteolysis involved in cellular protein catabolic process,1,57,48,18514,6.99468085106383,0.13773833289484055,CPVL,0.2535263338542484,False,True
BP,GO:0000910,cytokinesis,1,57,49,18514,6.848586309523809,0.14039992257452175,PRC1,0.2553730875174372,False,True
BP,GO:0051865,protein autoubiquitination,1,57,49,18514,6.848586309523809,0.14039992257452175,UBE2A,0.2553730875174372,False,True
BP,GO:0071560,cellular response to transforming growth factor beta stimulus,1,57,49,18514,6.848586309523809,0.14039992257452175,WNT10A,0.2553730875174372,False,True
MF,GO:0030246,carbohydrate binding,2,57,216,18514,3.0999150382327954,0.1428743084252346,KLRF1;SIGLEC7,0.256165462825192,False,False
BP,GO:0009411,response to UV,1,57,50,18514,6.708454810495627,0.1430534402790033,UBE2A,0.256165462825192,False,True
BP,GO:0030155,regulation of cell adhesion,1,57,50,18514,6.708454810495627,0.1430534402790033,PRKX,0.256165462825192,False,True
MF,GO:0035064,methylated histone binding,1,57,50,18514,6.708454810495627,0.1430534402790033,GLYR1,0.256165462825192,False,True
BP,GO:0006521,regulation of cellular amino acid metabolic process,1,57,51,18514,6.573928571428572,0.14569891005283872,PSME2,0.25889575555542876,False,True
BP,GO:0043588,skin development,1,57,51,18514,6.573928571428572,0.14569891005283872,WNT10A,0.25889575555542876,False,True
CC,GO:0005856,cytoskeleton,6,57,1170,18514,1.7478269658378816,0.14945075096918858,BLOC1S2;HOOK3;JAK3;PRC1;RAB6C;SGOL1,0.2645450074627016,False,False
MF,GO:0005070,SH3/SH2 adaptor activity,1,57,53,18514,6.320398351648351,0.15096580163536313,SH2D1A,0.2651946781579383,False,True
BP,GO:0032508,DNA duplex unwinding,1,57,53,18514,6.320398351648351,0.15096580163536313,HELB,0.2651946781579383,False,True
BP,GO:0022008,neurogenesis,1,57,54,18514,6.2008086253369274,0.1535872711823425,COQ7,0.2687777245690994,False,True
CC,GO:0030139,endocytic vesicle,1,57,56,18514,5.974675324675324,0.15880637661025301,OCLN,0.2768624377129694,False,True
BP,GO:0000186,activation of MAPKK activity,2,57,232,18514,2.8817391304347826,0.15998006979848245,JAK3;PSME2,0.27786012122894316,False,False
BP,GO:0001701,in utero embryonic development,2,57,233,18514,2.8691066509248326,0.16106199217583392,COQ7;UBE2A,0.27824132698891074,False,False
BP,GO:0006959,humoral immune response,1,57,57,18514,5.8676658163265305,0.1614040598117491,SH2D1A,0.27824132698891074,False,True
CC,GO:0005829,cytosol,13,57,3174,18514,1.4296971614276264,0.16727928246441964,ALDH3B1;BLOC1S2;CHAF1B;EIF1AX;EIF5;JAK3;MOB1B;OCLN;PRC1;PSME2;SGOL1;SH2D1A;UBE2A,0.2872975037121259,False,False
BP,GO:0042102,positive regulation of T cell proliferation,1,57,60,18514,5.568401937046005,0.16914991383822559,JAK3,0.2894342970120749,False,True
MF,GO:0004872,receptor activity,2,57,242,18514,2.7601515151515152,0.17085985678552967,OR1E2;SIGLEC7,0.2902104920401276,False,False
BP,GO:0007265,Ras protein signal transduction,2,57,242,18514,2.7601515151515152,0.17085985678552967,JAK3;PSME2,0.2902104920401276,False,False
CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,1,57,61,18514,5.475297619047619,0.1717162113840811,JAK3,0.2905966654192142,False,True
MF,GO:0004004,ATP-dependent RNA helicase activity,1,57,62,18514,5.385245901639344,0.17427472089208024,HELB,0.29385007683263165,False,True
MF,GO:0003924,GTPase activity,2,57,246,18514,2.714307004470939,0.17524728218320196,EIF5;RAB6C,0.29386102552571486,False,False
CC,GO:0000502,proteasome complex,1,57,63,18514,5.298099078341014,0.17682546557607953,PSME2,0.29386102552571486,False,True
BP,GO:0009967,positive regulation of signal transduction,1,57,63,18514,5.298099078341014,0.17682546557607953,SH2D1A,0.29386102552571486,False,True
MF,GO:0051536,iron-sulfur cluster binding,1,57,63,18514,5.298099078341014,0.17682546557607953,CISD1,0.29386102552571486,False,True
BP,GO:0042147,"retrograde transport, endosome to Golgi",1,57,65,18514,5.131975446428571,0.18190375298800254,RAB6C,0.3001411924302042,False,True
BP,GO:0051436,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,1,57,65,18514,5.131975446428571,0.18190375298800254,PSME2,0.3001411924302042,False,True
BP,GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",1,57,66,18514,5.052747252747253,0.1844313418047234,PSME2,0.3032287541415737,False,True
BP,GO:0008284,positive regulation of cell proliferation,3,57,483,18514,2.080671296296296,0.18597222150286707,BLOC1S2;PRC1;UBE2A,0.3039310703535165,False,False
MF,GO:0019903,protein phosphatase binding,1,57,67,18514,4.975919913419913,0.18695125797542672,JAK3,0.3039310703535165,False,True
MF,GO:0003712,transcription cofactor activity,1,57,68,18514,4.901385927505331,0.18946352437621808,TFB2M,0.3039310703535165,False,True
BP,GO:0032482,Rab protein signal transduction,1,57,68,18514,4.901385927505331,0.18946352437621808,RAB6C,0.3039310703535165,False,True
BP,GO:0038061,NIK/NF-kappaB signaling,1,57,68,18514,4.901385927505331,0.18946352437621808,PSME2,0.3039310703535165,False,True
BP,GO:0045216,cell-cell junction organization,1,57,68,18514,4.901385927505331,0.18946352437621808,OCLN,0.3039310703535165,False,True
BP,GO:0071300,cellular response to retinoic acid,1,57,68,18514,4.901385927505331,0.18946352437621808,PHC1,0.3039310703535165,False,True
BP,GO:0030183,B cell differentiation,1,57,70,18514,4.75879917184265,0.1944651990378387,JAK3,0.30980317915683275,False,True
BP,GO:0061136,regulation of proteasomal protein catabolic process,1,57,70,18514,4.75879917184265,0.1944651990378387,PSME2,0.30980317915683275,False,True
BP,GO:0051437,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,1,57,71,18514,4.690561224489796,0.19695465271680432,PSME2,0.3126908919421429,False,True
BP,GO:0045165,cell fate commitment,1,57,72,18514,4.624245472837022,0.1994365474625149,WNT10A,0.3155468661906914,False,True
BP,GO:0030334,regulation of cell migration,1,57,73,18514,4.559771825396825,0.2019109058181507,PRKX,0.31731127000388337,False,True
BP,GO:0000165,MAPK cascade,2,57,270,18514,2.46797829036635,0.20192535363883488,JAK3;PSME2,0.31731127000388337,False,False
MF,GO:0016301,kinase activity,4,57,756,18514,1.7768968285828983,0.20310737935209108,GK5;JAK3;MOB1B;PRKX,0.3180868110531054,False,False
BP,GO:0051439,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,1,57,74,18514,4.49706457925636,0.20437775026087981,PSME2,0.31899500209637327,False,True
BP,GO:0016310,phosphorylation,4,57,760,18514,1.7670959369072576,0.20566608262240962,GK5;JAK3;MOB1B;PRKX,0.3199250174126372,False,False
CC,GO:0016324,apical plasma membrane,2,57,278,18514,2.395388669301713,0.21092807790221915,OCLN;SLC52A3,0.32700930198263506,False,False
BP,GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",1,57,77,18514,4.318843984962406,0.21173342389710206,PSME2,0.3271600061553885,False,True
BP,GO:0000226,microtubule cytoskeleton organization,1,57,78,18514,4.26252319109462,0.21417043614626752,PRC1,0.3289491494999893,False,True
BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,2,57,281,18514,2.3692407950472467,0.21431535497726575,JAK3;PSME2,0.3289491494999893,False,False
BP,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,1,57,79,18514,4.20764652014652,0.21660004588480436,TNFRSF10D,0.3313550370820517,False,True
BP,GO:0031145,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,1,57,80,18514,4.1541591320072335,0.21902227519777256,PSME2,0.33395475624214827,False,True
CC,GO:0070062,extracellular exosome,11,57,2756,18514,1.3687495050289062,0.2205428525413337,ALDH3B1;CISD1;CPVL;FCGR3B;HIST1H2AJ;HIST1H2BL;HIST1H4B;HIST1H4D;MOB1B;PSME2;SNORA31,0.33432667157110424,False,False
BP,GO:0007059,chromosome segregation,1,57,81,18514,4.102008928571428,0.22143714610553658,SGOL1,0.33432667157110424,False,True
BP,GO:0042590,antigen processing and presentation of exogenous peptide antigen via MHC class I,1,57,81,18514,4.102008928571428,0.22143714610553658,PSME2,0.33432667157110424,False,True
BP,GO:0006595,polyamine metabolic process,1,57,82,18514,4.0511463844797175,0.22384468056395282,PSME2,0.3368607244968932,False,True
BP,GO:0008543,fibroblast growth factor receptor signaling pathway,2,57,292,18514,2.2779937304075237,0.2267798348555478,JAK3;PSME2,0.34016975228332175,False,False
MF,GO:0004930,G-protein coupled receptor activity,4,57,795,18514,1.6855663955346707,0.22845691905208945,OR10H2;OR1E2;OR1S2;OR2L3,0.34157636440797845,False,False
BP,GO:0006767,water-soluble vitamin metabolic process,1,57,85,18514,3.905824829931973,0.23102348383792048,SLC52A3,0.3442995146229654,False,True
CC,GO:0000777,condensed chromosome kinetochore,1,57,87,18514,3.814576411960133,0.2357730700784348,SGOL1,0.3491255076161438,False,True
BP,GO:0007005,mitochondrion organization,1,57,87,18514,3.814576411960133,0.2357730700784348,TFB2M,0.3491255076161438,False,True
BP,GO:0008286,insulin receptor signaling pathway,2,57,304,18514,2.1860325105358216,0.24044085073732813,JAK3;PSME2,0.35384761271952075,False,False
MF,GO:0017137,Rab GTPase binding,1,57,89,18514,3.7274756493506493,0.24049383202149244,RABGGTB,0.35384761271952075,False,True
MF,GO:0004497,monooxygenase activity,1,57,90,18514,3.6853932584269664,0.2428434576157818,COQ7,0.3561704045031467,False,True
BP,GO:0006665,sphingolipid metabolic process,1,57,91,18514,3.644246031746032,0.24518594149093909,ALDH3B1,0.358468053698778,False,True
BP,GO:0006766,vitamin metabolic process,1,57,93,18514,3.564635093167702,0.24984956930487726,SLC52A3,0.362988996914633,False,True
BP,GO:0016925,protein sumoylation,1,57,93,18514,3.564635093167702,0.24984956930487726,PHC1,0.362988996914633,False,True
BP,GO:0007173,epidermal growth factor receptor signaling pathway,2,57,320,18514,2.0742138364779876,0.2587210660602031,JAK3;PSME2,0.37469947498374245,False,False
MF,GO:0051082,unfolded protein binding,1,57,99,18514,3.345298833819242,0.2636712560296802,CHAF1B,0.38067537589285083,False,True
BP,GO:0045893,"positive regulation of transcription, DNA-templated",3,57,580,18514,1.7215482380127094,0.2644987142957905,BLOC1S2;PCID2;TFB2M,0.3806803925378668,False,False
CC,GO:0005874,microtubule,2,57,326,18514,2.035129068462402,0.26558645061839325,HOOK3;PRC1,0.38105882045247724,False,False
CC,GO:0030141,secretory granule,1,57,101,18514,3.278035714285714,0.26822264548936053,GZMK,0.3833295685727584,False,True
BP,GO:0038095,Fc-epsilon receptor signaling pathway,2,57,330,18514,2.0098669623059866,0.2701645221300474,JAK3;PSME2,0.3833295685727584,False,False
CC,GO:0000785,chromatin,1,57,102,18514,3.2454031117397455,0.27048796397125374,UBE2A,0.3833295685727584,False,True
BP,GO:0018105,peptidyl-serine phosphorylation,1,57,102,18514,3.2454031117397455,0.27048796397125374,PRKX,0.3833295685727584,False,True
BP,GO:0034605,cellular response to heat,1,57,104,18514,3.1820388349514563,0.27499795165539204,SLC52A3,0.3885292161002787,False,True
BP,GO:0006412,translation,2,57,336,18514,1.9731083287969515,0.2770316141704912,EIF1AX;EIF5,0.3902091638620943,False,False
MF,GO:0016491,oxidoreductase activity,3,57,597,18514,1.6706883651328095,0.2787508783576774,ALDH3B1;COQ7;GLYR1,0.39143740365120655,False,False
BP,GO:0006874,cellular calcium ion homeostasis,1,57,107,18514,3.091475741239892,0.28171161781792553,SNORA31,0.39320473544375106,False,True
CC,GO:0012505,endomembrane system,1,57,107,18514,3.091475741239892,0.28171161781792553,JAK3,0.39320473544375106,False,True
BP,GO:0006464,cellular protein modification process,1,57,108,18514,3.06241655540721,0.283935904110335,RABGGTB,0.39511562559932156,False,True
BP,GO:0006396,RNA processing,1,57,111,18514,2.978409090909091,0.29056823965895967,HELB,0.4031307108781963,False,True
BP,GO:0009615,response to virus,1,57,112,18514,2.9514157014157014,0.2927655776114371,SNORA31,0.4037543189745789,False,True
BP,GO:0022904,respiratory electron transport chain,1,57,112,18514,2.9514157014157014,0.2927655776114371,COQ7,0.4037543189745789,False,True
CC,GO:0005923,bicellular tight junction,1,57,113,18514,2.924904336734694,0.2949562287404531,OCLN,0.40436135809522056,False,True
BP,GO:0031175,neuron projection development,1,57,113,18514,2.924904336734694,0.2949562287404531,BLOC1S2,0.40436135809522056,False,True
CC,GO:0000776,kinetochore,1,57,114,18514,2.8988621997471555,0.2971402130327085,SGOL1,0.40615023201512224,False,True
BP,GO:0006364,rRNA processing,1,57,118,18514,2.799145299145299,0.305809879518717,TFB2M,0.4155416598166096,False,True
CC,GO:0031982,vesicle,1,57,118,18514,2.799145299145299,0.305809879518717,ALDH3B1,0.4155416598166096,False,True
BP,GO:0007049,cell cycle,3,57,632,18514,1.5746334569863982,0.3083263445194935,CHAF1B;PRC1;SGOL1,0.41773246676834597,False,False
BP,GO:0002223,stimulatory C-type lectin receptor signaling pathway,1,57,121,18514,2.7287202380952382,0.3122430982567072,PSME2,0.4208266302338184,False,True
MF,GO:0005525,GTP binding,2,57,367,18514,1.8024408468244084,0.3124318921432894,EIF5;RAB6C,0.4208266302338184,False,False
BP,GO:0015031,protein transport,3,57,639,18514,1.5566911250873514,0.31426570261013664,HOOK3;RAB6C;TOMM40L,0.4209884078034356,False,False
BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,1,57,122,18514,2.706021251475797,0.3143744603726954,JAK3,0.4209884078034356,False,True
BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,1,57,125,18514,2.6401209677419355,0.32072968683947234,JAK3,0.42702338708886517,False,True
CC,GO:0030496,midbody,1,57,125,18514,2.6401209677419355,0.32072968683947234,PRC1,0.42702338708886517,False,True
BP,GO:0051301,cell division,2,57,377,18514,1.7534060606060606,0.32379273350011467,PRC1;SGOL1,0.4298627668880833,False,False
BP,GO:0006979,response to oxidative stress,1,57,128,18514,2.5773340832395952,0.32702702925409494,COQ7,0.43291257167734054,False,True
MF,GO:0004713,protein tyrosine kinase activity,1,57,130,18514,2.5370985603543743,0.33119335565642777,JAK3,0.4371752294664847,False,True
BP,GO:0090263,positive regulation of canonical Wnt signaling pathway,1,57,131,18514,2.517445054945055,0.3332670055001824,PSME2,0.43865913544468454,False,True
MF,GO:0016740,transferase activity,6,57,1537,18514,1.3006493257002343,0.3348558893616946,GK5;JAK3;PRKX;RABGGTB;TFB2M;UBE2A,0.43887950238109646,False,False
CC,GO:0000775,"chromosome, centromeric region",1,57,132,18514,2.4980916030534353,0.33533433839940924,SGOL1,0.43887950238109646,False,True
BP,GO:0048011,neurotrophin TRK receptor signaling pathway,2,57,396,18514,1.6670973696354408,0.34525296638719394,JAK3;PSME2,0.44973670884377,False,False
BP,GO:0007605,sensory perception of sound,1,57,137,18514,2.405593487394958,0.34557690831068905,SLC52A3,0.44973670884377,False,True
BP,GO:0030182,neuron differentiation,1,57,138,18514,2.3879040667361835,0.34760673451879076,WNT10A,0.4511076161451723,False,True
CC,GO:0031225,anchored component of membrane,1,57,139,18514,2.3704710144927534,0.34963037492651977,FCGR3B,0.45246283814020205,False,True
BP,GO:0007186,G-protein coupled receptor signaling pathway,4,57,973,18514,1.3620733298284557,0.35168621874120093,OR10H2;OR1E2;OR1S2;OR2L3,0.45385204764925935,False,False
MF,GO:0004386,helicase activity,1,57,141,18514,2.3363520408163265,0.35365917234772715,HELB,0.455126845751114,False,True
BP,GO:0018108,peptidyl-tyrosine phosphorylation,1,57,142,18514,2.3196555217831816,0.3556643662287579,JAK3,0.4564359366602393,False,True
MF,GO:0004871,signal transducer activity,4,57,985,18514,1.3444886811686187,0.3602042139853143,OR10H2;OR1E2;OR1S2;OR2L3,0.4609815702526737,False,False
BP,GO:0002250,adaptive immune response,1,57,146,18514,2.2551724137931033,0.36362420382054,JAK3,0.46407287890908694,False,True
MF,GO:0008236,serine-type peptidase activity,1,57,147,18514,2.2396037181996085,0.36559901982567006,GZMK,0.46518566818119395,False,True
BP,GO:0006816,calcium ion transport,1,57,148,18514,2.2242468415937804,0.36756781472249245,SNORA31,0.46518566818119395,False,True
BP,GO:0050852,T cell receptor signaling pathway,1,57,148,18514,2.2242468415937804,0.36756781472249245,PSME2,0.46518566818119395,False,True
CC,GO:0005739,mitochondrion,6,57,1598,18514,1.2463050546851906,0.3691604137460423,BLOC1S2;CISD1;COQ7;GK5;TFB2M;TOMM40L,0.46518566818119395,False,False
BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,1,57,149,18514,2.2090974903474905,0.3695306065422039,PSME2,0.46518566818119395,False,True
CC,GO:0015630,microtubule cytoskeleton,1,57,151,18514,2.179404761904762,0.3734382528101401,PRC1,0.46882737173446937,False,True
BP,GO:0000082,G1/S transition of mitotic cell cycle,1,57,152,18514,2.164853358561968,0.37538314305627724,PSME2,0.4699919026883471,False,True
BP,GO:0006974,cellular response to DNA damage stimulus,2,57,427,18514,1.5428449197860963,0.37980124298049556,CHAF1B;UBE2A,0.47423830880267287,False,False
MF,GO:0004252,serine-type endopeptidase activity,1,57,158,18514,2.0814376706096454,0.3869285434736826,GZMK,0.4818355447030765,False,True
BP,GO:0055114,oxidation-reduction process,3,57,733,18514,1.3490867579908676,0.39390867736878893,ALDH3B1;COQ7;GLYR1,0.4892091638289798,False,False
CC,GO:0005654,nucleoplasm,9,57,2589,18514,1.1538517441860465,0.40276663837666915,CHAF1B;GLYR1;HIST1H2BL;HIST1H4B;HIST1H4D;PHC1;PRC1;PSME2;SGOL1,0.49886913386064646,False,False
BP,GO:0042742,defense response to bacterium,1,57,167,18514,1.9676204819277108,0.40385457444981177,GNLY,0.49887918020270866,False,True
CC,GO:0005911,cell-cell junction,1,57,170,18514,1.9323753169907016,0.409393900264046,OCLN,0.5043732851253047,False,True
BP,GO:0006511,ubiquitin-dependent protein catabolic process,1,57,174,18514,1.8872832369942196,0.41670107254688454,UBE2A,0.5120103604166507,False,True
CC,GO:0005819,spindle,1,57,175,18514,1.8763341543513958,0.4185139427139955,PRC1,0.5120448813562166,False,True
BP,GO:0006915,apoptotic process,3,57,764,18514,1.2918674259015914,0.41981355360550165,OCLN;PSME2;TNFRSF10D,0.5120448813562166,False,False
BP,GO:0035556,intracellular signal transduction,2,57,464,18514,1.4163715072805982,0.42005413427274046,JAK3;PLEKHM1P,0.5120448813562166,False,False
MF,GO:0008022,protein C-terminus binding,1,57,178,18514,1.844229217110573,0.42391940487932106,BLOC1S2,0.5153967501427534,False,True
MF,GO:0000166,nucleotide binding,7,57,2015,18514,1.1468426294820717,0.4281629639475196,EIF5;GK5;HELB;JAK3;PRKX;RAB6C;UBE2A,0.5191897358103781,False,False
BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1,57,186,18514,1.7637065637065636,0.43809378145274297,UBE2A,0.5298411702386577,False,True
BP,GO:0007275,multicellular organismal development,4,57,1098,18514,1.197820013107516,0.4400044401785373,PHC1;PRKX;TNFRSF10D;WNT10A,0.5307625361944758,False,False
CC,GO:0005882,intermediate filament,1,57,191,18514,1.7168233082706768,0.4467781734892583,KRTAP20-2,0.5375299899792638,False,True
