Gene,GO_ID,GO_term,Ontology
UCHL1,GO:0005622,intracellular,CC
UCHL1,GO:0005783,endoplasmic reticulum,CC
UCHL1,GO:0016020,membrane,CC
UCHL1,GO:0004197,cysteine-type endopeptidase activity,MF
UCHL1,GO:0004843,ubiquitin-specific protease activity,MF
UCHL1,GO:0005515,protein binding,MF
UCHL1,GO:0008242,omega peptidase activity,MF
UCHL1,GO:0016874,ligase activity,MF
UCHL1,GO:0031625,ubiquitin protein ligase binding,MF
UCHL1,GO:0031694,alpha-2A adrenergic receptor binding,MF
UCHL1,GO:0043130,ubiquitin binding,MF
UCHL1,GO:0008233,peptidase activity,MF
UCHL1,GO:0008234,cysteine-type peptidase activity,MF
UCHL1,GO:0016787,hydrolase activity,MF
LIMCH1,GO:0031032,actomyosin structure organization,BP
LIMCH1,GO:0003779,actin binding,MF
LIMCH1,GO:0008270,zinc ion binding,MF
LIMCH1,GO:0046872,metal ion binding,MF
TMEM33,GO:0034613,cellular protein localization,BP
TMEM33,GO:0051292,nuclear pore complex assembly,BP
TMEM33,GO:0071786,endoplasmic reticulum tubular network organization,BP
TMEM33,GO:0008150,biological_process,BP
TMEM33,GO:0005643,nuclear pore,CC
TMEM33,GO:0005783,endoplasmic reticulum,CC
TMEM33,GO:0016021,integral component of membrane,CC
TMEM33,GO:0042470,melanosome,CC
TMEM33,GO:0070062,extracellular exosome,CC
TMEM33,GO:0016020,membrane,CC
TMEM33,GO:0017056,structural constituent of nuclear pore,MF
SLC30A9,GO:0006289,nucleotide-excision repair,BP
SLC30A9,GO:0006351,"transcription, DNA-templated",BP
SLC30A9,GO:0006829,zinc II ion transport,BP
SLC30A9,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
SLC30A9,GO:0098655,cation transmembrane transport,BP
SLC30A9,GO:0006355,"regulation of transcription, DNA-templated",BP
SLC30A9,GO:0006810,transport,BP
SLC30A9,GO:0006811,ion transport,BP
SLC30A9,GO:0006812,cation transport,BP
SLC30A9,GO:0055085,transmembrane transport,BP
SLC30A9,GO:0005634,nucleus,CC
SLC30A9,GO:0005856,cytoskeleton,CC
SLC30A9,GO:0016021,integral component of membrane,CC
SLC30A9,GO:0016020,membrane,CC
SLC30A9,GO:0003682,chromatin binding,MF
SLC30A9,GO:0003700,"transcription factor activity, sequence-specific DNA binding",MF
SLC30A9,GO:0008324,cation transmembrane transporter activity,MF
SLC30A9,GO:0016922,ligand-dependent nuclear receptor binding,MF
SLC30A9,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,MF
SHISA3,GO:0007275,multicellular organismal development,BP
SHISA3,GO:0005789,endoplasmic reticulum membrane,CC
SHISA3,GO:0016021,integral component of membrane,CC
SHISA3,GO:0005783,endoplasmic reticulum,CC
SHISA3,GO:0016020,membrane,CC
SHISA3,GO:0005515,protein binding,MF
GRXCR1,GO:0007605,sensory perception of sound,BP
GRXCR1,GO:0010923,negative regulation of phosphatase activity,BP
GRXCR1,GO:0042491,auditory receptor cell differentiation,BP
GRXCR1,GO:0045454,cell redox homeostasis,BP
GRXCR1,GO:0048563,post-embryonic organ morphogenesis,BP
GRXCR1,GO:0055114,oxidation-reduction process,BP
GRXCR1,GO:0060118,vestibular receptor cell development,BP
GRXCR1,GO:0060119,inner ear receptor cell development,BP
GRXCR1,GO:0060122,inner ear receptor stereocilium organization,BP
GRXCR1,GO:0048839,inner ear development,BP
GRXCR1,GO:0005902,microvillus,CC
GRXCR1,GO:0032420,stereocilium,CC
GRXCR1,GO:0060091,kinocilium,CC
GRXCR1,GO:0005929,cilium,CC
GRXCR1,GO:0042995,cell projection,CC
GRXCR1,GO:0009055,electron carrier activity,MF
GRXCR1,GO:0015035,protein disulfide oxidoreductase activity,MF
GRXCR1,GO:0003674,molecular_function,MF
GUF1,GO:0006412,translation,BP
GUF1,GO:0045727,positive regulation of translation,BP
GUF1,GO:0008152,metabolic process,BP
GUF1,GO:0005739,mitochondrion,CC
GUF1,GO:0005743,mitochondrial inner membrane,CC
GUF1,GO:0016020,membrane,CC
GUF1,GO:0003924,GTPase activity,MF
GUF1,GO:0005525,GTP binding,MF
GUF1,GO:0000166,nucleotide binding,MF
GUF1,GO:0016787,hydrolase activity,MF
GABRB1,GO:0006810,transport,BP
GABRB1,GO:0006811,ion transport,BP
GABRB1,GO:0007165,signal transduction,BP
GABRB1,GO:0007268,synaptic transmission,BP
GABRB1,GO:0009636,response to toxic substance,BP
GABRB1,GO:0021954,central nervous system neuron development,BP
GABRB1,GO:0032570,response to progesterone,BP
GABRB1,GO:0034220,ion transmembrane transport,BP
GABRB1,GO:0042391,regulation of membrane potential,BP
GABRB1,GO:0042698,ovulation cycle,BP
GABRB1,GO:0050877,neurological system process,BP
GABRB1,GO:0055085,transmembrane transport,BP
GABRB1,GO:0071420,cellular response to histamine,BP
GABRB1,GO:1902476,chloride transmembrane transport,BP
GABRB1,GO:0006821,chloride transport,BP
GABRB1,GO:0098656,anion transmembrane transport,BP
GABRB1,GO:0005635,nuclear envelope,CC
GABRB1,GO:0005737,cytoplasm,CC
GABRB1,GO:0005886,plasma membrane,CC
GABRB1,GO:0005887,integral component of plasma membrane,CC
GABRB1,GO:0030054,cell junction,CC
GABRB1,GO:0030425,dendrite,CC
GABRB1,GO:0034707,chloride channel complex,CC
GABRB1,GO:0043005,neuron projection,CC
GABRB1,GO:0045202,synapse,CC
GABRB1,GO:0045211,postsynaptic membrane,CC
GABRB1,GO:1902711,GABA-A receptor complex,CC
GABRB1,GO:0005634,nucleus,CC
GABRB1,GO:0016020,membrane,CC
GABRB1,GO:0016021,integral component of membrane,CC
GABRB1,GO:0043235,receptor complex,CC
GABRB1,GO:0004890,GABA-A receptor activity,MF
GABRB1,GO:0005230,extracellular ligand-gated ion channel activity,MF
GABRB1,GO:0005254,chloride channel activity,MF
GABRB1,GO:0015276,ligand-gated ion channel activity,MF
GABRB1,GO:0050811,GABA receptor binding,MF
GABRB1,GO:0005216,ion channel activity,MF
GABRB1,GO:0005253,anion channel activity,MF
ATP10D,GO:0006812,cation transport,BP
ATP10D,GO:0006886,intracellular protein transport,BP
ATP10D,GO:0008152,metabolic process,BP
ATP10D,GO:0034220,ion transmembrane transport,BP
ATP10D,GO:0045332,phospholipid translocation,BP
ATP10D,GO:0055085,transmembrane transport,BP
ATP10D,GO:0006810,transport,BP
ATP10D,GO:0006869,lipid transport,BP
ATP10D,GO:0015914,phospholipid transport,BP
ATP10D,GO:0005654,nucleoplasm,CC
ATP10D,GO:0005783,endoplasmic reticulum,CC
ATP10D,GO:0005789,endoplasmic reticulum membrane,CC
ATP10D,GO:0005886,plasma membrane,CC
ATP10D,GO:0016021,integral component of membrane,CC
ATP10D,GO:0016020,membrane,CC
ATP10D,GO:0005622,intracellular,CC
ATP10D,GO:0000287,magnesium ion binding,MF
ATP10D,GO:0004012,phospholipid-translocating ATPase activity,MF
ATP10D,GO:0005515,protein binding,MF
ATP10D,GO:0005524,ATP binding,MF
ATP10D,GO:0000166,nucleotide binding,MF
ATP10D,GO:0016787,hydrolase activity,MF
ATP10D,GO:0046872,metal ion binding,MF
NIPAL1,GO:0015693,magnesium ion transport,BP
NIPAL1,GO:1903830,magnesium ion transmembrane transport,BP
NIPAL1,GO:0006810,transport,BP
NIPAL1,GO:0006811,ion transport,BP
NIPAL1,GO:0016021,integral component of membrane,CC
NIPAL1,GO:0016020,membrane,CC
NIPAL1,GO:0015095,magnesium ion transmembrane transporter activity,MF
SLAIN2,GO:0007020,microtubule nucleation,BP
SLAIN2,GO:0031116,positive regulation of microtubule polymerization,BP
SLAIN2,GO:0031122,cytoplasmic microtubule organization,BP
SLAIN2,GO:0031113,regulation of microtubule polymerization,BP
SLAIN2,GO:0005737,cytoplasm,CC
SLAIN2,GO:0005813,centrosome,CC
SLAIN2,GO:0015630,microtubule cytoskeleton,CC
SLAIN2,GO:0035371,microtubule plus-end,CC
SLAIN2,GO:0005856,cytoskeleton,CC
SLAIN2,GO:0005515,protein binding,MF
SLC10A4,GO:0006814,sodium ion transport,BP
SLC10A4,GO:0015721,bile acid and bile salt transport,BP
SLC10A4,GO:0055085,transmembrane transport,BP
SLC10A4,GO:0006810,transport,BP
SLC10A4,GO:0006811,ion transport,BP
SLC10A4,GO:0005887,integral component of plasma membrane,CC
SLC10A4,GO:0005886,plasma membrane,CC
SLC10A4,GO:0016020,membrane,CC
SLC10A4,GO:0016021,integral component of membrane,CC
SLC10A4,GO:0008508,bile acid:sodium symporter activity,MF
SLC10A4,GO:0015293,symporter activity,MF
ZAR1,GO:0007275,multicellular organismal development,BP
ZAR1,GO:0005737,cytoplasm,CC
OCIAD1,GO:0005739,mitochondrion,CC
OCIAD1,GO:0005768,endosome,CC
OCIAD1,GO:0016020,membrane,CC
OCIAD1,GO:0005515,protein binding,MF
CWH43,GO:0006506,GPI anchor biosynthetic process,BP
CWH43,GO:0016021,integral component of membrane,CC
CWH43,GO:0016020,membrane,CC
DCUN1D4,GO:0045116,protein neddylation,BP
DCUN1D4,GO:0051443,positive regulation of ubiquitin-protein transferase activity,BP
DCUN1D4,GO:0008150,biological_process,BP
DCUN1D4,GO:0000151,ubiquitin ligase complex,CC
DCUN1D4,GO:0005634,nucleus,CC
DCUN1D4,GO:0005515,protein binding,MF
DCUN1D4,GO:0031624,ubiquitin conjugating enzyme binding,MF
DCUN1D4,GO:0032182,ubiquitin-like protein binding,MF
DCUN1D4,GO:0097602,cullin family protein binding,MF
DCUN1D4,GO:0003674,molecular_function,MF
SPATA18,GO:0006974,cellular response to DNA damage stimulus,BP
SPATA18,GO:0035694,mitochondrial protein catabolic process,BP
SPATA18,GO:0035695,mitophagy by induced vacuole formation,BP
SPATA18,GO:0033554,cellular response to stress,BP
SPATA18,GO:0005737,cytoplasm,CC
SPATA18,GO:0005741,mitochondrial outer membrane,CC
SPATA18,GO:0036126,sperm flagellum,CC
SPATA18,GO:0043231,intracellular membrane-bounded organelle,CC
SPATA18,GO:0005739,mitochondrion,CC
SPATA18,GO:0016020,membrane,CC
SPATA18,GO:0005515,protein binding,MF
RASL11B,GO:0007264,small GTPase mediated signal transduction,BP
RASL11B,GO:0007165,signal transduction,BP
RASL11B,GO:0005622,intracellular,CC
RASL11B,GO:0016020,membrane,CC
RASL11B,GO:0005525,GTP binding,MF
RASL11B,GO:0000166,nucleotide binding,MF
FIP1L1,GO:0006397,mRNA processing,BP
FIP1L1,GO:0005654,nucleoplasm,CC
FIP1L1,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,CC
FIP1L1,GO:0005634,nucleus,CC
FIP1L1,GO:0005515,protein binding,MF
FIP1L1,GO:0044822,poly(A) RNA binding,MF
FIP1L1,GO:0003723,RNA binding,MF
GSX2,GO:0002087,regulation of respiratory gaseous exchange by neurological system process,BP
GSX2,GO:0006351,"transcription, DNA-templated",BP
GSX2,GO:0006355,"regulation of transcription, DNA-templated",BP
GSX2,GO:0021527,spinal cord association neuron differentiation,BP
GSX2,GO:0021575,hindbrain morphogenesis,BP
GSX2,GO:0021798,forebrain dorsal/ventral pattern formation,BP
GSX2,GO:0021889,olfactory bulb interneuron differentiation,BP
GSX2,GO:0021978,telencephalon regionalization,BP
GSX2,GO:0030334,regulation of cell migration,BP
GSX2,GO:0045747,positive regulation of Notch signaling pathway,BP
GSX2,GO:0048665,neuron fate specification,BP
GSX2,GO:0048714,positive regulation of oligodendrocyte differentiation,BP
GSX2,GO:0048853,forebrain morphogenesis,BP
GSX2,GO:0060163,subpallium neuron fate commitment,BP
GSX2,GO:0007275,multicellular organismal development,BP
GSX2,GO:0007389,pattern specification process,BP
GSX2,GO:0007417,central nervous system development,BP
GSX2,GO:0007420,brain development,BP
