miRNA,logFC,FC_abs,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,B,consistent_direction,FDR_significant,moderated_only_candidate,exploratory_candidate
hsa-miR-151b,-0.52204,1.43598432401092,-0.67234,-0.454890000000001,-0.43889,-4.30873757293699,0.0022863105044029,0.510138278299635,0.020173852447867114,-1.20064929795653,True,False,False,False
hsa-miR-8087,0.51275,1.42676724437175,0.38404,0.61513,0.53908,4.26825650088563,0.0024200192290205,0.510138278299635,0.01713511896159849,-1.24560864620448,True,False,False,False
hsa-miR-3135b,-0.513553333333333,1.42756192988939,-0.50904,-0.39542,-0.6362,-4.26748792208563,0.0024226376852764,0.510138278299635,0.017848276228786545,-1.24646525649877,True,False,False,False
hsa-miR-376c-3p,-0.722686666666667,1.65025236619867,-0.53392,-1.22706,-0.40708,-4.23491760392232,0.0027367396349429,0.55008466662353,0.10509882345013404,-1.33708807730547,True,False,True,False
hsa-miR-297,-0.472193333333333,1.38721685546336,-0.46003,-0.52952,-0.42703,-4.05629219811526,0.0032715641478835,0.628993767910486,0.00406686543924665,-1.4860678878958,True,False,False,False
hsa-miR-6861-5p,-0.553543333333333,1.46768598526782,-0.28049,-0.56586,-0.81428,-4.01845211063462,0.0034548293575903,0.636552309136016,0.06960897170102297,-1.52987772565909,True,False,False,False
hsa-miR-30e-5p,-1.10616666666667,2.15272892820093,-0.36485,-1.45294,-1.50071,-4.56773473943489,0.0040976486304797,0.724792089759262,0.09644521951814329,-1.59853010007691,True,False,True,False
hsa-miR-766-5p,-0.5065,1.42059961554597,-0.25587,-0.69816,-0.56547,-3.83896643570787,0.0044864932403435,0.763048965723043,0.06088399229732775,-1.74124738941917,True,False,False,False
hsa-miR-4486,0.466256666666667,1.38152020947022,0.49825,0.30864,0.59188,3.80936441876496,0.0046860957453738,0.767478347631223,0.03047725156253711,-1.77666497807854,True,False,False,False
hsa-miR-628-3p,-1.30330666666667,2.46793888162981,-0.53311,-1.43434,-1.94247,-4.70039763219191,0.0049983816360084,0.789387271229624,0.08710947262381556,-1.73382978855936,True,False,True,False
hsa-let-7f-5p,-0.52971,1.44363897661158,-0.24579,-0.500170000000001,-0.843169999999999,-3.70512470707713,0.0054675783770886,0.79819895643914,0.09223025969719349,-1.90260764733368,True,False,False,False
hsa-miR-3162-5p,-1.04301666666667,2.06053171129842,-1.79056,-0.65512,-0.68337,-4.26805957344312,0.0057176453739784,0.79819895643914,0.10805284222547928,-1.850243282214,True,False,True,False
hsa-miR-202-3p,-0.474823333333333,1.38974802643498,-0.40729,-0.30567,-0.71151,-3.65676218963292,0.0058760971648864,0.79819895643914,0.06005720007063717,-1.96167536353044,True,False,False,False
hsa-miR-4685-3p,-0.867526666666667,1.82453226869559,-0.2314,-1.39116,-0.98002,-3.99223158618848,0.0059574541035228,0.79819895643914,0.12505016647103778,-1.90950995116485,True,False,True,False
hsa-miR-4538,-0.438713333333333,1.35539498008775,-0.43176,-0.56761,-0.31677,-3.63314047922975,0.0060872754182177,0.79819895643914,0.02623572398386436,-1.99066951698128,True,False,False,False
hsa-miR-150-5p,-0.422166666666667,1.3399383892396,-0.46841,-0.357609999999999,-0.440480000000001,-3.62038858133932,0.00620460433378,0.79819895643914,0.006153420987168467,-2.00636045899798,True,False,False,False
hsa-miR-6715a-3p,-0.443773333333333,1.36015713675846,-0.34937,-0.61733,-0.36462,-3.60833383979532,0.0063177212743939,0.79819895643914,0.036264301015094494,-2.02121842118074,True,False,False,False
hsa-miR-26b-5p,-0.578663333333333,1.49346490214593,-0.17321,-0.96878,-0.594,-3.59435505753821,0.0065289014199798,0.801966724420851,0.1280853448277757,-2.04634154871353,True,False,False,False
hsa-mir-1255b-2,-0.417046666666667,1.33519149186091,-0.45071,-0.32811,-0.47232,-3.54844829725746,0.0069129138292081,0.824826187960202,0.01139523394009841,-2.09538381136656,True,False,False,False
hsa-miR-4706,-0.426826666666667,1.34427347602588,-0.33538,-0.57312,-0.37198,-3.52877930341102,0.007121100932908,0.824826187960202,0.028697211122416688,-2.11986982167644,True,False,False,False
hsa-miR-8086,-0.429843333333333,1.34708728459466,-0.26463,-0.50534,-0.51956,-3.51466326409747,0.0072745864609787,0.824826187960202,0.0350868214477958,-2.13748106660469,True,False,False,False
hsa-miR-3615,0.49541,1.40972132740896,0.72991,0.59316,0.16316,3.48142153624232,0.007649981136239,0.845705414611228,0.10109927660720266,-2.17907812962713,True,False,False,False
hsa-miR-3621,-0.671893333333333,1.59316239664073,-0.77468,-1.11399,-0.12701,-3.58509103438616,0.0079072475399455,0.852825576137544,0.14605951435602718,-2.17430388803152,True,False,True,False
hsa-miR-18b-5p,-0.50356,1.41770759052976,-0.34359,-0.29468,-0.87241,-3.43835595904754,0.0081669324417733,0.85986131565528,0.11258732566468155,-2.23322419196742,True,False,False,False
hsa-mir-486-2,-0.423536666666667,1.3412114146716,-0.43921,-0.58957,-0.24183,-3.37596132001775,0.0089820917049165,0.919336896289933,0.05213716296888443,-2.31217199090216,True,False,False,False
hsa-miR-4674,-0.48573,1.40029423166337,-0.84274,-0.29316,-0.32129,-3.35926207234305,0.0092144651867235,0.919336896289933,0.1128771633284541,-2.33339932641495,True,False,False,False
hsa-miR-4484,0.441,1.35754497988001,0.20931,0.65991,0.45378,3.34731234435463,0.0093846177221778,0.919336896289933,0.0772417224227416,-2.34861414420266,True,False,False,False
hsa-miR-6132,-0.69915,1.62354795683275,-0.42355,-0.35451,-1.31939,-3.506824060664,0.0096694601728199,0.919336896289933,0.15337160431099475,-2.32343121297754,True,False,True,False
hsa-miR-6776-5p,-0.56259,1.47691827802235,-0.7074,-0.90378,-0.0765899999999999,-3.33774891199184,0.0099191231698635,0.919336896289933,0.1528575345457927,-2.38647233603998,True,False,False,False
hsa-miR-337-5p,-0.549443333333333,1.46352088462719,-0.28722,-1.03634,-0.32477,-3.31382877861297,0.00997923360966,0.919336896289933,0.15285302175767856,-2.39767932521553,True,False,False,False
hsa-miR-363-5p,-0.387066666666667,1.30773177718017,-0.3934,-0.29662,-0.47118,-3.27839800692864,0.0104323780058909,0.941468888613259,0.0165933053676101,-2.43675384739296,True,False,False,False
hsa-miR-6771-5p,-0.63568,1.55366988433829,-1.19633,-0.50111,-0.2096,-3.36307488036813,0.0109225739366035,0.965992438953215,0.16199333539842156,-2.43945045307533,True,False,True,False
hsa-miR-1234-3p,-0.402043333333333,1.3213780944739,-0.35876,-0.25704,-0.59033,-3.21466171155893,0.0115106920648417,0.971715209856342,0.05522910271977582,-2.51884931192086,True,False,False,False
hsa-miR-146a-5p,-0.503773333333334,1.41791724443439,-0.90563,-0.14177,-0.46392,-3.18519092503118,0.0121602296575426,0.971715209856342,0.15068357447742445,-2.56264024842782,True,False,False,False
hsa-mir-4767,-0.45586,1.37160018122051,-0.79075,-0.39109,-0.18574,-3.15946659963314,0.0125385575349183,0.971715209856342,0.12417510586219904,-2.5903688927831,True,False,False,False
hsa-miR-615-3p,-0.365003333333333,1.28788460515166,-0.41002,-0.35077,-0.33422,-3.14605412374246,0.0128025007826225,0.971715209856342,0.003950499866925134,-2.60780541290589,True,False,False,False
hsa-miR-5194,0.369493333333333,1.29189904302747,0.44663,0.29039,0.37146,3.14333102635326,0.0128567918809952,0.971715209856342,0.014581944657564629,-2.61134816436187,True,False,False,False
hsa-miR-200b-5p,0.371526666666667,1.29372112831314,0.42286,0.42671,0.26501,3.13908483062802,0.0129419284726615,0.971715209856342,0.019945171262273152,-2.61687424857471,True,False,False,False
hsa-miR-610,0.370696666666667,1.29297704887605,0.26878,0.44263,0.40068,3.13457484220924,0.0130329974828896,0.971715209856342,0.019385575265780497,-2.62274600437207,True,False,False,False
hsa-mir-3156-1,0.378353333333333,1.29985737414883,0.35163,0.51519,0.26824,3.13314850807306,0.013061937786818,0.971715209856342,0.0348391904136169,-2.62460351813074,True,False,False,False
hsa-mir-93,0.362866666666667,1.28597862827702,0.39011,0.37889,0.3196,3.12904267090667,0.0131456193465788,0.971715209856342,0.0036142725086929016,-2.62995189747089,True,False,False,False
hsa-miR-6765-3p,0.459403333333333,1.37497304218106,0.67898,0.08493,0.6143,3.11634157304047,0.0134080337138451,0.971715209856342,0.13468450294084355,-2.64650931583676,True,False,False,False
hsa-miR-409-3p,0.514213333333333,1.42821515624373,0.87837,0.0492999999999997,0.61497,3.09552796702238,0.0139710953777558,0.971715209856342,0.17024670162258107,-2.67888077695227,True,False,False,False
hsa-miR-491-5p,-0.364266666666667,1.28722715541282,-0.46681,-0.283529999999999,-0.34246,-3.07564895569964,0.0142860873544868,0.971715209856342,0.02129253174361644,-2.69968257590316,True,False,False,False
hsa-miR-6816-5p,-0.91607,1.88696805583073,-1.32023,-1.29551,-0.13247,-3.52171507998071,0.0147615861213883,0.971715209856342,0.1443829969220671,-2.58728980579675,True,False,True,False
hsa-miR-658,0.359696666666667,1.28315607967295,0.32459,0.46241,0.29209,3.04202096612321,0.0150567218260494,0.971715209856342,0.020422682973348587,-2.74376373148654,True,False,False,False
hsa-miR-3166,0.402753333333333,1.32202855026209,0.51385,0.13683,0.55758,3.03885051568404,0.0151315693127902,0.971715209856342,0.09461983340391336,-2.74792599188735,True,False,False,False
hsa-miR-302c-3p,-0.42201,1.33979288913229,-0.73656,-0.30254,-0.22693,-3.03657650945656,0.0151854912954338,0.971715209856342,0.11719590865878954,-2.75091202898187,True,False,False,False
hsa-miR-664b-3p,-0.52026,1.43421369623335,-0.22425,-1.02501,-0.31152,-3.05832709243946,0.0152203039694193,0.971715209856342,0.17670288573352252,-2.74379270668026,True,False,False,False
hsa-miR-2054,-0.409473333333333,1.32820085587908,-0.41034,-0.66057,-0.15751,-3.02389918035745,0.0154897741424477,0.971715209856342,0.10613027643154938,-2.76756879136122,True,False,False,False
hsa-miR-98-5p,-0.520536666666667,1.43448876280046,-0.0770299999999999,-0.96704,-0.51754,-3.03580879322905,0.0158343263121847,0.971715209856342,0.18001065493947976,-2.77575158829119,True,False,False,False
hsa-miR-1261,-0.516036666666667,1.43002133045913,-1.03214,-0.29914,-0.21683,-2.99034504044004,0.0171355924375592,0.971715209856342,0.18469004403219227,-2.83974336725936,True,False,False,False
hsa-mir-4684,0.439783333333333,1.35640060534505,0.0500800000000001,0.63304,0.63623,2.94240287301661,0.0176027351463429,0.971715209856342,0.15260876241889076,-2.87503034000875,True,False,False,False
hsa-mir-495,-0.343,1.26839139932587,-0.267,-0.38287,-0.37913,-2.93283733928359,0.0178695796987526,0.971715209856342,0.012061907330237494,-2.88768462261189,True,False,False,False
hsa-miR-1296-5p,-0.398676666666667,1.31829812758458,-0.27059,-0.69422,-0.23122,-2.92762285637152,0.0180168006739211,0.971715209856342,0.1148696149666031,-2.89458631590688,True,False,False,False
hsa-miR-515-5p,0.34113,1.26674839418072,0.28827,0.40932,0.3258,2.92103749010672,0.018204516384475,0.971715209856342,0.010819915359873956,-2.90330587319418,True,False,False,False
hsa-miR-6511a-5p,-0.381826666666667,1.30299059148779,-0.2596,-0.63444,-0.25144,-2.91821422325793,0.0182856104596077,0.971715209856342,0.09424446661236903,-2.90704526281439,True,False,False,False
hsa-miR-6789-3p,-0.390213333333333,1.31058718789081,-0.65603,-0.18838,-0.32623,-2.91660245456613,0.0183320730904768,0.971715209856342,0.10658084124629054,-2.90918034369721,True,False,False,False
hsa-mir-4659a,-0.392193333333333,1.31238711377775,-0.29656,-0.20924,-0.67078,-2.91618243700287,0.018344200973145,0.971715209856342,0.10932219973474096,-2.90973677013134,True,False,False,False
hsa-miR-28-5p,-1.05842,2.08264941180104,-1.8737,-0.96278,-0.33878,-3.48203945833191,0.0186027101769829,0.971715209856342,0.14079821431436795,-2.73870927241247,True,False,True,False
hsa-miR-629-3p,-0.373596666666667,1.29557871068339,-0.13913,-0.52064,-0.46102,-2.89404213356968,0.0189953510742724,0.971715209856342,0.0875779525523216,-2.93908872873173,True,False,False,False
hsa-miR-18b-3p,-0.35192,1.2762579960962,-0.50006,-0.3393,-0.2164,-2.8796986476524,0.0194298671067874,0.971715209856342,0.05038213217969351,-2.95812585329584,True,False,False,False
hsa-miR-6787-3p,0.339116666666667,1.26498183372022,0.36466,0.24386,0.40883,2.87516227254548,0.0195694106156117,0.971715209856342,0.020491921986506123,-2.96415010414173,True,False,False,False
hsa-mir-182,-0.351533333333333,1.27591598320663,-0.19213,-0.47291,-0.38956,-2.87229071111045,0.0196582756129463,0.971715209856342,0.05177221178324597,-2.96796434111098,True,False,False,False
hsa-miR-631,-0.35755,1.28124821971029,-0.50469,-0.1771,-0.39086,-2.86990772849875,0.0197323360803998,0.971715209856342,0.06515335260557578,-2.97113009850021,True,False,False,False
hsa-mir-6867,0.356593333333333,1.28039889180519,0.49538,0.40068,0.17372,2.86468813658776,0.0198955601702077,0.971715209856342,0.06474802935970421,-2.97806578924723,True,False,False,False
hsa-mir-193b,-0.339183333333333,1.26504028964359,-0.29083,-0.45781,-0.26891,-2.84849196752926,0.0204109351759992,0.971715209856342,0.029563276184027164,-2.99960014350938,True,False,False,False
hsa-miR-5186,-0.382326666666667,1.30344225187744,-0.10186,-0.55108,-0.49404,-2.84471197534907,0.0205331810585717,0.971715209856342,0.11361257470023245,-3.00462882016984,True,False,False,False
hsa-miR-513c-5p,0.332103333333333,1.25884733547896,0.33025,0.26638,0.39968,2.83876834894767,0.0207269233595576,0.971715209856342,0.013168589918413947,-3.01253797564982,True,False,False,False
hsa-miR-210-3p,0.40254,1.32183307450448,0.71715,0.1302,0.36027,2.8287914138113,0.0210563711213208,0.971715209856342,0.14246410857694514,-3.02581993281548,True,False,False,False
hsa-mir-7152,0.331273333333333,1.25812331358871,0.31267,0.41559,0.26556,2.81995393515068,0.0213526836581461,0.971715209856342,0.017415039377821382,-3.03759080306424,True,False,False,False
hsa-miR-642a-5p,-0.34124,1.26684498260149,-0.49599,-0.29912,-0.22861,-2.79996138855305,0.022038911212191,0.971715209856342,0.05081802770170677,-3.0642389045083,True,False,False,False
hsa-miR-4728-5p,-0.430023333333333,1.34725536643552,-0.77456,-0.4594,-0.0561099999999999,-2.7999600116594,0.0220389592439821,0.971715209856342,0.17452650576029569,-3.06424074067808,True,False,False,False
hsa-mir-924,-0.362443333333333,1.28560133595968,-0.54495,-0.127,-0.41538,-2.7836304034809,0.0226162203094714,0.971715209856342,0.09916863895684047,-3.08602570317112,True,False,False,False
hsa-miR-3940-5p,-0.339333333333333,1.265171825348,-0.31574,-0.49088,-0.21138,-2.77882056162502,0.0227891879904246,0.971715209856342,0.05318066532585671,-3.09244555760044,True,False,False,False
hsa-miR-4499,0.437273333333333,1.35404279201012,0.78499,0.49516,0.0316700000000001,2.77658382864773,0.0230270504528045,0.971715209856342,0.18443172138381672,-3.09912849028677,True,False,False,False
hsa-mir-764,0.43711,1.35388950403333,0.25476,0.87595,0.18062,2.76922516895091,0.0232961550013037,0.971715209856342,0.1858773230627484,-3.10892169331165,True,False,False,False
hsa-mir-4698,-0.350663333333333,1.27514678927378,-0.44139,-0.47647,-0.13413,-2.76025699879332,0.0234695586775954,0.971715209856342,0.08419334370294142,-3.11723583237696,True,False,False,False
hsa-mir-6828,-0.342853333333333,1.26826245919817,-0.16514,-0.51194,-0.35148,-2.73484766438658,0.0244346749991855,0.971715209856342,0.0758323051329052,-3.15119942695267,True,False,False,False
hsa-mir-6804,-0.3446,1.26979887072513,-0.15421,-0.52228,-0.35731,-2.72243283092571,0.0249208817950884,0.971715209856342,0.08361818641668299,-3.1678060485374,True,False,False,False
hsa-miR-3185,-0.452556666666667,1.36846322622369,-0.92806,-0.10967,-0.31994,-2.71874603338126,0.0252764293858756,0.971715209856342,0.20644159337031456,-3.1771338317176,True,False,False,False
hsa-mir-381,-0.325156666666667,1.25280047667279,-0.27139,-0.45769,-0.24639,-2.71069982967679,0.0253894656326276,0.971715209856342,0.039550247933436214,-3.18350750612179,True,False,False,False
hsa-mir-6790,0.33425,1.26072183910246,0.34427,0.16754,0.49094,2.6927724696178,0.0261228617642625,0.971715209856342,0.07010790047859695,-3.20751055736313,True,False,False,False
hsa-miR-382-5p,-0.371923333333333,1.29407688374859,-0.0686999999999998,-0.44891,-0.59816,-2.68226826563612,0.0265625803969701,0.971715209856342,0.14224960971294942,-3.22158106666844,True,False,False,False
hsa-miR-6813-5p,-0.86489,1.82120080226792,-0.67074,-1.66655,-0.25738,-3.0797674992104,0.0265715866166369,0.971715209856342,0.17454959108985868,-3.05743760892317,True,False,True,False
hsa-miR-32-5p,0.334433333333333,1.26088205801016,0.30055,0.51674,0.18601,2.68063727213215,0.0266315290249547,0.971715209856342,0.0747593354185102,-3.22376620234804,True,False,False,False
hsa-miR-6763-3p,-0.31015,1.2398366016245,-0.34343,-0.28867,-0.29835,-2.67904232330848,0.026699130200226,0.971715209856342,0.002946579867827464,-3.22590314825362,True,False,False,False
hsa-mir-4530,0.30991,1.23963036536048,0.27811,0.34892,0.3027,2.67351470058197,0.0269347712694892,0.971715209856342,0.004455829255390368,-3.23330993586148,True,False,False,False
hsa-miR-553,0.30961,1.2393726182721,0.32943,0.32557,0.27383,2.67351235447225,0.0269348717318195,0.971715209856342,0.003334997426257983,-3.23331307980008,True,False,False,False
hsa-mir-450a-2,0.354576666666667,1.27861034064497,0.36767,0.58039,0.11567,2.67171205797896,0.0270120744695552,0.971715209856342,0.11851499037808699,-3.23572565452393,True,False,False,False
hsa-miR-3934-5p,-0.34118,1.26679229709539,-0.17195,-0.29663,-0.55496,-2.66808823501436,0.0271681599259083,0.971715209856342,0.09410961440460612,-3.24058230052525,True,False,False,False
hsa-miR-20a-3p,0.36647,1.28919455481831,0.51928,0.0602500000000001,0.51988,2.66605478964697,0.0272561463494263,0.971715209856342,0.13905281394996402,-3.24330773416493,True,False,False,False
hsa-miR-660-5p,-0.340193333333333,1.26592622742163,-0.14987,-0.53891,-0.3318,-2.66212212090498,0.027427135084506,0.971715209856342,0.09399950016188023,-3.24857912513404,True,False,False,False
hsa-miR-374a-3p,-0.31613,1.24498641497493,-0.42511,-0.30895,-0.21433,-2.65140611064374,0.0278986163535383,0.971715209856342,0.03522296780906794,-3.26294570206128,True,False,False,False
hsa-miR-6740-3p,-0.30993,1.23964755040545,-0.25324,-0.28023,-0.39632,-2.63908047014521,0.0284511201700462,0.971715209856342,0.01947213786920371,-3.27947488620498,True,False,False,False
hsa-mir-561,0.305443333333333,1.23579833374243,0.36371,0.26478,0.28784,2.62429880664301,0.0291284007951562,0.971715209856342,0.009437127706296157,-3.29930364600067,True,False,False,False
hsa-miR-548o-3p,0.450543333333333,1.36655481802029,0.39875,0.91566,0.03722,2.63976115530737,0.0292431048102413,0.971715209856342,0.21917528250544663,-3.29314280464047,True,False,False,False
hsa-miR-4632-5p,-0.545176666666666,1.45919902097802,-1.07909,0.00652,-0.56296,-2.7167554091583,0.029532896225419,0.971715209856342,0.22417911256748446,-3.25964048062912,False,False,False,False
hsa-mir-3671,-0.3037,1.23430591350635,-0.27381,-0.35539,-0.2819,-2.61435185867738,0.029593351469364,0.971715209856342,0.0072222144899252985,-3.31265020489097,True,False,False,False
hsa-miR-23a-3p,-0.320356666666666,1.24863920244522,-0.18501,-0.3004,-0.47566,-2.6132531402588,0.0296451686159729,0.971715209856342,0.06305666741808888,-3.31412458714589,True,False,False,False
hsa-miR-4461,-0.30994,1.23965614301727,-0.19688,-0.32572,-0.40722,-2.59875486878096,0.0303376091956326,0.971715209856342,0.03688256555613887,-3.33358254275048,True,False,False,False
hsa-miR-320d,-0.385566666666667,1.30637280788547,-0.76674,-0.15094,-0.23902,-2.5934408710127,0.0305954932818685,0.971715209856342,0.18278617143623063,-3.3407155014421,True,False,False,False
hsa-mir-6836,-0.320626666666667,1.24887290681393,-0.14281,-0.37733,-0.44174,-2.59282331311385,0.0306256065807804,0.971715209856342,0.0717279791228104,-3.34154448248369,True,False,False,False
hsa-miR-550b-3p,-0.31751,1.24617786789838,-0.46703,-0.30932,-0.17618,-2.591527320032,0.0306888993296278,0.971715209856342,0.06349048960205046,-3.34328418668092,True,False,False,False
hsa-miR-4649-5p,-0.42334,1.34102859460705,-0.33686,-0.86864,-0.0645199999999999,-2.59452488411313,0.0307218833809825,0.971715209856342,0.2148572426228594,-3.34219221234443,True,False,False,False
hsa-mir-6761,-0.30279,1.233527603343,-0.31119,-0.3678,-0.22938,-2.58523150319572,0.0309982600713651,0.971715209856342,0.017155989901938055,-3.35173594441746,True,False,False,False
hsa-mir-99b,0.306653333333333,1.2368352425718,0.41802,0.24691,0.25503,2.58509244996525,0.0310051283317981,0.971715209856342,0.03147976618457845,-3.35192262288102,True,False,False,False
hsa-miR-3659,0.32797,1.25524588890679,0.50704,0.13061,0.34626,2.58034246179402,0.0312406722120979,0.971715209856342,0.0950551758575949,-3.35829965711406,True,False,False,False
hsa-miR-6768-5p,-0.415916666666667,1.33414610415117,-0.28218,-0.86682,-0.0987499999999999,-2.5736415659671,0.0317578007231092,0.971715209856342,0.21434392493615323,-3.37014523393511,True,False,False,False
hsa-miR-640,0.387033333333333,1.30770156250941,0.11893,0.2675,0.77467,2.56994705122774,0.0317625021100634,0.971715209856342,0.190520676695614,-3.37225708224779,True,False,False,False
hsa-miR-1263,-0.348583333333333,1.2733096759618,-0.57234,-0.0712300000000001,-0.40218,-2.56504934582031,0.0320114050783522,0.971715209856342,0.14132271716007222,-3.37883350928778,True,False,False,False
hsa-mir-4326,-0.3019,1.23276687361403,-0.32123,-0.20725,-0.37722,-2.55810223125925,0.0323678466757667,0.971715209856342,0.0263589974768651,-3.38816227823243,True,False,False,False
hsa-miR-377-5p,-0.315806666666667,1.24470742288672,-0.1412,-0.36448,-0.44174,-2.55644582224503,0.0324534241978511,0.971715209856342,0.07264955398347997,-3.39038662373028,True,False,False,False
hsa-miR-301b,0.344976666666667,1.27013044000155,0.05677,0.48655,0.49161,2.55291259228199,0.0326367315807184,0.971715209856342,0.13902265762742128,-3.39513138780032,True,False,False,False
hsa-miR-4265,-0.299196666666667,1.23045906820161,-0.21659,-0.31927,-0.36173,-2.5492267394812,0.0328290722590418,0.971715209856342,0.02011195300354439,-3.40008122636607,True,False,False,False
hsa-mir-6125,-0.32264,1.25061697098826,-0.18212,-0.53265,-0.25315,-2.54674843861852,0.0329590420882106,0.971715209856342,0.09461306558649482,-3.40340946973332,True,False,False,False
hsa-mir-6785,0.327913333333333,1.25519658589997,0.27716,0.1455,0.56108,2.52233965000146,0.0342672003636745,0.971715209856342,0.11600348618089791,-3.43619111709797,True,False,False,False
hsa-miR-3123,-0.298423333333333,1.22979967727109,-0.24511,-0.40933,-0.24083,-2.5163396722076,0.0345967039138239,0.971715209856342,0.03285360625198902,-3.44424947941464,True,False,False,False
hsa-miR-885-3p,-0.313276666666667,1.24252653914729,-0.18283,-0.49961,-0.25739,-2.5160248405674,0.0346140815957444,0.971715209856342,0.08188363009412514,-3.44467231876965,True,False,False,False
hsa-mir-6890,-0.328703333333333,1.25588410254003,-0.49319,-0.41177,-0.08115,-2.51369945131514,0.0347427082621269,0.971715209856342,0.1208503062118359,-3.44779546498974,True,False,False,False
hsa-miR-483-5p,-0.36311,1.28619554720195,-0.18601,-0.72294,-0.18038,-2.50496109737394,0.0352303821829747,0.971715209856342,0.18105597565810477,-3.45953154143917,True,False,False,False
hsa-miR-432-5p,-0.3011,1.23208347200452,-0.2852,-0.19089,-0.42721,-2.50450467497199,0.0352560430630478,0.971715209856342,0.04829239560012439,-3.4601445350451,True,False,False,False
hsa-let-7a-5p,-0.299876666666667,1.23103916958246,-0.17182,-0.391660000000002,-0.33615,-2.50174394388165,0.0354116580137604,0.971715209856342,0.04518613194356926,-3.46385229013585,True,False,False,False
hsa-mir-4492,0.292116666666667,1.22443540502407,0.2245,0.2917,0.36015,2.49584739075508,0.0357463506535045,0.971715209856342,0.017500072172878484,-3.47177143837686,True,False,False,False
hsa-miR-590-3p,-0.322883333333333,1.25082792510747,-0.25903,-0.15429,-0.55533,-2.4944198929242,0.0358278540725092,0.971715209856342,0.11496547113503014,-3.47368855705371,True,False,False,False
