miRNA,logFC,FC_abs,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,B,consistent_direction,FDR_significant,moderated_only_candidate,exploratory_candidate
hsa-mir-6886,0.152776666666667,1.11170704875388,0.04521,0.0,0.41312,1.15839817002719,0.278452575020391,0.97682156396788,0.36326854887985893,-5.1196194937213,False,False,False,False
hsa-miR-6803-3p,-0.175523333333333,1.12937400757133,-0.35047,0.22658,-0.40268,-1.15798856917421,0.278610731883447,0.97682156396788,0.47577244081187786,-5.1200245038767,False,False,False,False
hsa-mir-3198-2,0.156723333333333,1.1147524213539,0.02929,0.44622,-0.0053400000000001,1.15765748850432,0.278738623114436,0.97682156396788,0.39301117961257814,-5.12035180123737,False,False,False,False
hsa-mir-3198-1,0.156723333333333,1.1147524213539,0.02929,0.44622,-0.0053400000000001,1.15765748850432,0.278738623114436,0.97682156396788,0.39301117961257814,-5.12035180123737,False,False,False,False
hsa-miR-5581-3p,-0.13663,1.09933417301612,-0.16209,-0.20794,-0.03986,-1.15756110559772,0.278775863200912,0.97682156396788,0.11249921543844678,-5.12044707055361,True,False,False,False
hsa-mir-631,0.15287,1.1117789715636,0.26999,-0.11008,0.2987,1.15721893624211,0.27890810177911,0.97682156396788,0.36566807643321797,-5.12078524207211,False,False,False,False
hsa-mir-665,0.140336666666667,1.10216228596484,0.195,0.2366,-0.0105900000000001,1.15670225282745,0.279107880811035,0.97682156396788,0.20768401145204735,-5.12129575710142,False,False,False,False
hsa-mir-548o,0.146913333333333,1.10719807004734,0.0093599999999998,0.06969,0.36169,1.15633637748828,0.279249418641436,0.97682156396788,0.3093952064028609,-5.1216571686964,True,False,False,False
hsa-mir-4671,0.165056666666667,1.12121011643605,-0.14588,0.45017,0.19088,1.15574255193449,0.279479261457455,0.97682156396788,0.439728008989849,-5.12224358037275,False,False,False,False
hsa-mir-765,0.140486666666667,1.1022768860245,0.14916,0.0,0.2723,1.15460588586672,0.279919638113489,0.97682156396788,0.21627041931225474,-5.12336547120307,False,False,False,False
hsa-miR-4648,-0.153393333333333,1.11218233923322,-0.42341,-0.0200800000000001,-0.0166899999999999,-1.15434635950142,0.280020264302641,0.97682156396788,0.37370090215031515,-5.12362151639736,True,False,False,False
hsa-mir-3158-2,-0.146423333333333,1.10682208280342,-0.07375,-0.35858,-0.0069399999999999,-1.15427008030433,0.280049845582761,0.97682156396788,0.3073557613432951,-5.12369676480569,True,False,False,False
hsa-miR-6505-3p,0.1589,1.1164355738835,0.45108,0.0985399999999998,-0.0729199999999999,1.15346422481028,0.280362512249093,0.97682156396788,0.41121303950614474,-5.12449151910967,False,False,False,False
hsa-mir-138-2,0.139323333333333,1.10138841095391,-0.0058900000000001,0.20056,0.2233,1.15322946887489,0.280453648851011,0.97682156396788,0.19616053450763699,-5.12472296846589,False,False,False,False
hsa-mir-6507,-0.13917,1.10127135878599,-0.22299,-0.20217,0.0076499999999999,-1.15092906289166,0.281347971009887,0.97682156396788,0.19941301514072038,-5.12698923638818,False,False,False,False
hsa-miR-4708-5p,-0.133843333333333,1.09721278141807,-0.13997,-0.0821400000000001,-0.17942,-1.1509092256982,0.281355693021809,0.97682156396788,0.04177460657739866,-5.12700876548212,True,False,False,False
hsa-miR-200a-5p,0.132903333333333,1.09649811611726,0.14002,0.12384,0.13485,1.15067449549589,0.281447079242007,0.97682156396788,0.0012862549092864,-5.12723983217435,True,False,False,False
hsa-miR-627-3p,-0.13402,1.09734714993546,-0.186,-0.13866,-0.0774000000000001,-1.15051116018494,0.281510683762949,0.97682156396788,0.05085807511832658,-5.12740059886633,True,False,False,False
hsa-miR-4647,0.159943333333333,1.11724325374973,0.0226600000000001,-0.0197299999999998,0.4769,1.15049722492573,0.281516110837314,0.97682156396788,0.4202520324149464,-5.1274143142421,False,False,False,False
hsa-miR-4652-5p,0.17549,1.12934791379248,0.57596,0.05264,-0.10213,1.14925124875641,0.282001695244205,0.97682156396788,0.48245678651204493,-5.1286401617728,False,False,False,False
hsa-miR-6727-3p,-0.147436666666667,1.10759977570713,0.0657999999999999,-0.33007,-0.17804,-1.14822237987399,0.282403175391989,0.97682156396788,0.3293113753573318,-5.12965171040742,False,False,False,False
hsa-mir-1912,-0.147366666666667,1.10754603593456,-0.0759299999999998,0.00651,-0.37268,-1.14797180920962,0.282501021349241,0.97682156396788,0.3289908657023488,-5.1298979670861,False,False,False,False
hsa-miR-451b,0.13542,1.0984125390982,0.0519800000000001,0.12846,0.22582,1.14717126476014,0.282813810424452,0.97682156396788,0.11472271391665373,-5.1306844772013,True,False,False,False
hsa-mir-3650,0.136153333333333,1.09897101283118,0.02083,0.19607,0.19156,1.14564857601912,0.283409523570195,0.97682156396788,0.1421589642375203,-5.13217941293489,True,False,False,False
hsa-miR-1225-3p,-0.14919,1.10894668000679,-0.16805,-0.35342,0.0739000000000001,-1.14541876866494,0.283499517254352,0.97682156396788,0.3511591337559917,-5.1324049111163,False,False,False,False
hsa-mir-6854,-0.13902,1.10115686326766,-0.26821,-0.14729,-0.00156,-1.14489697017029,0.283703941254405,0.97682156396788,0.2130945432823756,-5.13291680768922,True,False,False,False
hsa-miR-3064-3p,0.138706666666667,1.10091773325358,0.23716,0.19137,-0.01241,1.14285429520184,0.284505334052669,0.97682156396788,0.2122894864380198,-5.13491914830086,False,False,False,False
hsa-mir-3180-5,0.155243333333333,1.11360943023047,0.29913,0.30515,-0.13855,1.14281581031628,0.284520450047411,0.97682156396788,0.40141989331769196,-5.13495684922292,False,False,False,False
hsa-mir-3180-4,0.155243333333333,1.11360943023047,0.29913,0.30515,-0.13855,1.14281581031628,0.284520450047411,0.97682156396788,0.40141989331769196,-5.13495684922292,False,False,False,False
hsa-miR-7106-3p,-0.147323333333333,1.10751276976296,-0.23686,0.0863700000000001,-0.29148,-1.14235377009447,0.284701979298985,0.97682156396788,0.3378821926230319,-5.13540940788188,False,False,False,False
hsa-miR-5589-5p,-0.136233333333333,1.09903195441354,-0.26132,-0.07836,-0.0690200000000001,-1.14066274003849,0.285367153573919,0.97682156396788,0.1615004629461734,-5.13706464147481,True,False,False,False
hsa-mir-3176,0.131913333333333,1.09574593999242,0.11193,0.15958,0.12423,1.14026792731735,0.285522634099194,0.97682156396788,0.011519426799782954,-5.13745084882944,True,False,False,False
hsa-miR-3607-5p,0.151353333333333,1.11061080224011,0.27866,0.2933,-0.1179,1.13965296922597,0.285764944853163,0.97682156396788,0.37790081507758205,-5.1380522162455,False,False,False,False
hsa-miR-505-3p,-0.156173333333333,1.11432752422718,-0.41635,-0.16061,0.10844,-1.13964623266676,0.285767600158323,0.97682156396788,0.41098408943969594,-5.13805880266401,False,False,False,False
hsa-miR-3125,-0.150336666666667,1.1098284309155,0.0693899999999998,-0.38578,-0.13462,-1.13825547365726,0.286316209697741,0.97682156396788,0.3717104749564231,-5.13941797935555,False,False,False,False
hsa-miR-30b-3p,-0.29238,1.22465892009559,-0.48046,-0.83352,0.43684,-1.17599365502944,0.286543291834181,0.97682156396788,0.5207156990636237,-5.09418562561503,False,False,False,False
hsa-mir-548q,-0.14863,1.10851631211032,-0.10163,-0.38578,0.04152,-1.13745286924446,0.286633194698,0.97682156396788,0.35817337527174165,-5.14020182668028,False,False,False,False
hsa-mir-5090,0.134623333333333,1.09780615516661,0.22589,0.0389899999999999,0.13899,1.13670206517799,0.286929975553097,0.97682156396788,0.1301926745002549,-5.14093473213827,True,False,False,False
hsa-mir-3675,-0.144133333333333,1.10506660992132,-0.2062,-0.29146,0.0652600000000001,-1.13669879013275,0.286931270664495,0.97682156396788,0.3121576500527408,-5.14093792836293,False,False,False,False
hsa-miR-4703-3p,0.16488,1.1210728259341,0.5121,-0.0932899999999999,0.0758299999999998,1.13647244550222,0.287020789617157,0.97682156396788,0.45709439868549834,-5.14115880985016,False,False,False,False
hsa-mir-382,-0.13698,1.09960090550354,-0.0428200000000001,-0.0917600000000001,-0.27636,-1.13622192963715,0.287119894301514,0.97682156396788,0.19390190593835926,-5.14140324306693,True,False,False,False
hsa-miR-6510-5p,0.212796666666667,1.15893260051758,0.78704,-0.0468900000000001,-0.10176,1.14407727013564,0.287254499248114,0.97682156396788,0.5363696994460259,-5.1317965667908,False,False,False,False
hsa-mir-16-2,-0.132606666666667,1.09627266237379,-0.20194,-0.10879,-0.0870899999999999,-1.13587157082709,0.287258543002339,0.97682156396788,0.06388579093950594,-5.14174503136186,True,False,False,False
hsa-miR-6777-5p,-0.131376666666667,1.09533841037326,-0.10229,-0.14503,-0.14681,-1.1355504278641,0.287385677044657,0.97682156396788,0.012048383527072383,-5.14205825329217,True,False,False,False
hsa-mir-6866,-0.161683333333333,1.11859154703817,0.05476,-0.0398399999999999,-0.49997,-1.13488207847129,0.287650407386059,0.97682156396788,0.4449471826157325,-5.1427099177348,False,False,False,False
hsa-mir-4641,-0.15877,1.11633497737376,-0.32193,-0.32187,0.16749,-1.13273903043404,0.288500574403776,0.97682156396788,0.4330752998886342,-5.14479764178314,False,False,False,False
hsa-miR-634,0.15423,1.11282751769275,-0.0308700000000002,0.0464199999999999,0.44714,1.1327009205409,0.288515711099617,0.97682156396788,0.4071612334846738,-5.14483474266059,False,False,False,False
hsa-mir-4797,0.18879,1.13980734922516,-0.13767,0.0333100000000001,0.67073,1.13273116093191,0.288782329664124,0.97682156396788,0.5230006375314484,-5.14463354832772,False,False,False,False
hsa-miR-3173-5p,0.169533333333333,1.12469462235326,-0.18093,0.19322,0.49631,1.1319139945809,0.288828408466731,0.97682156396788,0.4779619916632157,-5.14560063668945,False,False,False,False
hsa-miR-6816-3p,0.14835,1.10830119079872,0.23656,-0.10304,0.31153,1.13138878846745,0.289037257904167,0.97682156396788,0.36478859962370513,-5.14611159668851,False,False,False,False
hsa-miR-548av-3p,-0.15583,1.11406236752247,0.15394,-0.2965,-0.32493,-1.12931364184584,0.289863624273714,0.97682156396788,0.42084807162824867,-5.14812881646045,False,False,False,False
hsa-mir-1295b,0.18345,1.1355962578147,-0.0343,0.65134,-0.0666900000000001,1.12906203013732,0.290181713516586,0.97682156396788,0.5153693636071892,-5.1482375766262,False,False,False,False
hsa-miR-3186-3p,0.13904,1.10117212864897,0.04776,0.3163,0.0530600000000001,1.12782037993559,0.290459437512626,0.97682156396788,0.2573022256129709,-5.14957877420353,True,False,False,False
hsa-miR-4256,-0.14503,1.10575364658188,-0.37324,0.0079,-0.0697500000000002,-1.12762505945518,0.290537442785654,0.97682156396788,0.3385724404475777,-5.14976833003743,False,False,False,False
hsa-miR-1306-3p,-0.16582,1.12180350830974,-0.24199,-0.44482,0.18935,-1.12755158344733,0.290566791271938,0.97682156396788,0.4687488179875795,-5.14983963147434,False,False,False,False
hsa-miR-943,-0.145076666666667,1.10578941482809,-0.12869,-0.35539,0.0488500000000001,-1.12667849419509,0.29091570981818,0.97682156396788,0.3406729606635284,-5.1506866292541,False,False,False,False
hsa-miR-8077,-0.139773333333333,1.10173200545977,-0.02562,-0.0692599999999999,-0.32444,-1.12652741204347,0.29097612167816,0.97682156396788,0.2724172186971159,-5.15083314929008,True,False,False,False
hsa-mir-1233-2,-0.182516666666667,1.13486183574812,-0.40707,0.28326,-0.42374,-1.12616211753244,0.291339530634406,0.97682156396788,0.5153653112975806,-5.15105089003776,False,False,False,False
hsa-mir-1233-1,-0.182516666666667,1.13486183574812,-0.40707,0.28326,-0.42374,-1.12616211753244,0.291339530634406,0.97682156396788,0.5153653112975806,-5.15105089003776,False,False,False,False
hsa-miR-365a-5p,0.190953333333333,1.14151778200407,0.6076,0.22657,-0.26131,1.12773520287349,0.291431069338036,0.97682156396788,0.5269308218501035,-5.1490752536369,False,False,False,False
hsa-miR-1292-3p,0.166766666666667,1.12253985414629,0.54245,-0.0809599999999999,0.03881,1.12468411005319,0.291713991547979,0.97682156396788,0.4746585715648862,-5.1526196689447,False,False,False,False
hsa-miR-6751-3p,0.135116666666667,1.09818161703705,0.14712,0.24815,0.0100800000000001,1.12349312682895,0.29219153158162,0.97682156396788,0.1892561698416271,-5.15377286079534,True,False,False,False
hsa-mir-484,-0.190993333333333,1.14154943203612,0.2762,-0.59314,-0.25604,-1.12412829451618,0.292871900972924,0.97682156396788,0.5291682359196864,-5.15256744883752,False,False,False,False
hsa-miR-6513-5p,-0.13421,1.09749167783805,-0.26366,-0.0661999999999998,-0.0727700000000001,-1.12117091242208,0.293124442647189,0.97682156396788,0.1739659118739148,-5.15601889318889,True,False,False,False
hsa-miR-635,0.133056666666667,1.09661466094574,0.22932,0.0319400000000001,0.13791,1.12028918271163,0.29347928290408,0.97682156396788,0.14483832012505557,-5.15687083190627,True,False,False,False
hsa-miR-548y,-0.14645,1.10684254140866,0.05789,-0.37734,-0.1199,-1.11926280346693,0.293892765490429,0.97682156396788,0.3660761934764523,-5.15786193234007,False,False,False,False
hsa-miR-4286,-0.257603333333333,1.19549105325411,0.03182,-0.95253,0.1479,-1.14363254684111,0.29451023996689,0.97682156396788,0.537380576888058,-5.1280071481832,False,False,False,False
hsa-mir-329-2,-0.134976666666667,1.09807505399878,-0.03594,-0.27804,-0.09095,-1.11675948411221,0.294903183197252,0.97682156396788,0.20679609050579226,-5.1602764942783,True,False,False,False
hsa-miR-6796-3p,0.13889,1.10105764344726,0.0676800000000002,0.0220500000000001,0.32694,1.11657286985693,0.294978616888028,0.97682156396788,0.28103648046344804,-5.16045633765567,True,False,False,False
hsa-miR-5704,0.13669,1.0993798939898,0.06888,0.0383,0.30289,1.11639804351596,0.29504929953595,0.97682156396788,0.2435382797463423,-5.16062480137633,True,False,False,False
hsa-mir-3606,-0.143476666666667,1.10456373491069,-0.37592,-0.0399999999999998,-0.0145099999999999,-1.11523429383279,0.295520148609231,0.97682156396788,0.34312603014500337,-5.16174571814886,True,False,False,False
hsa-miR-6089,0.13097,1.09502970005435,0.16929,0.181039999999999,0.0425799999999992,1.1148547483609,0.295673840276553,0.97682156396788,0.09799221645225623,-5.1621111137082,True,False,False,False
hsa-mir-4675,0.15707,1.11502031853852,0.38814,0.24772,-0.16465,1.11452098733765,0.295809044567373,0.97682156396788,0.4436614848341706,-5.16243235836266,False,False,False,False
hsa-miR-1972,0.156616666666667,1.11467000440094,0.0124799999999998,0.48489,-0.02752,1.11426803152728,0.295911547893444,0.97682156396788,0.441640768580133,-5.16267578233724,False,False,False,False
hsa-miR-6866-5p,0.14761,1.10773285684289,0.34114,0.20968,-0.10799,1.11423591923908,0.29592456252284,0.97682156396788,0.38353690677111096,-5.16270668175397,False,False,False,False
hsa-mir-3165,-0.163113333333333,1.11970084518092,0.16172,-0.47826,-0.1728,-1.11410629521421,0.295977101814156,0.97682156396788,0.47055432251881696,-5.16283140345488,False,False,False,False
hsa-mir-4256,0.129706666666667,1.09407122861093,0.08887,0.18916,0.11109,1.11410019226566,0.295979575647474,0.97682156396788,0.05081703107619685,-5.16283727533719,True,False,False,False
hsa-mir-3654,0.14824,1.10821669027717,-0.0216699999999999,0.0493800000000001,0.41701,1.1136839036737,0.296148357157654,0.97682156396788,0.3893696621704532,-5.16323774843306,False,False,False,False
hsa-miR-2114-5p,-0.133563333333333,1.09699985369651,-0.21876,-0.18193,0.0,-1.11227738212247,0.296719186855815,0.97682156396788,0.18693085628737663,-5.16459004285389,False,False,False,False
hsa-miR-8083,0.133626666666667,1.09704801230276,0.14014,0.0114400000000001,0.2493,1.11141130504542,0.297071113530275,0.97682156396788,0.19135623059234158,-5.16542212137075,True,False,False,False
hsa-miR-1295a,-0.211766666666667,1.15810548561813,0.30956,-0.2421,-0.70276,-1.12049865002331,0.297213569476767,0.97682156396788,0.5444601319204367,-5.1542343931726,False,False,False,False
hsa-miR-4718,0.14509,1.10579963453952,-0.0842800000000001,0.17139,0.34816,1.11044693932377,0.297463368461112,0.97682156396788,0.36716301809766216,-5.16634808453638,False,False,False,False
hsa-miR-181d-5p,0.158353333333333,1.11601261374292,0.45107,-0.14391,0.1679,1.11042114402294,0.297473866308945,0.97682156396788,0.4540239620860624,-5.16637284472912,False,False,False,False
hsa-mir-4695,-0.168573333333333,1.12394647554706,0.23309,-0.41257,-0.32624,-1.11038756107038,0.29748753391727,0.97682156396788,0.49248337592210767,-5.16640507945558,False,False,False,False
hsa-miR-216a-3p,0.135633333333333,1.09857497490602,0.29735,0.0295099999999999,0.0800399999999999,1.1098124849383,0.297721655905033,0.97682156396788,0.2405763658567687,-5.16695696019851,True,False,False,False
hsa-mir-374c,0.13964,1.10163018850701,0.17025,0.30087,-0.0522,1.1090166051742,0.298045910980719,0.97682156396788,0.3082059265482227,-5.16772040084161,False,False,False,False
hsa-miR-6837-3p,-0.129913333333333,1.09422796599709,-0.04755,-0.17435,-0.16784,-1.10838902644552,0.298301794422593,0.97682156396788,0.08765660013891437,-5.16832212352283,True,False,False,False
hsa-mir-3125,-0.131323333333333,1.09529791881606,-0.04094,-0.12365,-0.22938,-1.10829382705609,0.298340625370293,0.97682156396788,0.13769983331326155,-5.16841337940674,True,False,False,False
hsa-miR-376a-2-5p,0.144796666666667,1.10557482270466,-0.10293,0.23112,0.3062,1.10777680950171,0.298551581895789,0.97682156396788,0.3685954670462729,-5.16890888209744,False,False,False,False
hsa-mir-2117,-0.13769,1.10014219022491,-0.1813,-0.27599,0.0442199999999999,-1.10687667349488,0.298919142259821,0.97682156396788,0.28416951818429637,-5.1697711647944,False,False,False,False
hsa-miR-3173-3p,-0.174486666666667,1.1285627731701,0.23148,-0.52431,-0.23063,-1.10656010513233,0.299262605810848,0.97682156396788,0.5108112146167995,-5.16993270948414,False,False,False,False
hsa-miR-4420,0.136063333333333,1.09890245759023,0.22581,-0.0411900000000001,0.22357,1.10369684848099,0.300220453682462,0.97682156396788,0.2645057497672394,-5.17281324037396,False,False,False,False
hsa-mir-1265,0.13377,1.09715701063948,0.15225,-0.0058099999999998,0.25487,1.10338417815353,0.300348652233195,0.97682156396788,0.21971602158421796,-5.17311202634593,False,False,False,False
hsa-mir-4458,-0.135636666666667,1.09857751315611,0.03386,-0.18243,-0.25834,-1.10189326212571,0.300960540265615,0.97682156396788,0.26138382388284714,-5.17453589983904,False,False,False,False
hsa-mir-552,-0.130353333333333,1.09456173974544,-0.02905,-0.20776,-0.15425,-1.10168728759508,0.301045151761579,0.97682156396788,0.1329100868844369,-5.17473250334349,True,False,False,False
hsa-mir-345,0.137353333333333,1.09988549149031,0.04252,0.33081,0.0387299999999999,1.10132493187249,0.30119404806709,0.97682156396788,0.29147591999047834,-5.17507830911175,True,False,False,False
hsa-miR-941,-0.507923333333333,1.42200184157589,-1.58704,-0.35124,0.41451,-1.18966323860684,0.301305270525044,0.97682156396788,0.47554806330459953,-5.07064877462023,False,False,False,False
hsa-miR-206,0.26144,1.19867454306448,0.16956,-0.30754,0.9223,1.12862590780519,0.301358586472115,0.97682156396788,0.5411611800376808,-5.14180811766929,False,False,False,False
hsa-miR-365a-3p,-0.136033333333333,1.09887960679361,-0.16572,0.0334500000000002,-0.27583,-1.10056859195155,0.301505024471352,0.97682156396788,0.27170577212840014,-5.17579984066442,False,False,False,False
hsa-miR-365b-3p,-0.136033333333333,1.09887960679361,-0.16572,0.0334500000000002,-0.27583,-1.10056859195155,0.301505024471352,0.97682156396788,0.27170577212840014,-5.17579984066442,False,False,False,False
hsa-miR-891a-5p,0.13057,1.09472613543959,0.24469,0.07687,0.0701499999999999,1.09928631185577,0.302032824985686,0.97682156396788,0.14948016013605894,-5.17702229165771,True,False,False,False
hsa-miR-519c-3p,-0.156093333333333,1.11426573450184,-0.49145,0.06026,-0.03709,-1.09853333530462,0.302343097797736,0.97682156396788,0.4554847331197907,-5.17773965686572,False,False,False,False
hsa-mir-1910,-0.161223333333333,1.11823494354686,-0.40385,-0.28479,0.20497,-1.0978557019043,0.302622539372509,0.97682156396788,0.4780319191672233,-5.17838493916324,False,False,False,False
hsa-miR-1469,-0.151276666666666,1.11055178452438,0.122190000000001,-0.41498,-0.16104,-1.09622594478657,0.303295450002549,0.97682156396788,0.43236562009314616,-5.17993571296059,False,False,False,False
hsa-miR-652-5p,-0.142433333333333,1.10376522134916,0.10295,-0.28867,-0.24158,-1.09406216233078,0.304190674895312,0.97682156396788,0.3678260177738104,-5.18199205987812,False,False,False,False
hsa-miR-129-1-3p,-0.196826666666667,1.14617446973786,0.30793,-0.26866,-0.62975,-1.09912085030589,0.30437532792518,0.97682156396788,0.5458856954877105,-5.17564906025511,False,False,False,False
hsa-miR-6762-3p,-0.1308,1.09490067480897,-0.2586,-0.08128,-0.0525199999999999,-1.09305324242321,0.304608807173624,0.97682156396788,0.17949639932733247,-5.18294988091758,True,False,False,False
hsa-mir-4475,0.17828,1.13153405103465,-0.01576,-0.09694,0.64754,1.09337758551956,0.304686252045138,0.97682156396788,0.528525730084594,-5.18249736961359,False,False,False,False
hsa-miR-6890-5p,-0.142036666666667,1.10346178460449,-0.2583,-0.27112,0.10331,-1.0923580733004,0.304897172994788,0.97682156396788,0.3666853995500317,-5.18360946966671,False,False,False,False
hsa-miR-2909,-0.14767,1.10777892711528,-0.42692,0.05921,-0.0752999999999999,-1.09113075439696,0.3054068060214,0.97682156396788,0.4154247615687073,-5.18477322981731,False,False,False,False
hsa-mir-6729,0.14335,1.104466759971,-0.0773899999999998,0.36943,0.13801,1.09042576442973,0.305699849376717,0.97682156396788,0.3821933625123784,-5.18544128214984,False,False,False,False
hsa-miR-6841-5p,0.13366,1.09707335978681,0.0149,0.0863799999999999,0.2997,1.08877335509951,0.30638757266837,0.97682156396788,0.25860142168606975,-5.18700588749676,True,False,False,False
hsa-miR-6860,0.12948,1.09389934890577,0.21019,0.16371,0.01454,1.08806985606735,0.306680733488529,0.97682156396788,0.15948189019628334,-5.18767148233511,True,False,False,False
hsa-mir-635,0.135543333333333,1.09850644437044,0.15066,0.29399,-0.0380200000000002,1.08776238490722,0.306808931449946,0.97682156396788,0.2939879240694408,-5.18796228904165,False,False,False,False
hsa-miR-4772-5p,-0.125816666666667,1.09112521134447,-0.15594,-0.10958,-0.11193,-1.08734302947743,0.30698384659285,0.97682156396788,0.014057761894167456,-5.18835881988001,True,False,False,False
hsa-miR-6800-5p,0.14882,1.1086623110657,-0.0499600000000004,0.44516,0.051260000000001,1.08699718969198,0.307128156896601,0.97682156396788,0.4283070512629816,-5.18868575283084,False,False,False,False
hsa-miR-4444,-0.15343,1.11221060614769,-0.41011,-0.20988,0.1597,-1.08652481101842,0.307325354735215,0.97682156396788,0.45497527307733804,-5.18913218481819,False,False,False,False
hsa-miR-520g-5p,-0.131276666666667,1.0952624899314,-0.15632,-0.24358,0.00607,-1.08630899158656,0.307415483151621,0.97682156396788,0.21455499095437688,-5.18933610286314,False,False,False,False
hsa-mir-6757,0.13491,1.0980243133293,0.23744,-0.05376,0.22105,1.08534821387638,0.307816965478909,0.97682156396788,0.28939268696509673,-5.19024354112338,False,False,False,False
hsa-miR-3922-5p,-0.127476666666667,1.09238140911577,-0.20421,-0.1281,-0.0501199999999999,-1.08498761818282,0.307967754503119,0.97682156396788,0.1032500404409288,-5.19058396699415,True,False,False,False
hsa-miR-627-5p,0.140066666666667,1.10195603588139,0.26031,-0.0988900000000001,0.25878,1.08320437277222,0.308714299499637,0.97682156396788,0.36180991651401656,-5.19226625725535,False,False,False,False
hsa-mir-4779,0.12583,1.09113529552925,0.09893,0.17952,0.09904,1.08273767533064,0.30890991355809,0.97682156396788,0.042626357617103906,-5.19270620094265,True,False,False,False
hsa-mir-551b,-0.1298,1.09414201045664,-0.00363,-0.15576,-0.23001,-1.08212777927558,0.309165695007051,0.97682156396788,0.19074410074037423,-5.19328092616939,True,False,False,False
hsa-mir-6840,-0.14035,1.10217247215433,-0.20918,-0.30758,0.09571,-1.08185134849159,0.3092816806398,0.97682156396788,0.3670863635095599,-5.19354133835472,False,False,False,False
hsa-mir-8088,-0.144603333333333,1.10542667625754,-0.16805,0.10577,-0.37153,-1.08172441415689,0.309334951533314,0.97682156396788,0.4054539924024782,-5.19366090086498,False,False,False,False
hsa-miR-4661-5p,0.135356666666667,1.09836432059147,-0.06236,0.24385,0.22458,1.08164089050686,0.309370008060794,0.97682156396788,0.30498770438187905,-5.19373956822867,False,False,False,False
hsa-miR-6752-3p,0.140533333333333,1.10231254180657,-0.03596,0.0819799999999999,0.37558,1.08149110939208,0.309432881948598,0.97682156396788,0.369567254910636,-5.19388062958649,False,False,False,False
hsa-miR-335-5p,-0.12557,1.09093867073551,-0.10473,-0.17687,-0.09511,-1.08102278025174,0.309629537869438,0.97682156396788,0.03971676957411092,-5.19432160231166,True,False,False,False
hsa-mir-1236,0.1665,1.12233238389855,0.57007,0.06473,-0.1353,1.0796616003085,0.310201665933474,0.97682156396788,0.5107706076259785,-5.1956024812829,False,False,False,False
hsa-miR-4671-3p,-0.153526666666667,1.11228513145685,-0.35013,-0.29673,0.18628,-1.07920940003966,0.310391916685734,0.97682156396788,0.46314090683165215,-5.19602774409128,False,False,False,False
hsa-mir-518b,-0.13052,1.09468819578033,-0.0074,-0.26672,-0.11744,-1.07745998848784,0.311128792918724,0.97682156396788,0.2245339448368943,-5.1976717187441,True,False,False,False
hsa-miR-223-5p,-0.14508,1.10579196974709,-0.03087,-0.42803,0.02366,-1.07716569957705,0.311252885750709,0.97682156396788,0.41533330715767997,-5.19794807947634,False,False,False,False
hsa-miR-23b-3p,-0.19445,1.14428783949508,0.3296,-0.31599,-0.59696,-1.08236711080987,0.311381084555588,0.97682156396788,0.5518709167804945,-5.19143563811619,False,False,False,False
hsa-miR-4694-3p,-0.12542,1.09082524947237,-0.06333,-0.16434,-0.14859,-1.07671867476803,0.311441456757428,0.97682156396788,0.05726169530431105,-5.19836776584572,True,False,False,False
hsa-miR-140-5p,-0.14175,1.10324254611167,-0.24633,-0.29549,0.11657,-1.07648946184693,0.311538181565543,0.97682156396788,0.38921544472171565,-5.19858291154508,False,False,False,False
hsa-miR-324-3p,0.161463333333333,1.11842098335639,0.54934,0.0244999999999997,-0.0894500000000003,1.07614257900751,0.311684606160217,0.97682156396788,0.49801529613888845,-5.19890844186144,False,False,False,False
hsa-mir-7855,-0.152846666666667,1.11176099042495,0.0619500000000002,-0.0319499999999999,-0.48854,-1.07567491840797,0.31188209802027,0.97682156396788,0.4635362001676991,-5.19934719398714,False,False,False,False
hsa-mir-5093,0.128123333333333,1.09287116264396,0.19057,0.0078,0.186,1.07542424628216,0.311987996446792,0.97682156396788,0.16700971840145745,-5.19958231338279,True,False,False,False
hsa-miR-4669,-0.197773333333333,1.14692681254345,0.0451900000000001,0.11933,-0.75784,-1.08189614076061,0.311991426784962,0.97682156396788,0.5542611951939798,-5.19158890473396,False,False,False,False
hsa-mir-498,0.15835,1.11601003520924,0.43289,0.24281,-0.20065,1.07518764025276,0.312087978305277,0.97682156396788,0.4876905512598984,-5.199804202629,False,False,False,False
hsa-miR-125a-3p,0.200443333333333,1.14905139878683,0.39463,0.56977,-0.36307,1.08194382495159,0.312177633826333,0.97682156396788,0.5562800600401052,-5.19139994883851,False,False,False,False
hsa-mir-548w,0.127906666666667,1.0927070455122,0.17982,0.0097,0.1942,1.07460018268136,0.312336326587493,0.97682156396788,0.16350806799912324,-5.20035496617017,True,False,False,False
hsa-miR-6851-5p,-0.12799,1.09277016456912,-0.22004,-0.14922,-0.01471,-1.0742613028336,0.312479658558929,0.97682156396788,0.16744730825626228,-5.20067257857281,True,False,False,False
hsa-miR-3653,-0.127386666666667,1.09231326494287,-0.18696,-0.18059,-0.01461,-1.07317640936061,0.312938868395924,0.97682156396788,0.15251300208776733,-5.20168889297916,True,False,False,False
hsa-miR-1273f,0.125036666666667,1.09053544870401,0.11982,0.18264,0.0726500000000001,1.07314188122575,0.312953491985293,0.97682156396788,0.059211631338227357,-5.2017212261491,True,False,False,False
